target_traj_id,target_split,target_class,seq_folder,other_id,other_traj_id,other_type,other_class,common_timestamps,frames_below_3m,min_dist,mean_dist,max_dist,overlap_sec,is_close
0016,train,person,0001_20230322_083454,1019,,vehicle,car,17,0,21.714,40.495,61.988,6.48,0
0017,train,person,0001_20230322_083454,002,0006,vru,person,35,14,0.699,5.945,14.737,13.84,1
0017,train,person,0001_20230322_083454,1030,,vehicle,car,35,0,10.672,15.495,36.273,13.84,0
0018,train,motorcycle,0001_20230322_083454,000,0004,vru,person,11,0,5.047,22.831,45.464,4.08,0
0018,train,motorcycle,0001_20230322_083454,001,0005,vru,person,11,0,3.811,24.01,47.097,4.08,0
0018,train,motorcycle,0001_20230322_083454,1029,,vehicle,car,11,0,19.815,28.75,42.968,4.08,0
0286,train,person,0001_20230523_105516,003,0289,vru,bicycle,114,0,29.214,31.652,49.126,45.24,0
0286,train,person,0001_20230523_105516,020,0305,vru,bicycle,36,0,29.607,32.205,38.798,14.0,0
0286,train,person,0001_20230523_105516,1000,,vehicle,car,9,0,17.823,21.224,25.94,3.4,0
0286,train,person,0001_20230523_105516,1003,,vehicle,car,10,0,16.711,24.911,40.364,3.76,0
0286,train,person,0001_20230523_105516,1013,,vehicle,car,15,0,9.211,21.065,39.584,5.64,0
0286,train,person,0001_20230523_105516,1042,,vehicle,car,25,0,23.115,32.584,41.801,9.84,0
0286,train,person,0001_20230523_105516,1043,,vehicle,car,13,0,8.427,19.974,38.762,4.88,0
0286,train,person,0001_20230523_105516,1058,,vehicle,car,52,0,5.371,15.735,33.335,20.64,0
0286,train,person,0001_20230523_105516,1059,,vehicle,car,30,0,18.148,24.744,33.851,11.6,0
0286,train,person,0001_20230523_105516,1060,,vehicle,car,65,0,8.72,21.615,40.133,25.6,0
0286,train,person,0001_20230523_105516,1069,,vehicle,car,198,0,12.56,22.554,48.502,78.84,0
0286,train,person,0001_20230523_105516,1070,,vehicle,car,187,0,12.553,18.305,47.124,74.68,0
0287,train,person,0001_20230523_105516,009,0027,vru,person,77,0,6.064,16.018,36.498,30.56,0
0287,train,person,0001_20230523_105516,021,0306,vru,scooter,32,3,1.312,15.883,35.873,12.72,1
0287,train,person,0001_20230523_105516,026,0028,vru,person,25,0,19.299,20.215,21.18,9.72,0
0287,train,person,0001_20230523_105516,1017,,vehicle,car,11,0,15.95,24.113,39.506,4.12,0
0287,train,person,0001_20230523_105516,1023,,vehicle,car,12,0,13.424,22.049,38.217,4.72,0
0287,train,person,0001_20230523_105516,1068,,vehicle,car,131,0,14.94,15.441,21.875,52.32,0
0288,train,person,0001_20230523_105516,011,0296,vru,person,15,0,8.664,9.458,10.888,5.72,0
0288,train,person,0001_20230523_105516,017,0302,vru,person,1,0,20.21,20.21,20.21,0.12,0
0288,train,person,0001_20230523_105516,1005,,vehicle,car,5,0,37.795,42.449,47.456,1.88,0
0288,train,person,0001_20230523_105516,1016,,vehicle,car,10,0,28.206,30.359,36.522,3.64,0
0288,train,person,0001_20230523_105516,1033,,vehicle,car,9,0,14.588,22.568,37.237,3.4,0
0288,train,person,0001_20230523_105516,1046,,vehicle,car,12,0,11.892,21.455,38.857,4.64,0
0288,train,person,0001_20230523_105516,1047,,vehicle,car,8,0,14.761,24.547,39.386,2.92,0
0288,train,person,0001_20230523_105516,1052,,vehicle,car,12,0,10.613,15.121,23.546,4.52,0
0289,train,bicycle,0001_20230523_105516,000,0286,vru,person,114,0,29.214,31.652,49.126,45.24,0
0289,train,bicycle,0001_20230523_105516,020,0305,vru,bicycle,36,36,0.917,0.991,1.139,14.0,1
0289,train,bicycle,0001_20230523_105516,1000,,vehicle,car,9,0,11.433,16.484,25.638,3.4,0
0289,train,bicycle,0001_20230523_105516,1001,,vehicle,car,1,0,43.989,43.989,43.989,0.36,0
0289,train,bicycle,0001_20230523_105516,1002,,vehicle,car,2,0,7.317,9.006,10.695,0.48,0
0289,train,bicycle,0001_20230523_105516,1003,,vehicle,car,10,0,13.216,21.69,36.133,3.76,0
0289,train,bicycle,0001_20230523_105516,1006,,vehicle,car,4,0,31.618,32.694,33.732,1.56,0
0289,train,bicycle,0001_20230523_105516,1013,,vehicle,car,15,0,20.357,27.843,39.713,5.64,0
0289,train,bicycle,0001_20230523_105516,1042,,vehicle,car,29,0,11.531,20.887,31.017,11.44,0
0289,train,bicycle,0001_20230523_105516,1058,,vehicle,car,56,0,23.841,28.161,37.658,22.24,0
0289,train,bicycle,0001_20230523_105516,1060,,vehicle,car,69,0,20.351,29.491,40.273,27.2,0
0289,train,bicycle,0001_20230523_105516,1069,,vehicle,car,118,0,27.665,28.1,35.92,46.84,0
0289,train,bicycle,0001_20230523_105516,1070,,vehicle,car,118,0,23.055,23.522,32.48,46.84,0
0290,train,person,0001_20230523_105516,027,0311,vru,person,8,0,15.109,18.187,21.404,2.96,0
0290,train,person,0001_20230523_105516,1007,,vehicle,car,12,0,15.749,20.898,30.902,4.4,0
0290,train,person,0001_20230523_105516,1021,,vehicle,car,5,0,15.016,24.772,34.734,1.76,0
0290,train,person,0001_20230523_105516,1022,,vehicle,car,14,0,15.533,26.599,45.483,5.4,0
0291,train,person,0001_20230523_105516,1066,,vehicle,car,39,0,25.821,39.042,49.836,15.28,0
0292,train,bicycle,0001_20230523_105516,016,0301,vru,person,53,0,22.336,28.221,37.322,20.92,0
0292,train,bicycle,0001_20230523_105516,1063,,vehicle,car,44,0,34.252,35.449,47.263,17.2,0
0292,train,bicycle,0001_20230523_105516,1068,,vehicle,car,41,0,9.58,16.306,21.362,16.04,0
0294,train,person,0001_20230523_105516,010,0295,vru,person,57,0,5.381,5.761,7.038,22.68,0
0294,train,person,0001_20230523_105516,012,0297,vru,person,36,0,5.298,5.624,6.967,14.16,0
0294,train,person,0001_20230523_105516,019,0304,vru,person,31,0,23.959,26.53,29.794,12.12,0
0294,train,person,0001_20230523_105516,025,0310,vru,bicycle,27,0,5.939,11.295,22.159,10.68,0
0294,train,person,0001_20230523_105516,028,0029,vru,person,21,0,5.051,5.604,6.611,8.36,0
0294,train,person,0001_20230523_105516,1053,,vehicle,car,1,0,56.272,56.272,56.272,0.36,0
0027,train,person,0001_20230523_105516,001,0287,vru,person,77,0,6.064,16.018,36.498,30.56,0
0027,train,person,0001_20230523_105516,021,0306,vru,scooter,24,0,7.897,15.989,30.111,9.52,0
0027,train,person,0001_20230523_105516,026,0028,vru,person,20,0,11.833,12.899,15.604,7.72,0
0027,train,person,0001_20230523_105516,1017,,vehicle,car,11,0,24.152,28.66,39.248,4.12,0
0027,train,person,0001_20230523_105516,1023,,vehicle,car,12,0,16.987,23.74,34.002,4.72,0
0027,train,person,0001_20230523_105516,1068,,vehicle,car,77,0,6.321,13.412,27.779,30.56,0
0295,train,person,0001_20230523_105516,008,0294,vru,person,57,0,5.381,5.761,7.038,22.68,0
0295,train,person,0001_20230523_105516,012,0297,vru,person,52,52,0.503,0.84,1.064,20.56,1
0295,train,person,0001_20230523_105516,019,0304,vru,person,36,0,16.437,20.312,24.762,14.12,0
0295,train,person,0001_20230523_105516,025,0310,vru,bicycle,27,0,3.509,11.694,27.218,10.68,0
0295,train,person,0001_20230523_105516,028,0029,vru,person,16,16,1.533,1.673,1.878,6.28,1
0296,train,person,0001_20230523_105516,002,0288,vru,person,15,0,8.664,9.458,10.888,5.72,0
0296,train,person,0001_20230523_105516,017,0302,vru,person,46,0,9.112,9.539,11.135,18.24,0
0296,train,person,0001_20230523_105516,023,0308,vru,person,29,0,45.022,49.089,51.985,11.48,0
0296,train,person,0001_20230523_105516,1049,,vehicle,car,7,0,18.042,18.782,19.827,2.48,0
0296,train,person,0001_20230523_105516,1050,,vehicle,car,7,0,20.689,22.133,23.445,2.48,0
0296,train,person,0001_20230523_105516,1052,,vehicle,car,14,0,10.991,17.666,27.789,5.52,0
0296,train,person,0001_20230523_105516,1055,,vehicle,car,9,0,45.63,48.801,50.97,3.48,0
0296,train,person,0001_20230523_105516,1057,,vehicle,car,15,0,32.94,35.623,40.375,5.88,0
0297,train,person,0001_20230523_105516,008,0294,vru,person,36,0,5.298,5.624,6.967,14.16,0
0297,train,person,0001_20230523_105516,010,0295,vru,person,52,52,0.503,0.84,1.064,20.56,1
0297,train,person,0001_20230523_105516,019,0304,vru,person,36,0,16.839,20.757,25.476,14.12,0
0297,train,person,0001_20230523_105516,025,0310,vru,bicycle,27,0,4.195,12.11,27.188,10.68,0
0298,train,person,0001_20230523_105516,014,0299,vru,bicycle,26,0,7.068,10.408,13.566,10.24,0
0298,train,person,0001_20230523_105516,022,0307,vru,person,31,0,33.098,41.408,54.36,12.36,0
0298,train,person,0001_20230523_105516,029,,vru,bicycle,19,0,5.759,10.881,20.273,7.32,0
0299,train,bicycle,0001_20230523_105516,013,0298,vru,person,26,0,7.068,10.408,13.566,10.24,0
0299,train,bicycle,0001_20230523_105516,022,0307,vru,person,6,0,34.984,38.992,42.733,2.24,0
0299,train,bicycle,0001_20230523_105516,029,,vru,bicycle,3,0,27.438,28.042,28.721,1.04,0
0299,train,bicycle,0001_20230523_105516,1040,,vehicle,car,9,0,24.599,28.296,36.264,3.44,0
0300,train,person,0001_20230523_105516,1044,,vehicle,car,10,0,14.024,22.858,39.399,3.76,0
0300,train,person,0001_20230523_105516,1045,,vehicle,car,13,0,16.872,24.434,38.633,5.12,0
0301,train,person,0001_20230523_105516,006,0292,vru,bicycle,53,0,22.336,28.221,37.322,20.92,0
0301,train,person,0001_20230523_105516,1063,,vehicle,car,33,0,9.847,11.464,14.163,12.8,0
0301,train,person,0001_20230523_105516,1068,,vehicle,car,28,0,13.505,20.291,40.363,10.84,0
0302,train,person,0001_20230523_105516,002,0288,vru,person,1,0,20.21,20.21,20.21,0.12,0
0302,train,person,0001_20230523_105516,011,0296,vru,person,46,0,9.112,9.539,11.135,18.24,0
0302,train,person,0001_20230523_105516,023,0308,vru,person,26,0,36.356,40.104,42.043,10.24,0
0302,train,person,0001_20230523_105516,1049,,vehicle,car,7,0,10.652,11.227,11.944,2.48,0
0302,train,person,0001_20230523_105516,1050,,vehicle,car,7,0,12.472,13.844,15.115,2.48,0
0302,train,person,0001_20230523_105516,1052,,vehicle,car,3,0,17.55,18.308,19.021,1.12,0
0302,train,person,0001_20230523_105516,1057,,vehicle,car,4,0,26.991,28.483,29.66,1.44,0
0303,train,bicycle,0001_20230523_105516,1027,,vehicle,car,12,0,7.284,16.024,30.548,4.68,0
0304,train,person,0001_20230523_105516,008,0294,vru,person,31,0,23.959,26.53,29.794,12.12,0
0304,train,person,0001_20230523_105516,010,0295,vru,person,36,0,16.437,20.312,24.762,14.12,0
0304,train,person,0001_20230523_105516,012,0297,vru,person,36,0,16.839,20.757,25.476,14.12,0
0304,train,person,0001_20230523_105516,025,0310,vru,bicycle,26,0,13.687,27.008,45.079,10.12,0
0305,train,bicycle,0001_20230523_105516,000,0286,vru,person,36,0,29.607,32.205,38.798,14.0,0
0305,train,bicycle,0001_20230523_105516,003,0289,vru,bicycle,36,36,0.917,0.991,1.139,14.0,1
0305,train,bicycle,0001_20230523_105516,1000,,vehicle,car,9,0,11.497,16.708,26.526,3.4,0
0305,train,bicycle,0001_20230523_105516,1042,,vehicle,car,13,0,11.509,15.961,26.501,5.04,0
0305,train,bicycle,0001_20230523_105516,1058,,vehicle,car,36,0,23.942,27.167,28.393,14.0,0
0305,train,bicycle,0001_20230523_105516,1060,,vehicle,car,36,0,26.608,30.692,31.17,14.0,0
0305,train,bicycle,0001_20230523_105516,1069,,vehicle,car,36,0,28.581,28.66,28.778,14.0,0
0305,train,bicycle,0001_20230523_105516,1070,,vehicle,car,36,0,23.788,23.934,24.04,14.0,0
0306,train,scooter,0001_20230523_105516,001,0287,vru,person,32,3,1.312,15.883,35.873,12.72,1
0306,train,scooter,0001_20230523_105516,009,0027,vru,person,24,0,7.897,15.989,30.111,9.52,0
0306,train,scooter,0001_20230523_105516,026,0028,vru,person,25,0,15.319,22.839,36.47,9.72,0
0306,train,scooter,0001_20230523_105516,1017,,vehicle,car,11,0,14.347,18.865,25.992,4.12,0
0306,train,scooter,0001_20230523_105516,1023,,vehicle,car,9,0,22.573,34.293,45.341,3.52,0
0306,train,scooter,0001_20230523_105516,1068,,vehicle,car,32,0,10.817,19.778,35.026,12.72,0
0307,train,person,0001_20230523_105516,013,0298,vru,person,31,0,33.098,41.408,54.36,12.36,0
0307,train,person,0001_20230523_105516,014,0299,vru,bicycle,6,0,34.984,38.992,42.733,2.24,0
0307,train,person,0001_20230523_105516,029,,vru,bicycle,19,0,14.041,33.29,54.348,7.32,0
0308,train,person,0001_20230523_105516,011,0296,vru,person,29,0,45.022,49.089,51.985,11.48,0
0308,train,person,0001_20230523_105516,017,0302,vru,person,26,0,36.356,40.104,42.043,10.24,0
0308,train,person,0001_20230523_105516,1049,,vehicle,car,7,0,40.021,40.141,40.32,2.48,0
0308,train,person,0001_20230523_105516,1050,,vehicle,car,7,0,39.612,40.106,40.413,2.48,0
0308,train,person,0001_20230523_105516,1057,,vehicle,car,7,0,17.26,18.686,20.806,2.68,0
0310,train,bicycle,0001_20230523_105516,008,0294,vru,person,27,0,5.939,11.295,22.159,10.68,0
0310,train,bicycle,0001_20230523_105516,010,0295,vru,person,27,0,3.509,11.694,27.218,10.68,0
0310,train,bicycle,0001_20230523_105516,012,0297,vru,person,27,0,4.195,12.11,27.188,10.68,0
0310,train,bicycle,0001_20230523_105516,019,0304,vru,person,26,0,13.687,27.008,45.079,10.12,0
0028,train,person,0001_20230523_105516,001,0287,vru,person,25,0,19.299,20.215,21.18,9.72,0
0028,train,person,0001_20230523_105516,009,0027,vru,person,20,0,11.833,12.899,15.604,7.72,0
0028,train,person,0001_20230523_105516,021,0306,vru,scooter,25,0,15.319,22.839,36.47,9.72,0
0028,train,person,0001_20230523_105516,1017,,vehicle,car,11,0,31.803,35.142,42.914,4.12,0
0028,train,person,0001_20230523_105516,1023,,vehicle,car,5,0,33.739,37.827,43.359,1.72,0
0028,train,person,0001_20230523_105516,1068,,vehicle,car,25,0,4.563,5.984,7.985,9.72,0
0311,train,person,0001_20230523_105516,004,0290,vru,person,8,0,15.109,18.187,21.404,2.96,0
0311,train,person,0001_20230523_105516,1021,,vehicle,car,9,0,16.209,24.52,37.492,3.28,0
0311,train,person,0001_20230523_105516,1066,,vehicle,car,13,0,46.128,47.321,50.062,4.88,0
0029,train,person,0001_20230523_105516,008,0294,vru,person,21,0,5.051,5.604,6.611,8.36,0
0029,train,person,0001_20230523_105516,010,0295,vru,person,16,16,1.533,1.673,1.878,6.28,1
,,bicycle,0001_20230523_105516,013,0298,vru,person,19,0,5.759,10.881,20.273,7.32,0
,,bicycle,0001_20230523_105516,014,0299,vru,bicycle,3,0,27.438,28.042,28.721,1.04,0
,,bicycle,0001_20230523_105516,022,0307,vru,person,19,0,14.041,33.29,54.348,7.32,0
0019,train,person,0002_20230322_083625,001,0020,vru,person,103,11,1.087,13.588,27.647,41.08,1
0019,train,person,0002_20230322_083625,003,0021,vru,person,96,60,1.685,5.529,20.05,38.04,1
0019,train,person,0002_20230322_083625,006,0024,vru,person,30,0,6.105,16.409,24.143,11.68,0
0019,train,person,0002_20230322_083625,007,0025,vru,bicycle,26,0,8.645,18.039,25.302,10.08,0
0019,train,person,0002_20230322_083625,1009,,vehicle,car,10,0,13.478,17.957,26.537,3.88,0
0019,train,person,0002_20230322_083625,1016,,vehicle,car,13,0,15.774,19.9,26.508,5.0,0
0019,train,person,0002_20230322_083625,1017,,vehicle,car,14,0,8.627,21.076,43.327,5.36,0
0019,train,person,0002_20230322_083625,1033,,vehicle,car,23,0,4.924,13.93,36.422,9.04,0
0020,train,person,0002_20230322_083625,000,0019,vru,person,103,11,1.087,13.588,27.647,41.08,1
0020,train,person,0002_20230322_083625,003,0021,vru,person,47,0,16.253,18.948,25.322,18.68,0
0020,train,person,0002_20230322_083625,006,0024,vru,person,30,5,0.952,9.169,21.542,11.68,1
0020,train,person,0002_20230322_083625,007,0025,vru,bicycle,26,5,1.3,8.306,19.057,10.08,1
0020,train,person,0002_20230322_083625,1009,,vehicle,car,10,0,13.404,26.134,41.489,3.88,0
0020,train,person,0002_20230322_083625,1016,,vehicle,car,13,0,15.959,26.294,40.51,5.0,0
0020,train,person,0002_20230322_083625,1017,,vehicle,car,14,0,7.067,18.956,34.942,5.36,0
0020,train,person,0002_20230322_083625,1033,,vehicle,car,23,0,6.416,16.963,39.984,9.04,0
0002,train,person,0002_20230322_083625,1000,,vehicle,car,1,0,11.998,11.998,11.998,0.12,0
0002,train,person,0002_20230322_083625,1002,,vehicle,car,2,0,45.35,47.181,49.012,0.68,0
0002,train,person,0002_20230322_083625,1003,,vehicle,car,4,0,43.488,47.164,51.037,1.2,0
0002,train,person,0002_20230322_083625,1006,,vehicle,car,5,0,5.47,11.105,17.682,1.8,0
0002,train,person,0002_20230322_083625,1010,,vehicle,car,10,0,16.845,24.358,35.389,3.92,0
0002,train,person,0002_20230322_083625,1012,,vehicle,car,10,0,17.201,23.469,34.164,3.76,0
0002,train,person,0002_20230322_083625,1018,,vehicle,car,15,0,3.287,22.554,42.85,5.8,0
0002,train,person,0002_20230322_083625,1019,,vehicle,car,11,0,29.55,37.935,48.926,4.04,0
0002,train,person,0002_20230322_083625,1020,,vehicle,car,15,0,13.517,20.717,34.609,5.96,0
0002,train,person,0002_20230322_083625,1027,,vehicle,car,17,0,19.885,24.569,35.59,6.72,0
0002,train,person,0002_20230322_083625,1028,,vehicle,car,16,0,7.914,23.353,45.111,6.24,0
0002,train,person,0002_20230322_083625,1039,,vehicle,car,6,0,10.81,13.623,18.024,2.24,0
0002,train,person,0002_20230322_083625,1042,,vehicle,car,6,0,10.756,11.625,12.874,2.24,0
0002,train,person,0002_20230322_083625,1048,,vehicle,car,47,0,34.643,38.164,43.695,18.64,0
0002,train,person,0002_20230322_083625,1050,,vehicle,car,97,0,8.082,16.248,32.483,38.64,0
0021,train,person,0002_20230322_083625,000,0019,vru,person,96,60,1.685,5.529,20.05,38.04,1
0021,train,person,0002_20230322_083625,001,0020,vru,person,47,0,16.253,18.948,25.322,18.68,0
0021,train,person,0002_20230322_083625,1033,,vehicle,car,6,0,29.779,34.484,40.861,2.24,0
0022,train,person,0002_20230322_083625,1026,,vehicle,car,9,0,27.353,32.063,41.382,3.4,0
0022,train,person,0002_20230322_083625,1031,,vehicle,car,10,0,16.061,23.544,38.055,3.64,0
0023,train,person,0002_20230322_083625,1025,,vehicle,car,1,0,50.682,50.682,50.682,0.08,0
0023,train,person,0002_20230322_083625,1040,,vehicle,car,21,0,31.053,40.243,58.738,8.04,0
0023,train,person,0002_20230322_083625,1041,,vehicle,car,27,0,22.369,32.171,50.611,10.64,0
0023,train,person,0002_20230322_083625,1047,,vehicle,car,34,0,9.994,14.943,29.193,13.56,0
0024,train,person,0002_20230322_083625,000,0019,vru,person,30,0,6.105,16.409,24.143,11.68,0
