sample_id,scene_path,archive,timestamp,target_type,target_id,target_class_name,target_x_world,target_y_world,target_z_world,target_x_ego,target_y_ego,target_velocity,other_type,other_id,other_class_name,other_x_world,other_y_world,other_z_world,other_velocity,dx,dy,dz,distance,f1_state,f2_state,f3_state,n_ped_green,n_ped_red,has_green,red_only,is_moving,displacement,avg_speed,map_label_id,map_label_name,is_crosswalk,is_sidewalk,is_road,is_bikelane,nearest_map_dist
0034,0004_20230322_084251,imptc_set_01.tar.gz,1679474593880035,vrus,003,person,-1.418575,-1.898329,1.792569,0.0,0.0,0.685244,vrus,002,person,-1.080548,0.815397,1.751057,0.637269,0.338028,2.713726,-0.041513,2.734697,,,,,,,,,,,1,sidewalk,0,1,0,0,0.007843
0034,0004_20230322_084251,imptc_set_01.tar.gz,1679474593880035,vrus,003,person,-1.418575,-1.898329,1.792569,0.0,0.0,0.685244,vrus,005,person,-1.54469,1.609287,1.777244,2.125652,-0.126115,3.507616,-0.015325,3.509882,,,,,,,,,,,1,sidewalk,0,1,0,0,0.007843
0034,0004_20230322_084251,imptc_set_01.tar.gz,1679474593880035,vrus,003,person,-1.418575,-1.898329,1.792569,0.0,0.0,0.685244,vrus,004,person,-3.153856,2.643059,1.661545,0.162462,-1.735281,4.541388,-0.131024,4.861626,,,,,,,,,,,1,sidewalk,0,1,0,0,0.007843
0035,0004_20230322_084251,imptc_set_01.tar.gz,1679474593040035,vrus,004,person,-3.156431,2.663859,1.64904,0.0,0.0,0.121067,vrus,000,person,-4.465093,2.172159,1.734521,0.142338,-1.308662,-0.4917,0.085481,1.397987,,,,,,,,,,,1,sidewalk,0,1,0,0,0.032633
0035,0004_20230322_084251,imptc_set_01.tar.gz,1679474593040035,vrus,004,person,-3.156431,2.663859,1.64904,0.0,0.0,0.121067,vrus,005,person,-1.627972,1.380806,1.803831,0.163788,1.528458,-1.283053,0.154791,1.995598,,,,,,,,,,,1,sidewalk,0,1,0,0,0.032633
0035,0004_20230322_084251,imptc_set_01.tar.gz,1679474593040035,vrus,004,person,-3.156431,2.663859,1.64904,0.0,0.0,0.121067,vrus,002,person,-1.089708,0.821384,1.749699,0.231695,2.066722,-1.842475,0.100659,2.768764,,,,,,,,,,,1,sidewalk,0,1,0,0,0.032633
0035,0004_20230322_084251,imptc_set_01.tar.gz,1679474593040035,vrus,004,person,-3.156431,2.663859,1.64904,0.0,0.0,0.121067,vrus,003,person,-1.427868,-1.930959,1.799533,0.130067,1.728563,-4.594819,0.150493,4.909204,,,,,,,,,,,1,sidewalk,0,1,0,0,0.032633
0036,0004_20230322_084251,imptc_set_01.tar.gz,1679474590840035,vrus,005,person,-1.621847,1.408489,1.808739,0.0,0.0,0.013738,vrus,002,person,-1.100336,0.81111,1.755305,0.147268,0.52151,-0.597379,-0.053434,0.792991,,,,,,,,,,,1,sidewalk,0,1,0,0,0.036487
0036,0004_20230322_084251,imptc_set_01.tar.gz,1679474590840035,vrus,005,person,-1.621847,1.408489,1.808739,0.0,0.0,0.013738,vrus,004,person,-3.152532,2.670107,1.654177,0.106722,-1.530685,1.261617,-0.154562,1.983601,,,,,,,,,,,1,sidewalk,0,1,0,0,0.036487
0036,0004_20230322_084251,imptc_set_01.tar.gz,1679474590840035,vrus,005,person,-1.621847,1.408489,1.808739,0.0,0.0,0.013738,vrus,000,person,-4.496961,2.229398,1.741965,0.249306,-2.875114,0.820909,-0.066775,2.990012,,,,,,,,,,,1,sidewalk,0,1,0,0,0.036487
0036,0004_20230322_084251,imptc_set_01.tar.gz,1679474590840035,vrus,005,person,-1.621847,1.408489,1.808739,0.0,0.0,0.013738,vrus,003,person,-1.476068,-1.87926,1.791567,0.157499,0.145779,-3.28775,-0.017172,3.29098,,,,,,,,,,,1,sidewalk,0,1,0,0,0.036487
0037,0004_20230322_084251,imptc_set_01.tar.gz,1679474617280035,vrus,006,person,33.442685,3.013684,1.706477,0.0,0.0,5.945395,vehicles,1030,car,33.468669,7.395858,0.509928,0.27126,0.025984,4.382174,-1.196549,4.382251,,,,,,,,,,,1,sidewalk,0,1,0,0,0.053097
0039,0005_20230322_084431,imptc_set_01.tar.gz,1679474689720035,vrus,000,person,2.388136,7.325074,1.770665,0.0,0.0,5.321472,vrus,006,person,3.02501,7.043143,1.540151,4.973112,0.636874,-0.281931,-0.230514,0.696487,,,,,,,,,,,5,crosswalk,1,0,0,0,0.020326
0039,0005_20230322_084431,imptc_set_01.tar.gz,1679474689720035,vrus,000,person,2.388136,7.325074,1.770665,0.0,0.0,5.321472,vrus,002,person,4.377166,5.930291,1.602513,5.725691,1.98903,-1.394783,-0.168152,2.429334,,,,,,,,,,,5,crosswalk,1,0,0,0,0.020326
0039,0005_20230322_084431,imptc_set_01.tar.gz,1679474689720035,vrus,000,person,2.388136,7.325074,1.770665,0.0,0.0,5.321472,vrus,001,person,1.476376,5.043967,1.617339,4.798929,-0.91176,-2.281107,-0.153326,2.456574,,,,,,,,,,,5,crosswalk,1,0,0,0,0.020326
0040,0005_20230322_084431,imptc_set_01.tar.gz,1679474688880035,vrus,001,person,0.632074,4.317266,1.598904,0.0,0.0,4.781096,vrus,000,person,1.603823,6.392188,1.7636,4.970261,0.971749,2.074921,0.164695,2.2912,,,,,,,,,,,5,crosswalk,1,0,0,0,0.018375
0040,0005_20230322_084431,imptc_set_01.tar.gz,1679474688880035,vrus,001,person,0.632074,4.317266,1.598904,0.0,0.0,4.781096,vrus,006,person,2.288882,6.167358,1.546775,4.838899,1.656808,1.850092,-0.052129,2.483516,,,,,,,,,,,5,crosswalk,1,0,0,0,0.018375
0040,0005_20230322_084431,imptc_set_01.tar.gz,1679474688880035,vrus,001,person,0.632074,4.317266,1.598904,0.0,0.0,4.781096,vrus,002,person,3.600207,4.85719,1.59365,5.559569,2.968133,0.539924,-0.005254,3.016842,,,,,,,,,,,5,crosswalk,1,0,0,0,0.018375
0041,0005_20230322_084431,imptc_set_01.tar.gz,1679474687000035,vrus,002,person,1.697258,2.56427,1.590346,0.0,0.0,6.189319,vrus,006,person,0.737832,4.235918,1.509157,5.052809,-0.959425,1.671648,-0.081188,1.927408,,,,,,,,,,,5,crosswalk,1,0,0,0,0.051948
0041,0005_20230322_084431,imptc_set_01.tar.gz,1679474687000035,vrus,002,person,1.697258,2.56427,1.590346,0.0,0.0,6.189319,vrus,000,person,-0.318766,4.280204,1.750793,6.087042,-2.016024,1.715933,0.160447,2.64741,,,,,,,,,,,5,crosswalk,1,0,0,0,0.051948
0041,0005_20230322_084431,imptc_set_01.tar.gz,1679474687000035,vrus,002,person,1.697258,2.56427,1.590346,0.0,0.0,6.189319,vrus,001,person,-1.180314,2.355928,1.590118,5.338121,-2.877572,-0.208342,-0.000227,2.885104,,,,,,,,,,,5,crosswalk,1,0,0,0,0.051948
0044,0005_20230322_084431,imptc_set_01.tar.gz,1679474693320035,vrus,006,person,6.726579,10.35946,1.573775,0.0,0.0,4.989495,vrus,000,person,6.091673,10.958624,1.79346,5.357362,-0.634906,0.599165,0.219685,0.872985,,,,,,,,,,,5,crosswalk,1,0,0,0,0.031073
0044,0005_20230322_084431,imptc_set_01.tar.gz,1679474693320035,vrus,006,person,6.726579,10.35946,1.573775,0.0,0.0,4.989495,vrus,002,person,7.966199,10.108754,1.608145,5.54225,1.23962,-0.250706,0.034369,1.264718,,,,,,,,,,,5,crosswalk,1,0,0,0,0.031073
0044,0005_20230322_084431,imptc_set_01.tar.gz,1679474693320035,vrus,006,person,6.726579,10.35946,1.573775,0.0,0.0,4.989495,vrus,001,person,5.243264,8.425919,1.642465,5.846574,-1.483315,-1.93354,0.06869,2.436966,,,,,,,,,,,5,crosswalk,1,0,0,0,0.031073
0045,0006_20230322_113007,imptc_set_01.tar.gz,1679484644000035,vrus,000,person,10.91712,16.41692,1.729917,0.0,0.0,0.296799,vrus,001,person,10.556783,16.50463,1.775389,0.101703,-0.360336,0.08771,0.045473,0.370858,,,,,,,,,,,1,sidewalk,0,1,0,0,0.01534
0045,0006_20230322_113007,imptc_set_01.tar.gz,1679484644000035,vrus,000,person,10.91712,16.41692,1.729917,0.0,0.0,0.296799,vrus,004,person,12.528194,15.74553,1.804544,0.29,1.611074,-0.67139,0.074627,1.745372,,,,,,,,,,,1,sidewalk,0,1,0,0,0.01534
0046,0006_20230322_113007,imptc_set_01.tar.gz,1679484652680035,vrus,001,person,10.525095,16.509356,1.772937,0.0,0.0,0.138948,vrus,000,person,10.737221,16.555752,1.760708,0.534966,0.212126,0.046396,-0.01223,0.217141,,,,,,,,,,,1,sidewalk,0,1,0,0,0.023382
0046,0006_20230322_113007,imptc_set_01.tar.gz,1679484652680035,vrus,001,person,10.525095,16.509356,1.772937,0.0,0.0,0.138948,vrus,004,person,12.059828,15.103644,1.792596,0.688881,1.534733,-1.405712,0.019659,2.08121,,,,,,,,,,,1,sidewalk,0,1,0,0,0.023382
0047,0006_20230322_113007,imptc_set_01.tar.gz,1679484649080035,vrus,002,person,-3.144474,3.499617,1.771612,0.0,0.0,0.165109,vrus,003,person,-2.371762,2.623316,1.751184,0.031971,0.772712,-0.876301,-0.020429,1.168327,,,,,,,,,,,1,sidewalk,0,1,0,0,0.011505
0048,0006_20230322_113007,imptc_set_01.tar.gz,1679484655440035,vrus,003,person,-2.366154,2.692929,1.750754,0.0,0.0,0.118377,vrus,002,person,-3.140675,3.53837,1.770313,0.058515,-0.774521,0.84544,0.019559,1.146583,,,,,,,,,,,1,sidewalk,0,1,0,0,0.013759
0049,0006_20230322_113007,imptc_set_01.tar.gz,1679484656920035,vrus,004,person,11.595287,14.659653,1.809065,0.0,0.0,1.435973,vrus,000,person,10.936006,16.301056,1.761936,0.258377,-0.659281,1.641404,-0.047129,1.768858,,,,,,,,,,,1,sidewalk,0,1,0,0,0.024535
0049,0006_20230322_113007,imptc_set_01.tar.gz,1679484656920035,vrus,004,person,11.595287,14.659653,1.809065,0.0,0.0,1.435973,vrus,001,person,10.558325,16.492445,1.776788,0.05938,-1.036962,1.832792,-0.032277,2.105806,,,,,,,,,,,1,sidewalk,0,1,0,0,0.024535
0049,0006_20230322_113007,imptc_set_01.tar.gz,1679484656920035,vrus,004,person,11.595287,14.659653,1.809065,0.0,0.0,1.435973,vrus,005,person,13.431364,16.031827,1.665807,2.76968,1.836077,1.372174,-0.143258,2.292169,,,,,,,,,,,1,sidewalk,0,1,0,0,0.024535
0050,0006_20230322_113007,imptc_set_01.tar.gz,1679484665360035,vrus,005,person,7.458205,10.083968,1.591765,0.0,0.0,5.718863,vrus,000,person,6.383275,9.9577,1.720525,8.846249,-1.07493,-0.126268,0.128761,1.082321,,,,,,,,,,,5,crosswalk,1,0,0,0,0.062569
0050,0006_20230322_113007,imptc_set_01.tar.gz,1679484665360035,vrus,005,person,7.458205,10.083968,1.591765,0.0,0.0,5.718863,vrus,008,person,6.14922,9.782959,1.70142,5.277511,-1.308986,-0.301009,0.109655,1.343149,,,,,,,,,,,5,crosswalk,1,0,0,0,0.062569
0050,0006_20230322_113007,imptc_set_01.tar.gz,1679484665360035,vrus,005,person,7.458205,10.083968,1.591765,0.0,0.0,5.718863,vrus,011,person,6.148282,9.224199,1.155966,8.978524,-1.309923,-0.859769,-0.435799,1.566876,,,,,,,,,,,5,crosswalk,1,0,0,0,0.062569
0050,0006_20230322_113007,imptc_set_01.tar.gz,1679484665360035,vrus,005,person,7.458205,10.083968,1.591765,0.0,0.0,5.718863,vrus,001,person,5.621147,10.172911,1.759216,5.724803,-1.837058,0.088943,0.167451,1.83921,,,,,,,,,,,5,crosswalk,1,0,0,0,0.062569
0052,0006_20230322_113007,imptc_set_01.tar.gz,1679484670560035,vrus,007,person,6.797488,10.023417,1.814955,0.0,0.0,5.694635,vrus,003,person,9.371515,14.034029,1.752821,6.664732,2.574027,4.010612,-0.062134,4.765566,,,,,,,,,,,5,crosswalk,1,0,0,0,0.027835
0052,0006_20230322_113007,imptc_set_01.tar.gz,1679484670560035,vrus,007,person,6.797488,10.023417,1.814955,0.0,0.0,5.694635,vrus,002,person,8.95185,14.434616,1.821437,6.580036,2.154362,4.411199,0.006481,4.90917,,,,,,,,,,,5,crosswalk,1,0,0,0,0.027835
0053,0006_20230322_113007,imptc_set_01.tar.gz,1679484614680035,vrus,009,person,10.883547,16.064913,1.75005,0.0,0.0,0.598822,vrus,000,person,11.256107,15.674076,1.744047,0.978747,0.37256,-0.390837,-0.006002,0.539958,,,,,,,,,,,1,sidewalk,0,1,0,0,0.02816
0053,0006_20230322_113007,imptc_set_01.tar.gz,1679484614680035,vrus,009,person,10.883547,16.064913,1.75005,0.0,0.0,0.598822,vehicles,1014,truck,10.609992,12.090155,1.118296,31.079773,-0.273556,-3.974759,-0.631753,3.984161,,,,,,,,,,,1,sidewalk,0,1,0,0,0.02816
0055,0006_20230322_113007,imptc_set_01.tar.gz,1679484669720035,vrus,011,person,-1.397958,0.226709,1.117299,0.0,0.0,8.347825,vrus,000,person,-1.433812,-0.397101,1.704609,8.233392,-0.035854,-0.623811,0.58731,0.62484,,,,,,,,,,,1,sidewalk,0,1,0,0,0.028731
0055,0006_20230322_113007,imptc_set_01.tar.gz,1679484669720035,vrus,011,person,-1.397958,0.226709,1.117299,0.0,0.0,8.347825,vrus,004,person,-0.626054,-0.838681,1.803569,6.921712,0.771905,-1.06539,0.68627,1.315634,,,,,,,,,,,1,sidewalk,0,1,0,0,0.028731
