sample_id,scene_path,timestamp,target_id,target_class_name,target_x,target_y,target_velocity,radius,grid_size,cell_size,total_neighbors_within_radius,map_label_id,map_label_name,is_crosswalk,is_sidewalk,is_road,is_bikelane,nearest_map_dist,cell_0_count,cell_0_sum_velocity,cell_0_mean_velocity,cell_0_min_distance,cell_0_ped_count,cell_0_vehicle_count,cell_0_vru_count,cell_1_count,cell_1_sum_velocity,cell_1_mean_velocity,cell_1_min_distance,cell_1_ped_count,cell_1_vehicle_count,cell_1_vru_count,cell_2_count,cell_2_sum_velocity,cell_2_mean_velocity,cell_2_min_distance,cell_2_ped_count,cell_2_vehicle_count,cell_2_vru_count,cell_3_count,cell_3_sum_velocity,cell_3_mean_velocity,cell_3_min_distance,cell_3_ped_count,cell_3_vehicle_count,cell_3_vru_count,cell_4_count,cell_4_sum_velocity,cell_4_mean_velocity,cell_4_min_distance,cell_4_ped_count,cell_4_vehicle_count,cell_4_vru_count,cell_5_count,cell_5_sum_velocity,cell_5_mean_velocity,cell_5_min_distance,cell_5_ped_count,cell_5_vehicle_count,cell_5_vru_count,cell_6_count,cell_6_sum_velocity,cell_6_mean_velocity,cell_6_min_distance,cell_6_ped_count,cell_6_vehicle_count,cell_6_vru_count,cell_7_count,cell_7_sum_velocity,cell_7_mean_velocity,cell_7_min_distance,cell_7_ped_count,cell_7_vehicle_count,cell_7_vru_count,cell_8_count,cell_8_sum_velocity,cell_8_mean_velocity,cell_8_min_distance,cell_8_ped_count,cell_8_vehicle_count,cell_8_vru_count
0015,0001_20230322_083454,1679474105200035,011,person,4.166569,20.750358,5.309771,5.0,3,3.333333,0,1,sidewalk,0,1,0,0,0.022592,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0016,0001_20230322_083454,1679474109240035,012,person,-1.745328,28.264101,4.505658,5.0,3,3.333333,1,1,sidewalk,0,1,0,0,0.076543,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,5.58285,5.58285,4.239259,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0017,0001_20230322_083454,1679474128200035,013,person,-1.1426,0.48653,0.054433,5.0,3,3.333333,6,1,sidewalk,0,1,0,0,0.041503,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,2,10.220708,5.110354,4.916083,2,0,2,0,0.0,0.0,0.0,0,0,0,3,0.341045,0.113682,0.79994,2,0,3,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.047184,0.047184,2.665752,1,0,1,0,0.0,0.0,0.0,0,0,0
0019,0002_20230322_083625,1679474215760035,000,person,-2.00797,1.87974,0.04209,5.0,3,3.333333,1,1,sidewalk,0,1,0,0,0.035513,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,4.97147,4.97147,4.034089,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0020,0002_20230322_083625,1679474206080035,001,person,-1.869573,0.087663,4.494972,5.0,3,3.333333,1,1,sidewalk,0,1,0,0,0.019214,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.078808,0.078808,1.850334,1,0,1,0,0.0,0.0,0.0,0,0,0
0021,0002_20230322_083625,1679474226960035,003,person,-0.356291,1.15956,0.240999,5.0,3,3.333333,1,1,sidewalk,0,1,0,0,0.018211,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.065618,0.065618,1.908922,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0022,0002_20230322_083625,1679474232920035,004,person,-6.521233,-7.899992,4.627599,5.0,3,3.333333,1,1,sidewalk,0,1,0,0,0.058197,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,2.365471,2.365471,0.422377,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0023,0002_20230322_083625,1679474233920035,005,person,-6.350585,-6.805323,3.069624,5.0,3,3.333333,1,1,sidewalk,0,1,0,0,0.079465,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,4.269989,4.269989,0.811677,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0024,0002_20230322_083625,1679474191360035,006,person,9.759788,-9.667697,5.087537,5.0,3,3.333333,1,5,crosswalk,1,0,0,0,0.015058,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,4.579095,4.579095,2.780221,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0026,0003_20230322_083935,1679474406000035,000,person,-1.837949,1.956325,0.47736,5.0,3,3.333333,0,1,sidewalk,0,1,0,0,0.017436,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0027,0003_20230322_083935,1679474421440035,002,person,2.024535,5.694636,6.151868,5.0,3,3.333333,0,5,crosswalk,1,0,0,0,0.027981,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0028,0003_20230322_083935,1679474424840035,003,person,10.075792,-10.476671,0.102899,5.0,3,3.333333,1,1,sidewalk,0,1,0,0,0.022082,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.273908,0.273908,0.39298,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0029,0003_20230322_083935,1679474426400035,004,person,6.558072,8.160094,6.48071,5.0,3,3.333333,2,5,crosswalk,1,0,0,0,0.032336,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,2,13.330024,6.665012,3.712814,2,0,2,0,0.0,0.0,0.0,0,0,0
0030,0003_20230322_083935,1679474426080035,007,person,19.878568,15.682279,0.344217,5.0,3,3.333333,1,0,road,0,0,1,0,0.018233,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.143193,0.143193,2.176507,0,1,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0031,0004_20230322_084251,1679474596640035,000,person,-4.245382,1.991517,1.590695,5.0,3,3.333333,2,1,sidewalk,0,1,0,0,0.049785,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,5.291913,5.291913,4.12197,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,6.250866,6.250866,3.583051,1,0,1
0032,0004_20230322_084251,1679474595240035,001,person,9.541059,16.577176,0.203564,5.0,3,3.333333,0,1,sidewalk,0,1,0,0,0.019867,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0033,0004_20230322_084251,1679474594480035,002,person,-0.876967,1.055991,3.189464,5.0,3,3.333333,4,1,sidewalk,0,1,0,0,0.001858,0,0.0,0.0,0.0,0,0,0,1,2.108504,2.108504,2.771176,1,0,1,0,0.0,0.0,0.0,0,0,0,2,0.560339,0.28017,2.763072,2,0,2,1,4.157682,4.157682,1.136747,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0034,0004_20230322_084251,1679474593880035,003,person,-1.418575,-1.898329,0.685244,5.0,3,3.333333,3,1,sidewalk,0,1,0,0,0.007843,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.162462,0.162462,4.861626,1,0,1,2,2.762921,1.38146,2.734697,2,0,2,0,0.0,0.0,0.0,0,0,0
0035,0004_20230322_084251,1679474593040035,004,person,-3.156431,2.663859,0.121067,5.0,3,3.333333,4,1,sidewalk,0,1,0,0,0.032633,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,2,0.361762,0.180881,2.768764,2,0,2,0,0.0,0.0,0.0,0,0,0,2,0.306126,0.153063,1.397987,2,0,2,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0036,0004_20230322_084251,1679474590840035,005,person,-1.621847,1.408489,0.013738,5.0,3,3.333333,4,1,sidewalk,0,1,0,0,0.036487,0,0.0,0.0,0.0,0,0,0,1,0.157499,0.157499,3.29098,1,0,1,0,0.0,0.0,0.0,0,0,0,1,0.249306,0.249306,2.990012,1,0,1,2,0.25399,0.126995,0.792991,2,0,2,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0037,0004_20230322_084251,1679474617280035,006,person,33.442685,3.013684,5.945395,5.0,3,3.333333,1,1,sidewalk,0,1,0,0,0.053097,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.27126,0.27126,4.382251,0,1,0,0,0.0,0.0,0.0,0,0,0
0039,0005_20230322_084431,1679474689720035,000,person,2.388136,7.325074,5.321472,5.0,3,3.333333,3,5,crosswalk,1,0,0,0,0.020326,0,0.0,0.0,0.0,0,0,0,1,4.798929,4.798929,2.456574,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,4.973112,4.973112,0.696487,1,0,1,1,5.725691,5.725691,2.429334,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0040,0005_20230322_084431,1679474688880035,001,person,0.632074,4.317266,4.781096,5.0,3,3.333333,3,5,crosswalk,1,0,0,0,0.018375,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,5.559569,5.559569,3.016842,1,0,1,0,0.0,0.0,0.0,0,0,0,2,9.80916,4.90458,2.2912,2,0,2,0,0.0,0.0,0.0,0,0,0
0041,0005_20230322_084431,1679474687000035,002,person,1.697258,2.56427,6.189319,5.0,3,3.333333,3,5,crosswalk,1,0,0,0,0.051948,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,5.338121,5.338121,2.885104,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,6.087042,6.087042,2.64741,1,0,1,1,5.052809,5.052809,1.927408,1,0,1,0,0.0,0.0,0.0,0,0,0
0042,0005_20230322_084431,1679474694680035,004,person,26.092328,8.980411,0.116627,5.0,3,3.333333,0,1,sidewalk,0,1,0,0,0.020176,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0043,0005_20230322_084431,1679474683160035,005,person,4.343047,21.908143,5.652858,5.0,3,3.333333,0,1,sidewalk,0,1,0,0,0.031083,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0044,0005_20230322_084431,1679474693320035,006,person,6.726579,10.35946,4.989495,5.0,3,3.333333,3,5,crosswalk,1,0,0,0,0.031073,0,0.0,0.0,0.0,0,0,0,1,5.846574,5.846574,2.436966,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,2,10.899612,5.449806,0.872985,2,0,2,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0045,0006_20230322_113007,1679484644000035,000,person,10.91712,16.41692,0.296799,5.0,3,3.333333,2,1,sidewalk,0,1,0,0,0.01534,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,2,0.391703,0.195852,0.370858,2,0,2,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0046,0006_20230322_113007,1679484652680035,001,person,10.525095,16.509356,0.138948,5.0,3,3.333333,2,1,sidewalk,0,1,0,0,0.023382,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,2,1.223847,0.611923,0.217141,2,0,2,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0047,0006_20230322_113007,1679484649080035,002,person,-3.144474,3.499617,0.165109,5.0,3,3.333333,1,1,sidewalk,0,1,0,0,0.011505,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.031971,0.031971,1.168327,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0048,0006_20230322_113007,1679484655440035,003,person,-2.366154,2.692929,0.118377,5.0,3,3.333333,1,1,sidewalk,0,1,0,0,0.013759,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.058515,0.058515,1.146583,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0049,0006_20230322_113007,1679484656920035,004,person,11.595287,14.659653,1.435973,5.0,3,3.333333,3,1,sidewalk,0,1,0,0,0.024535,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.258377,0.258377,1.768858,1,0,1,1,2.76968,2.76968,2.292169,1,0,1,0,0.0,0.0,0.0,0,0,0,1,0.05938,0.05938,2.105806,1,0,1,0,0.0,0.0,0.0,0,0,0
0050,0006_20230322_113007,1679484665360035,005,person,7.458205,10.083968,5.718863,5.0,3,3.333333,4,5,crosswalk,1,0,0,0,0.062569,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,5.724803,5.724803,1.83921,1,0,1,3,23.102284,7.700761,1.082321,3,0,3,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0051,0006_20230322_113007,1679484620200035,006,person,4.687101,-5.990006,5.241323,5.0,3,3.333333,0,5,crosswalk,1,0,0,0,0.033201,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
0052,0006_20230322_113007,1679484670560035,007,person,6.797488,10.023417,5.694635,5.0,3,3.333333,2,5,crosswalk,1,0,0,0,0.027835,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,2,13.244768,6.622384,4.765566,2,0,2
