sample_id,src_info,archive,scene_path,target_type,target_id,other_type,other_id,target_class_name,other_class_name,ts,ax,ay,az,bx,by,bz,avx,avy,bvx,bvy,theta_a,theta_b,rel_x_local,rel_y_local,rel_vx_local,rel_vy_local,dist_xy,theta_local,heading_diff,closing_speed,interaction_zone,motion_relation,direction_relation,label_a,label_b,nearest_signal_ts,f1,f2,f3,f1_state,f2_state,f3_state
2191,20231122_110923/001,imptc_set_05.tar.gz,0247_20231122_110923,vrus,001,vehicles,1026,person,car,1700651365640023,25.175370311952705,9.361198492026496,1.626992005464237,24.81385770315528,9.86420784763159,2.12480093561444,-1.633606730495931,1.3032713908480327,-0.9189874286060893,1.7136589908740587,2.468202118344007,2.063038792762942,0.5962953805730296,-0.16775457446233416,-0.30269214421559326,-0.7664699568272801,0.6194431193788281,-0.27423971278980924,-0.4051633255810647,0.08380928653762348,front,stable,same_direction,crosswalk,crosswalk,1700651365480017,4,10,4,green,red,green
2436,20231122_122447/020,imptc_set_05.tar.gz,0269_20231122_122447,vrus,020,vehicles,1094,person,car,1700656006680002,2.0758474727231238,6.721791018266104,1.7502801231929943,2.181701353370302,6.0899196209215205,1.111939077011282,0.8861676583011973,1.0205721702693868,0.48997631878515246,0.9541042317125408,0.8557709352733701,1.0963708139545671,-0.40770962516685993,-0.4942057955716038,-0.3099459232561118,0.2555759946091005,0.6406766008137517,-2.2605841435095115,0.24059987868119703,-9.489725061601062e-05,right_side,stable,same_direction,crosswalk,crosswalk,1700656006480017,10,4,10,red,green,red
1955,20231116_110657/002,imptc_set_05.tar.gz,0220_20231116_110657,vrus,002,vehicles,1013,person,car,1700132824920026,0.24122342747396947,2.6251833697453084,1.7860484626265969,-0.3772533740038578,2.9559169583611067,0.9419744203347694,0.8658501759383523,1.0613742595015665,0.8312468827631685,1.1135780957542485,0.8865059320841993,0.9295615693346887,-0.13467880109341512,0.6883021728434163,0.01857752317936523,0.05981223997297466,0.7013545897796121,1.7640231812871483,0.04305563725048944,-0.0551317361437652,left_side,stable,same_direction,crosswalk,crosswalk,1700132825239993,10,4,10,red,green,red
2142,20231122_102026/009,imptc_set_05.tar.gz,0239_20231122_102026,vrus,009,vehicles,1015,person,car,1700648487359990,9.120265576344504,14.576719376043348,2.3317800946132783,8.643885138633621,13.804021389539928,0.7313711611873371,0.04760505965545087,0.18783613562011364,-7.681480314646284,6.061179587192332,1.322583299467948,2.473555666966709,-0.8660504988036982,0.27195042434590566,3.794521985173789,8.935128814259144,0.9077447327195309,2.8373307143046196,1.150972367498761,0.9433660747253718,rear,approaching,crossing_direction,crosswalk,crosswalk,1700648487440008,4,10,4,green,red,green
1956,20231116_110657/005,imptc_set_05.tar.gz,0220_20231116_110657,vrus,005,vehicles,1013,person,car,1700132830280002,4.641371029489479,7.580177776653883,1.671234999176606,4.692674423149009,8.591899156562862,0.8365262020364062,1.2813677147983202,1.0702724018153753,0.9073829618493022,1.0750241129942035,0.6958729633437553,0.869761889909921,0.6879448014260433,0.7436021375418405,-0.283985083238886,0.24339196103254526,1.0130213170343023,0.8242577469297335,0.17388892656616572,0.014194448794551742,left_side,stable,same_direction,crosswalk,crosswalk,1700132830280002,10,4,10,red,green,red
2243,20231122_113201/011,imptc_set_05.tar.gz,0254_20231122_113201,vrus,011,vehicles,1090,person,car,1700652771640023,4.222971136977332,8.015964911418427,1.3219392420519112,4.955537316193032,7.271078165084555,0.8564965873855755,0.503070722338267,-0.5283959902603131,-1.1209647644933485,-1.099155677936722,-0.8099459073779729,-2.3660175541413118,1.0446160668383349,0.016933537662275122,-0.7064609156851743,-1.569767772052331,1.0447533066683983,0.016208878270032544,-1.5560716467633389,0.7318111748746051,front,approaching,crossing_direction,crosswalk,crosswalk,1700652771480017,10,4,10,red,green,red
1439,20231023_105026/001,imptc_set_04.tar.gz,0184_20231023_105026,vrus,001,vehicles,1037,person,car,1698058244920026,8.058413352786813,9.989966723173767,1.7143712376177038,7.273627939748601,10.685797798952251,0.9320002533567548,-0.9793122231637758,-1.1672627912387046,-0.7941470042734227,-0.9615369162463228,-2.2688588701155026,-2.2611400987678554,-0.028659697419521457,-1.0484501191188929,-0.2766164067516755,0.009625873668665741,1.0488417566709476,-1.5981248202949545,0.007718771347647202,0.0020637106236387204,right_side,stable,same_direction,crosswalk,crosswalk,1698058244600014,10,4,10,red,green,red
2142,20231122_102026/009,imptc_set_05.tar.gz,0239_20231122_102026,vrus,009,vehicles,1019,person,car,1700648486160005,9.089815388288013,14.647691289194684,2.366542549896341,8.466585015329324,13.76587801549054,0.9450863894378723,0.002975484620740683,-0.6224287584279904,-6.263773772562687,5.054419820688561,-1.566015921142229,2.4626410542979706,0.8788239153516623,-0.6274386609582026,-5.706741204251656,-6.239540116893474,1.079819775452852,-0.62002890694485,-2.2545283317393867,1.0189588837813566,front,approaching,crossing_direction,crosswalk,crosswalk,1700648486480017,4,10,4,green,red,green
1460,20231023_105352/006,imptc_set_04.tar.gz,0186_20231023_105352,vrus,006,vehicles,1072,person,car,1698058553399999,22.067111550896435,11.277484167693274,1.706088382056147,23.100026410840172,10.9375245223676,0.749833242958279,1.660942971021504,1.0133115332690634,0.3974710037885022,0.5350331991558036,0.5477998281858867,0.9318609396639261,0.7047164959048953,-0.8281668483717968,-1.327683487557693,0.24973612820820995,1.087421568823494,-0.8657594599947537,0.38406111147803945,1.0506170467827611,right_side,approaching,same_direction,crosswalk,crosswalk,1698058553600014,10,10,4,red,red,green
1393,20231023_102627/004,imptc_set_04.tar.gz,0180_20231023_102627,vrus,004,vehicles,1054,person,car,1698056864039978,8.777265381753967,-9.701436453050125,1.6039000397314012,9.965608835893347,-9.404146006075015,0.8759100521172298,1.0603126026863934,-0.6229628612359829,0.2245541230218083,4.432318671747704,-0.5311980967483626,1.520176704935915,0.8739932034129705,0.8582992806978853,-3.2814289140185053,3.935300229499713,1.2249660300835175,0.7763387848507941,2.0513748016842777,-0.41610850869072324,front,receding,crossing_direction,crosswalk,crosswalk,1698056863600014,4,10,4,green,red,green
0030,20230322_083935/007,imptc_set_01.tar.gz,0003_20230322_083935,vrus,007,vehicles,1035,person,car,1679474430720035,18.974345977566603,15.11302354733311,1.6253719193375569,18.28990298109934,14.053289825324995,0.6881504660694672,-1.0499565980084835,-0.48738905170038205,-0.5713605452728476,-0.6394294524071364,-2.706993582632698,-2.300035014417795,1.0670139078884757,0.6730372183964455,-0.3700891285326771,0.339417887099554,1.261545788695068,0.5627356649788373,0.40695856821490306,0.13194081276065564,front,stable,same_direction,crosswalk,crosswalk,1679474431160035,10,10,10,red,red,red
2243,20231122_113201/011,imptc_set_05.tar.gz,0254_20231122_113201,vrus,011,vehicles,1099,person,car,1700652771039978,4.183433142566647,8.4405348233411,1.6902726177764562,3.0223161188565424,9.243594254055441,0.7069592982249,-0.3498246140768791,-0.8795335158660103,0.8723868535742997,0.946009138984626,-1.9493518836799517,0.8258635499880241,-0.3170782768091896,-1.375702932461936,-2.1479965133198484,0.46099656734398076,1.411770941763803,-1.7973248749850521,2.775215433667976,-0.033212684932460323,right_side,stable,opposite_direction,crosswalk,crosswalk,1700652771480017,10,4,10,red,green,red
2327,20231122_120401/012,imptc_set_05.tar.gz,0264_20231122_120401,vrus,012,vehicles,1116,person,car,1700654761039978,22.487180154723312,12.01752533780973,1.7127473116480965,21.469868222352083,10.880645980025651,0.8866501299488342,1.25718362019386,-1.1321547121998838,-1.1108538596030733,0.8952476480089835,-0.7331180089872048,2.4632587473141223,0.004832299665101347,-1.5255801816949406,-3.1163855521006,-0.07812122990668469,1.5255878348690453,-1.5676288213683678,-3.086808550878259,-0.06824968636726658,right_side,stable,opposite_direction,crosswalk,crosswalk,1700654761480017,10,10,4,red,red,green
2156,20231122_103034/001,imptc_set_05.tar.gz,0241_20231122_103034,vrus,001,vehicles,1046,person,car,1700649077440008,1.1367876519411797,3.4397360697478194,1.7210235687567315,-0.3260070007670965,4.152999456776624,0.8013075441899291,1.1720912632144818,1.3318253444631643,1.151645715179231,1.305688357608486,0.8491055256396373,0.8480031387755654,-0.4309629043103934,1.5693259159193411,-0.0331282197051795,-0.0019192643040325218,1.6274252226347388,1.8388060333596492,-0.0011023868640718248,-0.006922027759113925,left_side,stable,same_direction,crosswalk,crosswalk,1700649077440008,10,4,10,red,green,red
2323,20231122_120401/007,imptc_set_05.tar.gz,0264_20231122_120401,vrus,007,vehicles,1116,person,car,1700654763399999,20.204569994240984,11.5658062226574,1.732124124077736,18.696503741117102,12.279713257141351,0.8859210033564847,-1.015876069799556,1.0351606851252015,-1.3199180711213767,0.36875104965954053,2.3467923929230947,2.8691643527815427,1.565823214008918,0.5763026463305158,-0.2626730317494179,0.6837735145505583,1.6685104367958787,0.35266443560685284,0.522371959858448,0.010331997032179685,front,stable,same_direction,crosswalk,crosswalk,1700654763480017,10,10,4,red,red,green
2319,20231122_120401/002,imptc_set_05.tar.gz,0264_20231122_120401,vrus,002,vehicles,1116,person,car,1700654685760020,20.281378986341146,10.4245980131895,1.6670388555609437,21.3168971862881,12.0859376952108,0.9522874368146823,-1.239340644548732,0.8049902080030247,1.3310820236618344,-0.8673865163014248,2.5655471822986926,-0.5775273759783439,0.036541733403758214,-1.9572971627220688,-3.0665797002746684,0.0023543808811867795,1.957638240707412,-1.5521290086941384,3.1401107489025497,0.05959546481139877,right_side,stable,opposite_direction,crosswalk,crosswalk,1700654685480017,10,10,4,red,red,green
