sample_id,scene_path,archive,timestamp,target_id,target_class_name,nearest_type,nearest_class,nearest_dist,n_neighbors_found,displacement,avg_speed_est,light_status,matched_signal_ts,signal_count,signal_states_json,f1_state,f2_state,f3_state,n_ped_red,n_ped_green,n_ped_off,n_ped_yellow,n_ped_redyellow,n_ped_yellow_blinking,status,target_velocity,neighbor_count_within_radius,nbr_1_dx,nbr_1_dy,nbr_1_distance,nbr_1_velocity,nbr_1_type,nbr_1_class,nbr_1_type_enc,nbr_1_class_enc,nbr_2_dx,nbr_2_dy,nbr_2_distance,nbr_2_velocity,nbr_2_type,nbr_2_class,nbr_2_type_enc,nbr_2_class_enc,nbr_3_dx,nbr_3_dy,nbr_3_distance,nbr_3_velocity,nbr_3_type,nbr_3_class,nbr_3_type_enc,nbr_3_class_enc,nbr_4_dx,nbr_4_dy,nbr_4_distance,nbr_4_velocity,nbr_4_type,nbr_4_class,nbr_4_type_enc,nbr_4_class_enc,nbr_5_dx,nbr_5_dy,nbr_5_distance,nbr_5_velocity,nbr_5_type,nbr_5_class,nbr_5_type_enc,nbr_5_class_enc,target_velocity_grid,cell_0_count,cell_0_mean_velocity,cell_0_min_distance,cell_1_count,cell_1_mean_velocity,cell_1_min_distance,cell_2_count,cell_2_mean_velocity,cell_2_min_distance,cell_3_count,cell_3_mean_velocity,cell_3_min_distance,cell_4_count,cell_4_mean_velocity,cell_4_min_distance,cell_5_count,cell_5_mean_velocity,cell_5_min_distance,cell_6_count,cell_6_mean_velocity,cell_6_min_distance,cell_7_count,cell_7_mean_velocity,cell_7_min_distance,cell_8_count,cell_8_mean_velocity,cell_8_min_distance
11,0001_20230322_083454,imptc_set_01.tar.gz,1679474151920035,7,person,vrus,person,4.275329,15,8.961718,1.792344,ok,1679474152160035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",1,2,1,2,1,0,0,0,0,ok,6.478549678839623,3,1.199578,4.10359,4.275329,6.001061,vrus,person,1,1,2.495014,4.196143,4.881876,5.929084,vrus,person,1,1,-4.398814,-2.264817,4.947621,6.087727,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,6.47855,1,6.087727,4.947621,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,6.001061,4.275329,1,5.929084,4.881876
13,0001_20230322_083454,imptc_set_01.tar.gz,1679474158480035,9,person,vrus,person,1.278461,15,0.333905,0.066781,ok,1679474158200035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",1,1,1,3,0,0,0,0,0,ok,1.8440456387049493,2,-1.083096,-0.67924,1.278461,1.129996,vrus,person,1,1,-0.196045,3.73504,3.740182,2.821161,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,1.844046,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1.129996,1.278461,0,0.0,0.0,0,0.0,0.0,1,2.821161,3.740182,0,0.0,0.0
14,0001_20230322_083454,imptc_set_01.tar.gz,1679474108120035,10,person,vrus,scooter,6.154863,14,6.468309,1.293662,ok,1679474108200035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",2,1,2,1,2,0,0,0,0,ok,5.1125121351463445,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,5.112512,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
15,0001_20230322_083454,imptc_set_01.tar.gz,1679474105200035,11,person,vehicles,car,10.528572,14,6.929458,1.385892,ok,1679474105160035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",2,1,2,1,2,0,0,0,0,ok,5.309771227602821,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,5.309771,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
16,0001_20230322_083454,imptc_set_01.tar.gz,1679474109240035,12,person,vrus,person,4.239259,13,7.238389,1.447678,ok,1679474109160035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",2,1,2,1,2,0,0,0,0,ok,4.505657806152469,1,1.735897,-3.867554,4.239259,5.58285,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,4.505658,0,0.0,0.0,0,0.0,0.0,1,5.58285,4.239259,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
17,0001_20230322_083454,imptc_set_01.tar.gz,1679474128200035,13,person,vrus,person,0.79994,12,0.064609,0.012922,ok,1679474128160035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}",2,1,1,2,1,0,0,0,0,ok,0.0544331643674577,5,-0.615528,0.51091,0.79994,0.034982,vrus,person,1,1,1.063919,0.076617,1.066674,0.118794,vrus,person,1,1,-1.026854,-0.920181,1.378826,0.187269,vrus,scooter,1,4,-1.468634,2.224712,2.665752,0.047184,vrus,person,1,1,3.143057,-3.780088,4.916083,5.058775,vrus,person,1,1,0.054433,0,0.0,0.0,0,0.0,0.0,2,5.110354,4.916083,0,0.0,0.0,3,0.113682,0.79994,0,0.0,0.0,0,0.0,0.0,1,0.047184,2.665752,0,0.0,0.0
19,0002_20230322_083625,imptc_set_01.tar.gz,1679474215760035,0,person,vrus,person,4.034089,6,0.091332,0.018266,ok,1679474216200035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}",2,1,1,2,1,0,0,0,0,ok,0.0420902875690806,1,-3.679452,1.653937,4.034089,4.97147,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.04209,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,4.97147,4.034089,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
20,0002_20230322_083625,imptc_set_01.tar.gz,1679474206080035,1,person,vrus,person,1.850334,8,6.26553,1.253106,ok,1679474206160035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",2,1,1,2,1,0,0,0,0,ok,4.494971666655432,1,-0.154942,1.843835,1.850334,0.078808,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,4.494972,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.078808,1.850334,0,0.0,0.0
21,0002_20230322_083625,imptc_set_01.tar.gz,1679474226960035,3,person,vrus,person,1.908922,12,0.086305,0.017261,ok,1679474227160035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 20, ""k5"": 20, ""k6"": 10}",1,1,1,3,0,0,0,0,0,ok,0.2409985300160618,1,-1.697969,0.872287,1.908922,0.065618,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.240999,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.065618,1.908922,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
22,0002_20230322_083625,imptc_set_01.tar.gz,1679474232920035,4,person,vrus,person,0.422377,12,6.945299,1.38906,ok,1679474233160035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",1,2,1,2,1,0,0,0,0,ok,4.627598589981232,1,-0.013446,0.422163,0.422377,2.365471,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,4.627599,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,2.365471,0.422377,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
23,0002_20230322_083625,imptc_set_01.tar.gz,1679474233920035,5,person,vrus,person,0.811677,13,7.335553,1.467111,ok,1679474234200035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",1,2,1,2,1,0,0,0,0,ok,3.06962360496201,1,0.774473,-0.242924,0.811677,4.269989,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,3.069624,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,4.269989,0.811677,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
24,0002_20230322_083625,imptc_set_01.tar.gz,1679474191360035,6,person,vrus,bicycle,2.780221,15,6.462759,1.292552,ok,1679474191160035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",2,1,2,1,2,0,0,0,0,ok,5.087536985045109,1,2.043331,-1.88532,2.780221,4.579095,vrus,bicycle,1,5,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,5.087537,0,0.0,0.0,0,0.0,0.0,1,4.579095,2.780221,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
26,0003_20230322_083935,imptc_set_01.tar.gz,1679474406000035,0,person,vehicles,car,8.030715,12,0.060784,0.012157,ok,1679474406200035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}",1,1,1,3,0,0,0,0,0,ok,0.4773595442293787,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.47736,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
27,0003_20230322_083935,imptc_set_01.tar.gz,1679474421440035,2,person,vrus,person,5.680807,15,8.486702,1.69734,ok,1679474421160035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",1,2,1,2,1,0,0,0,0,ok,6.151867525190298,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,6.151868,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
28,0003_20230322_083935,imptc_set_01.tar.gz,1679474424840035,3,person,vrus,person,0.39298,15,0.038352,0.00767,ok,1679474425160035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",1,2,1,2,1,0,0,0,0,ok,0.1028991856595806,1,-0.257216,-0.297108,0.39298,0.273908,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.102899,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.273908,0.39298,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
29,0003_20230322_083935,imptc_set_01.tar.gz,1679474426400035,4,person,vrus,person,3.712814,15,8.980081,1.796016,ok,1679474426160035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",1,1,1,3,0,0,0,0,0,ok,6.480710042596486,2,-1.488935,3.401185,3.712814,7.301136,vrus,person,1,1,1.15741,3.74078,3.915742,6.028888,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,6.48071,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,6.665012,3.712814,0,0.0,0.0
30,0003_20230322_083935,imptc_set_01.tar.gz,1679474426080035,7,person,vehicles,car,2.176507,15,1.547494,0.309499,ok,1679474426160035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",1,1,1,3,0,0,0,0,0,ok,0.3442166961408864,1,-1.423278,-1.646652,2.176507,0.143193,vehicles,car,2,2,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.344217,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.143193,2.176507,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
31,0004_20230322_084251,imptc_set_01.tar.gz,1679474596640035,0,person,vrus,person,3.583051,11,5.418962,1.083792,ok,1679474596160035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",1,2,1,2,1,0,0,0,0,ok,1.5906948129064469,2,2.753261,2.292991,3.583051,6.250866,vrus,person,1,1,3.873227,-1.41023,4.12197,5.291913,vrus,person,1,1,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,1.590695,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,5.291913,4.12197,0,0.0,0.0,0,0.0,0.0,1,6.250866,3.583051
