sample_id,scene_path,timestamp,target_id,target_class_name,target_x,target_y,nearest_map_dist,map_label_id,map_label_name,is_crosswalk,is_sidewalk,is_road,is_bikelane
0074,0008_20230322_114623,1679485725440035,011,person,15.398699,-13.967291,0.032933,1,sidewalk,0,1,0,0
0075,0008_20230322_114623,1679485673920035,012,person,6.869677,10.591919,0.037983,5,crosswalk,1,0,0,0
0076,0009_20230322_115403,1679486104720035,000,person,11.331165,16.095831,0.023324,1,sidewalk,0,1,0,0
0077,0009_20230322_115403,1679486093720035,001,person,-3.352962,2.385641,0.063033,1,sidewalk,0,1,0,0
0079,0009_20230322_115403,1679486082200035,003,person,19.594509,-18.175966,0.110886,1,sidewalk,0,1,0,0
0080,0009_20230322_115403,1679486064760035,004,person,20.767773,24.631647,0.049732,1,sidewalk,0,1,0,0
0082,0010_20230322_115554,1679486192800035,000,person,9.067973,16.024669,0.030701,1,sidewalk,0,1,0,0
0083,0010_20230322_115554,1679486177000035,001,person,1.641757,-3.893921,0.040423,5,crosswalk,1,0,0,0
0085,0010_20230322_115554,1679486214680035,004,person,-2.505423,0.146873,0.080705,1,sidewalk,0,1,0,0
0086,0010_20230322_115554,1679486216120035,005,person,-1.982138,-2.352741,0.047963,1,sidewalk,0,1,0,0
0087,0010_20230322_115554,1679486216280035,006,person,-1.330204,-1.475029,0.021717,1,sidewalk,0,1,0,0
0089,0011_20230322_115737,1679486288280035,000,person,10.481148,15.49696,0.032295,1,sidewalk,0,1,0,0
0090,0011_20230322_115737,1679486288000035,001,person,-1.246821,1.952882,0.024521,1,sidewalk,0,1,0,0
0091,0011_20230322_115737,1679486277800035,002,person,-3.684397,-3.60183,0.042777,1,sidewalk,0,1,0,0
0092,0011_20230322_115737,1679486308280035,003,person,9.871012,-11.115963,0.033257,1,sidewalk,0,1,0,0
0093,0011_20230322_115737,1679486274720035,004,person,1.723488,-5.693597,0.045881,5,crosswalk,1,0,0,0
0094,0011_20230322_115737,1679486272680035,005,person,25.193313,10.364862,0.016084,5,crosswalk,1,0,0,0
0096,0011_20230322_115737,1679486273760035,007,person,-1.658623,-0.603752,0.037749,1,sidewalk,0,1,0,0
0099,0011_20230322_115737,1679486268560035,010,person,19.803794,13.910235,0.028479,5,crosswalk,1,0,0,0
0100,0012_20230322_120632,1679486825600035,000,person,-2.046469,0.574564,0.034534,1,sidewalk,0,1,0,0
0101,0012_20230322_120632,1679486825680035,001,person,12.060285,15.264663,0.025764,1,sidewalk,0,1,0,0
0102,0012_20230322_120632,1679486829440035,002,person,13.397944,15.89855,0.010628,1,sidewalk,0,1,0,0
0104,0012_20230322_120632,1679486836960035,004,person,9.331831,10.022587,0.042902,0,road,0,0,1,0
0105,0012_20230322_120632,1679486808240035,005,person,7.274346,-8.424963,0.03039,5,crosswalk,1,0,0,0
0106,0012_20230322_120632,1679486845520035,006,person,15.715002,18.187448,0.044099,1,sidewalk,0,1,0,0
0107,0012_20230322_120632,1679486805040035,007,person,30.77074,7.957554,0.02145,1,sidewalk,0,1,0,0
0109,0012_20230322_120632,1679486849560035,009,person,14.365671,15.646534,0.018267,1,sidewalk,0,1,0,0
0110,0012_20230322_120632,1679486820880035,010,person,32.297687,3.058688,0.034465,1,sidewalk,0,1,0,0
0111,0012_20230322_120632,1679486799520035,011,person,30.811073,15.224415,0.039077,2,ground,0,0,0,0
0112,0013_20230323_082718,1679560076199984,000,person,4.081567,-6.991493,0.03776,5,crosswalk,1,0,0,0
0113,0013_20230323_082718,1679560076199984,001,person,-2.974364,2.594502,0.004422,1,sidewalk,0,1,0,0
0114,0013_20230323_082718,1679560068079987,002,person,2.939412,23.086592,0.032053,1,sidewalk,0,1,0,0
0115,0013_20230323_082718,1679560046920026,003,person,3.16249,22.965825,0.015133,1,sidewalk,0,1,0,0
0116,0013_20230323_082718,1679560044840008,004,person,-12.563499,9.13498,0.019353,1,sidewalk,0,1,0,0
0118,0014_20230323_082848,1679560169560005,000,person,26.063973,7.274326,0.025063,1,sidewalk,0,1,0,0
0119,0014_20230323_082848,1679560169560005,001,person,-2.724251,1.9286,0.004434,1,sidewalk,0,1,0,0
0120,0014_20230323_082848,1679560170320011,002,person,10.446483,16.042848,0.013223,1,sidewalk,0,1,0,0
0121,0014_20230323_082848,1679560185359990,003,person,8.916239,-8.717638,0.034517,5,crosswalk,1,0,0,0
0122,0015_20230323_083456,1679560532920026,000,person,-0.59488,-1.092229,0.019562,1,sidewalk,0,1,0,0
0123,0015_20230323_083456,1679560532920026,001,person,-3.58558,1.384417,0.02848,1,sidewalk,0,1,0,0
0124,0015_20230323_083456,1679560532920026,002,person,11.290058,15.574571,0.024003,1,sidewalk,0,1,0,0
0125,0015_20230323_083456,1679560533119996,003,person,-0.635858,-3.221678,0.016559,1,sidewalk,0,1,0,0
0126,0015_20230323_083456,1679560530320011,004,person,-1.535913,0.313777,0.035017,1,sidewalk,0,1,0,0
0127,0015_20230323_083456,1679560544840008,005,person,-2.464315,-2.723883,0.068377,1,sidewalk,0,1,0,0
0128,0015_20230323_083456,1679560550600014,006,person,-0.067086,-3.39412,0.034281,1,sidewalk,0,1,0,0
0129,0015_20230323_083456,1679560515960035,007,person,2.50161,23.456056,0.015729,1,sidewalk,0,1,0,0
0130,0015_20230323_083456,1679560518760020,009,person,-2.420007,-0.338343,0.018773,1,sidewalk,0,1,0,0
0131,0015_20230323_083456,1679560556199984,010,person,7.995468,11.727356,0.014666,5,crosswalk,1,0,0,0
0132,0015_20230323_083456,1679560508640023,011,person,-3.804451,1.417545,0.02216,1,sidewalk,0,1,0,0
0133,0015_20230323_083456,1679560548000000,012,person,-4.128882,-4.468204,0.040773,1,sidewalk,0,1,0,0
0134,0015_20230323_083456,1679560558359990,013,person,8.103986,11.563526,0.002982,5,crosswalk,1,0,0,0
0135,0015_20230323_083456,1679560537039978,014,person,35.513095,12.215653,0.015395,2,ground,0,0,0,0
0136,0016_20230323_083733,1679560700640023,000,person,-1.077992,-0.040396,0.063393,1,sidewalk,0,1,0,0
0137,0016_20230323_083733,1679560699239993,001,person,-3.145072,2.290598,0.018584,1,sidewalk,0,1,0,0
0138,0016_20230323_083733,1679560698480017,002,person,-2.534166,1.283586,0.057359,1,sidewalk,0,1,0,0
0139,0016_20230323_083733,1679560737039978,003,person,25.229224,7.17047,0.020451,1,sidewalk,0,1,0,0
0140,0016_20230323_083733,1679560706239993,004,person,-0.754354,-1.681376,0.058596,1,sidewalk,0,1,0,0
0141,0016_20230323_083733,1679560726840008,005,person,-1.529894,-2.738764,0.033336,1,sidewalk,0,1,0,0
0142,0016_20230323_083733,1679560727960035,007,person,0.384472,-1.293642,0.010836,1,sidewalk,0,1,0,0
0143,0016_20230323_083733,1679560699079987,008,person,-2.197043,0.024327,0.036538,1,sidewalk,0,1,0,0
0144,0016_20230323_083733,1679560663160005,009,person,18.392532,21.214161,0.016946,1,sidewalk,0,1,0,0
0145,0016_20230323_083733,1679560719000000,010,person,-3.991194,-4.269577,0.068872,1,sidewalk,0,1,0,0
0146,0016_20230323_083733,1679560689079987,011,person,14.048438,-12.577179,0.019038,1,sidewalk,0,1,0,0
0147,0016_20230323_083733,1679560705720011,012,person,-2.221769,-3.431446,0.026458,1,sidewalk,0,1,0,0
0148,0016_20230323_083733,1679560766920026,013,person,-3.629257,-3.986631,0.048537,1,sidewalk,0,1,0,0
0149,0016_20230323_083733,1679560767280002,014,person,-8.468041,-9.398172,0.049076,1,sidewalk,0,1,0,0
0150,0016_20230323_083733,1679560729800029,016,person,-1.124595,3.964813,0.023451,5,crosswalk,1,0,0,0
0151,0016_20230323_083733,1679560733680002,017,person,4.516267,9.121083,0.000866,5,crosswalk,1,0,0,0
0152,0016_20230323_083733,1679560666480017,018,person,34.851503,12.985003,0.046179,1,sidewalk,0,1,0,0
0153,0016_20230323_083733,1679560659800029,019,person,17.009298,18.721901,0.016071,1,sidewalk,0,1,0,0
0154,0016_20230323_083733,1679560658800029,020,person,19.557773,22.1719,0.035966,1,sidewalk,0,1,0,0
0155,0016_20230323_083733,1679560658320011,021,person,21.370859,24.732536,0.054364,1,sidewalk,0,1,0,0
0156,0016_20230323_083733,1679560735760020,022,person,5.7322,9.85555,0.001573,5,crosswalk,1,0,0,0
3499,0016_20230323_083733,1679560700640023,000,person,-1.077992,-0.040396,0.063393,1,sidewalk,0,1,0,0
3500,0016_20230323_083733,1679560698480017,002,person,-2.534166,1.283586,0.057359,1,sidewalk,0,1,0,0
3501,0016_20230323_083733,1679560737039978,003,person,25.229224,7.17047,0.020451,1,sidewalk,0,1,0,0
3502,0016_20230323_083733,1679560706239993,004,person,-0.754354,-1.681376,0.058596,1,sidewalk,0,1,0,0
3503,0016_20230323_083733,1679560726840008,005,person,-1.529894,-2.738764,0.033336,1,sidewalk,0,1,0,0
3504,0016_20230323_083733,1679560750280002,006,person,17.870614,14.987274,0.011181,3,curb,0,0,0,0
3505,0016_20230323_083733,1679560699079987,008,person,-2.197043,0.024327,0.036538,1,sidewalk,0,1,0,0
3506,0016_20230323_083733,1679560663160005,009,person,18.392532,21.214161,0.016946,1,sidewalk,0,1,0,0
3507,0016_20230323_083733,1679560719000000,010,person,-3.991194,-4.269577,0.068872,1,sidewalk,0,1,0,0
3508,0016_20230323_083733,1679560689079987,011,person,14.048438,-12.577179,0.019038,1,sidewalk,0,1,0,0
3509,0016_20230323_083733,1679560705720011,012,person,-2.221769,-3.431446,0.026458,1,sidewalk,0,1,0,0
3510,0016_20230323_083733,1679560766920026,013,person,-3.629257,-3.986631,0.048537,1,sidewalk,0,1,0,0
3511,0016_20230323_083733,1679560767280002,014,person,-8.468041,-9.398172,0.049076,1,sidewalk,0,1,0,0
3512,0016_20230323_083733,1679560739440008,015,person,7.689914,11.3126,0.017408,5,crosswalk,1,0,0,0
3513,0016_20230323_083733,1679560729800029,016,person,-1.124595,3.964813,0.023451,5,crosswalk,1,0,0,0
3514,0016_20230323_083733,1679560733680002,017,person,4.516267,9.121083,0.000866,5,crosswalk,1,0,0,0
3515,0016_20230323_083733,1679560666480017,018,person,34.851503,12.985003,0.046179,1,sidewalk,0,1,0,0
3516,0016_20230323_083733,1679560659800029,019,person,17.009298,18.721901,0.016071,1,sidewalk,0,1,0,0
3517,0016_20230323_083733,1679560658800029,020,person,19.557773,22.1719,0.035966,1,sidewalk,0,1,0,0
0158,0017_20230323_084041,1679560886880017,000,person,-3.13386,2.316932,0.012144,1,sidewalk,0,1,0,0
0160,0017_20230323_084041,1679560902440008,002,person,-2.685079,1.442735,0.03125,1,sidewalk,0,1,0,0
0161,0017_20230323_084041,1679560935680002,003,person,-2.986249,2.356589,0.044095,1,sidewalk,0,1,0,0
0162,0017_20230323_084041,1679560939480017,004,person,-1.186013,0.257252,0.024154,1,sidewalk,0,1,0,0
0163,0017_20230323_084041,1679560942680002,005,person,0.074784,-0.782177,0.007682,1,sidewalk,0,1,0,0
0164,0017_20230323_084041,1679560943960035,006,person,9.620763,-10.664621,0.026242,1,sidewalk,0,1,0,0
0165,0017_20230323_084041,1679560919079987,007,person,-3.330038,2.161748,0.012453,1,sidewalk,0,1,0,0
0166,0017_20230323_084041,1679560868920026,008,person,25.201692,9.252088,0.024335,5,crosswalk,1,0,0,0
0167,0017_20230323_084041,1679560948199984,009,person,-2.428999,-0.207546,0.009036,1,sidewalk,0,1,0,0
0168,0017_20230323_084041,1679560949399999,010,person,6.817457,-17.009818,0.536768,1,sidewalk,0,1,0,0
0169,0017_20230323_084041,1679560905519996,011,person,36.245362,19.318174,0.054237,-1,other,0,0,0,0
0170,0017_20230323_084041,1679560871560005,012,person,4.606186,-18.355411,0.05971,1,sidewalk,0,1,0,0
0173,0018_20230323_085243,1679561604960035,000,person,11.121316,16.164674,0.010522,1,sidewalk,0,1,0,0
0174,0018_20230323_085243,1679561622560005,001,person,17.208111,16.48551,0.009576,1,sidewalk,0,1,0,0
0175,0018_20230323_085243,1679561623600014,002,person,26.721516,9.035145,0.0159,1,sidewalk,0,1,0,0
0176,0018_20230323_085243,1679561623920026,003,person,24.93804,7.244135,0.008045,1,sidewalk,0,1,0,0
0177,0019_20230323_103917,1679567995320011,000,person,-2.894032,2.530972,0.057125,1,sidewalk,0,1,0,0
0178,0019_20230323_103917,1679567995079987,001,person,9.81768,15.833532,0.019739,1,sidewalk,0,1,0,0
0179,0019_20230323_103917,1679568023960035,002,person,-6.328824,4.104558,0.043372,1,sidewalk,0,1,0,0
0180,0019_20230323_103917,1679568026640023,003,person,9.800697,-10.945108,0.02694,1,sidewalk,0,1,0,0
0185,0020_20230323_110950,1679569839760020,000,person,11.68122,-11.959108,0.041068,1,sidewalk,0,1,0,0
0186,0020_20230323_110950,1679569837560005,001,person,25.264548,7.914174,0.00967,1,sidewalk,0,1,0,0
0187,0020_20230323_110950,1679569900119996,002,person,11.171534,16.329051,0.0254,1,sidewalk,0,1,0,0
0188,0020_20230323_110950,1679569868920026,003,person,-6.094158,3.463313,0.080369,1,sidewalk,0,1,0,0
0189,0020_20230323_110950,1679569902800029,004,person,-2.656785,2.470783,0.020256,1,sidewalk,0,1,0,0
0190,0020_20230323_110950,1679569879640023,005,person,13.507041,14.306352,0.022867,1,sidewalk,0,1,0,0
0191,0020_20230323_110950,1679569909039978,006,person,2.218106,6.331201,0.030117,5,crosswalk,1,0,0,0
0192,0020_20230323_110950,1679569911760020,007,person,38.774289,19.387644,0.038207,1,sidewalk,0,1,0,0
0193,0021_20230323_111223,1679569977440008,000,person,-2.752726,2.32041,0.046563,1,sidewalk,0,1,0,0
0194,0021_20230323_111223,1679569982039978,001,person,15.773363,16.113597,0.00835,1,sidewalk,0,1,0,0
0195,0021_20230323_111223,1679569993760020,002,person,7.713433,19.020439,0.015565,1,sidewalk,0,1,0,0
0197,0021_20230323_111223,1679570006239993,004,person,-3.786542,28.824126,0.018322,1,sidewalk,0,1,0,0
0198,0022_20230323_112653,1679570868480017,000,person,-1.734895,3.012732,0.033411,1,sidewalk,0,1,0,0
0199,0022_20230323_112653,1679570879560005,001,person,-0.64368,1.571998,0.032802,1,sidewalk,0,1,0,0
0200,0023_20230323_113346,1679571252640023,000,person,10.897606,16.261944,0.037582,1,sidewalk,0,1,0,0
0201,0023_20230323_113346,1679571252640023,001,person,-2.52814,1.934689,0.050455,1,sidewalk,0,1,0,0
0202,0023_20230323_113346,1679571249760020,002,person,-2.7509,2.392105,0.022873,1,sidewalk,0,1,0,0
0203,0024_20230323_113536,1679571392760020,000,person,10.600647,15.770235,0.012644,1,sidewalk,0,1,0,0
0204,0024_20230323_113536,1679571394600014,001,person,10.592867,15.756462,0.001915,1,sidewalk,0,1,0,0
0205,0024_20230323_113536,1679571371760020,002,person,0.658507,-3.822352,0.040454,1,sidewalk,0,1,0,0
0206,0024_20230323_113536,1679571389359990,003,person,0.194355,-1.71475,0.056611,1,sidewalk,0,1,0,0
0207,0024_20230323_113536,1679571435760020,004,person,29.226517,6.904811,0.013441,1,sidewalk,0,1,0,0
0209,0025_20230523_092441,1684833934560005,000,person,0.673529,-4.519797,0.020363,1,sidewalk,0,1,0,0
0210,0025_20230523_092441,1684833907280002,001,person,-1.99864,1.970673,0.037731,1,sidewalk,0,1,0,0
0211,0025_20230523_092441,1684833916840008,002,person,10.170685,13.726081,0.010782,5,crosswalk,1,0,0,0
0212,0025_20230523_092441,1684833902199984,003,person,-2.755568,3.344387,0.029404,1,sidewalk,0,1,0,0
0213,0025_20230523_092441,1684833949320011,004,person,-1.451659,0.234418,0.001913,1,sidewalk,0,1,0,0
0214,0025_20230523_092441,1684833949680002,005,person,-2.175353,0.923369,0.005057,1,sidewalk,0,1,0,0
0215,0025_20230523_092441,1684833922320011,006,person,1.732542,8.324587,0.069259,5,crosswalk,1,0,0,0
0216,0025_20230523_092441,1684833919000000,007,person,1.266583,3.781548,0.019865,5,crosswalk,1,0,0,0
0217,0025_20230523_092441,1684833918359990,009,person,-3.684188,4.008192,0.015072,1,sidewalk,0,1,0,0
0218,0025_20230523_092441,1684833927119996,010,person,4.835085,11.07971,0.026343,5,crosswalk,1,0,0,0
0219,0025_20230523_092441,1684833890399999,011,person,-3.471753,3.55874,0.028438,1,sidewalk,0,1,0,0
0220,0025_20230523_092441,1684833902880017,013,person,-3.295977,3.747112,0.018695,1,sidewalk,0,1,0,0
0221,0025_20230523_092441,1684833923119996,014,person,4.675978,10.185733,0.010073,5,crosswalk,1,0,0,0
0222,0025_20230523_092441,1684833892160005,015,person,-4.783786,3.715203,0.051881,1,sidewalk,0,1,0,0
0223,0026_20230523_092622,1684834041199984,000,person,-2.859569,2.117643,0.028534,1,sidewalk,0,1,0,0
0224,0026_20230523_092622,1684834011600014,001,person,-1.799203,-2.75652,0.013367,1,sidewalk,0,1,0,0
0225,0026_20230523_092622,1684834045119996,002,person,-0.864421,0.766144,0.034537,1,sidewalk,0,1,0,0
0226,0026_20230523_092622,1684834006039978,003,person,-2.403516,2.758917,0.03582,1,sidewalk,0,1,0,0
0227,0026_20230523_092622,1684834013239993,005,person,-0.445515,-0.075004,0.011148,1,sidewalk,0,1,0,0
0228,0026_20230523_092622,1684833994880017,006,person,-3.827729,-4.669284,0.019957,1,sidewalk,0,1,0,0
0229,0026_20230523_092622,1684834009760020,007,person,8.462681,11.79897,0.016689,5,crosswalk,1,0,0,0
0231,0026_20230523_092622,1684834004840008,009,person,31.74906,11.434227,0.021165,1,sidewalk,0,1,0,0
0232,0026_20230523_092622,1684834039079987,010,person,22.114331,12.202083,0.003452,5,crosswalk,1,0,0,0
0233,0026_20230523_092622,1684834004440008,011,person,-8.756099,-10.471017,0.08762,1,sidewalk,0,1,0,0
0234,0027_20230523_093337,1684834452600014,000,person,-1.372952,2.538909,0.019434,1,sidewalk,0,1,0,0
0235,0027_20230523_093337,1684834460640023,001,person,2.274949,6.802355,0.03924,5,crosswalk,1,0,0,0
0236,0027_20230523_093337,1684834449199984,002,person,10.748345,15.912262,0.029966,1,sidewalk,0,1,0,0
0237,0027_20230523_093337,1684834435000000,003,person,21.591022,7.758804,0.012113,0,road,0,0,1,0
0238,0027_20230523_093337,1684834484720011,004,person,-4.469675,-5.540259,0.048749,1,sidewalk,0,1,0,0
0239,0028_20230523_093636,1684834639960035,000,person,26.457404,8.96914,0.022109,1,sidewalk,0,1,0,0
0240,0028_20230523_093636,1684834644280002,001,person,26.411724,8.670919,0.022277,1,sidewalk,0,1,0,0
0241,0028_20230523_093636,1684834655560005,002,person,10.824933,16.163453,0.014091,1,sidewalk,0,1,0,0
0242,0028_20230523_093636,1684834606880017,003,person,-1.758693,-1.222836,0.025708,1,sidewalk,0,1,0,0
0246,0029_20230523_095207,1684835548720011,000,person,17.278178,14.868457,0.015076,3,curb,0,0,0,0
0247,0029_20230523_095207,1684835565160005,001,person,21.299966,-19.010341,0.052432,1,sidewalk,0,1,0,0
0248,0029_20230523_095207,1684835550359990,002,person,4.540998,21.136524,0.017112,1,sidewalk,0,1,0,0
0249,0029_20230523_095207,1684835574600014,003,person,-2.096857,-0.094147,0.041063,1,sidewalk,0,1,0,0
0251,0030_20230523_095809,1684835915600014,001,person,0.067459,-4.162162,0.028329,1,sidewalk,0,1,0,0
0252,0030_20230523_095809,1684835930720011,002,person,8.803058,17.718944,0.025044,1,sidewalk,0,1,0,0
0253,0030_20230523_095809,1684835932399999,003,person,-2.696233,-3.762767,0.058396,1,sidewalk,0,1,0,0
0254,0030_20230523_095809,1684835925239993,004,person,26.666594,8.847669,0.022474,1,sidewalk,0,1,0,0
0257,0031_20230523_100153,1684836141359990,000,person,14.748262,14.330639,0.057266,1,sidewalk,0,1,0,0
0258,0031_20230523_100153,1684836160840008,001,person,-2.707267,2.866492,0.05107,1,sidewalk,0,1,0,0
0260,0031_20230523_100153,1684836165920026,003,person,-2.529994,0.666511,0.01011,1,sidewalk,0,1,0,0
0261,0031_20230523_100153,1684836127720011,004,person,6.172901,-7.425837,0.013182,5,crosswalk,1,0,0,0
0263,0031_20230523_100153,1684836119000000,006,person,36.811012,16.651825,0.02515,1,sidewalk,0,1,0,0
0264,0032_20230523_100702,1684836453320011,000,person,0.478021,-3.928078,0.043422,1,sidewalk,0,1,0,0
