sample_id,scene_path,timestamp,target_id,target_class_name,target_x,target_y,target_velocity,total_neighbors,displacement,avg_speed,f1_state,f2_state,f3_state,n_ped_green,n_ped_red,has_green,red_only,is_moving,nearest_dist,n_neighbors,nearest_map_dist,map_label_id,map_label_name,is_crosswalk,is_sidewalk,is_road,is_bikelane,cell_0_count,cell_0_mean_vel,cell_0_min_dist,cell_1_count,cell_1_mean_vel,cell_1_min_dist,cell_2_count,cell_2_mean_vel,cell_2_min_dist,cell_3_count,cell_3_mean_vel,cell_3_min_dist,cell_4_count,cell_4_mean_vel,cell_4_min_dist,cell_5_count,cell_5_mean_vel,cell_5_min_dist,cell_6_count,cell_6_mean_vel,cell_6_min_dist,cell_7_count,cell_7_mean_vel,cell_7_min_dist,cell_8_count,cell_8_mean_vel,cell_8_min_dist,cell_9_count,cell_9_mean_vel,cell_9_min_dist,cell_10_count,cell_10_mean_vel,cell_10_min_dist,cell_11_count,cell_11_mean_vel,cell_11_min_dist,cell_12_count,cell_12_mean_vel,cell_12_min_dist,cell_13_count,cell_13_mean_vel,cell_13_min_dist,cell_14_count,cell_14_mean_vel,cell_14_min_dist,cell_15_count,cell_15_mean_vel,cell_15_min_dist,cell_16_count,cell_16_mean_vel,cell_16_min_dist,cell_17_count,cell_17_mean_vel,cell_17_min_dist,cell_18_count,cell_18_mean_vel,cell_18_min_dist,cell_19_count,cell_19_mean_vel,cell_19_min_dist,cell_20_count,cell_20_mean_vel,cell_20_min_dist,cell_21_count,cell_21_mean_vel,cell_21_min_dist,cell_22_count,cell_22_mean_vel,cell_22_min_dist,cell_23_count,cell_23_mean_vel,cell_23_min_dist,cell_24_count,cell_24_mean_vel,cell_24_min_dist
0016,0001_20230322_083454,1679474109240035,012,person,-1.745328,28.264101,4.5057,1,7.238389,1.447678,2,1,2,2,1,1,0,1,4.239259,13,0.076543,1,sidewalk,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,5.5828,4.2393,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0017,0001_20230322_083454,1679474128200035,013,person,-1.1426,0.48653,0.0544,6,0.064609,0.012922,2,1,1,1,2,1,0,0,0.79994,12,0.041503,1,sidewalk,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,5.1104,4.9161,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.1873,1.3788,1,0.035,0.7999,1,0.1188,1.0667,0,0.0,0.0,0,0.0,0.0,1,0.0472,2.6658,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0019,0002_20230322_083625,1679474215760035,000,person,-2.00797,1.87974,0.0421,1,0.091332,0.018266,2,1,1,1,2,1,0,0,4.034089,6,0.035513,1,sidewalk,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,4.9715,4.0341,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0020,0002_20230322_083625,1679474206080035,001,person,-1.869573,0.087663,4.495,1,6.26553,1.253106,2,1,1,1,2,1,0,1,1.850334,8,0.019214,1,sidewalk,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0788,1.8503,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0021,0002_20230322_083625,1679474226960035,003,person,-0.356291,1.15956,0.241,1,0.086305,0.017261,1,1,1,0,3,0,1,0,1.908922,12,0.018211,1,sidewalk,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0656,1.9089,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0022,0002_20230322_083625,1679474232920035,004,person,-6.521233,-7.899992,4.6276,1,6.945299,1.38906,1,2,1,1,2,1,0,1,0.422377,12,0.058197,1,sidewalk,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,2.3655,0.4224,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0023,0002_20230322_083625,1679474233920035,005,person,-6.350585,-6.805323,3.0696,1,7.335553,1.467111,1,2,1,1,2,1,0,1,0.811677,13,0.079465,1,sidewalk,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,4.27,0.8117,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0024,0002_20230322_083625,1679474191360035,006,person,9.759788,-9.667697,5.0875,1,6.462759,1.292552,2,1,2,2,1,1,0,1,2.780221,15,0.015058,5,crosswalk,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,4.5791,2.7802,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0026,0003_20230322_083935,1679474406000035,000,person,-1.837949,1.956325,0.4774,0,0.060784,0.012157,1,1,1,0,3,0,1,0,8.030715,12,0.017436,1,sidewalk,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0027,0003_20230322_083935,1679474421440035,002,person,2.024535,5.694636,6.1519,0,8.486702,1.69734,1,2,1,1,2,1,0,1,5.680807,15,0.027981,5,crosswalk,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0028,0003_20230322_083935,1679474424840035,003,person,10.075792,-10.476671,0.1029,1,0.038352,0.00767,1,2,1,1,2,1,0,0,0.39298,15,0.022082,1,sidewalk,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.2739,0.393,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0029,0003_20230322_083935,1679474426400035,004,person,6.558072,8.160094,6.4807,2,8.980081,1.796016,1,1,1,0,3,0,1,1,3.712814,15,0.032336,5,crosswalk,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,7.3011,3.7128,0,0.0,0.0,1,6.0289,3.9157,0,0.0,0.0
0030,0003_20230322_083935,1679474426080035,007,person,19.878568,15.682279,0.3442,1,1.547494,0.309499,1,1,1,0,3,0,1,1,2.176507,15,0.018233,0,road,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.1432,2.1765,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0031,0004_20230322_084251,1679474596640035,000,person,-4.245382,1.991517,1.5907,2,5.418962,1.083792,1,2,1,1,2,1,0,1,3.583051,11,0.049785,1,sidewalk,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,5.2919,4.122,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,6.2509,3.5831,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0032,0004_20230322_084251,1679474595240035,001,person,9.541059,16.577176,0.2036,0,6.951703,1.390341,1,2,1,1,2,1,0,1,11.475622,11,0.019867,1,sidewalk,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0033,0004_20230322_084251,1679474594480035,002,person,-0.876967,1.055991,3.1895,4,8.833608,1.766722,1,2,1,1,2,1,0,1,1.136747,11,0.001858,1,sidewalk,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,2.1085,2.7712,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.1106,3.7764,1,0.4497,2.7631,1,4.1577,1.1367,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0034,0004_20230322_084251,1679474593880035,003,person,-1.418575,-1.898329,0.6852,3,6.126305,1.225261,1,2,1,1,2,1,0,1,2.734697,11,0.007843,1,sidewalk,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.6373,2.7347,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.1625,4.8616,1,2.1257,3.5099,0,0.0,0.0,0,0.0,0.0
0035,0004_20230322_084251,1679474593040035,004,person,-3.156431,2.663859,0.1211,4,4.637678,0.927536,1,2,1,1,2,1,0,1,1.397987,11,0.032633,1,sidewalk,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.1301,4.9092,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.1977,1.9956,0,0.0,0.0,0,0.0,0.0,1,0.1423,1.398,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0036,0004_20230322_084251,1679474590840035,005,person,-1.621847,1.408489,0.0137,4,2.777408,0.555482,1,1,1,0,3,0,1,1,0.792991,12,0.036487,1,sidewalk,0,1,0,0,0,0.0,0.0,0,0.0,0.0,1,0.1575,3.291,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.2493,2.99,1,0.1473,0.793,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.1067,1.9836,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0037,0004_20230322_084251,1679474617280035,006,person,33.442685,3.013684,5.9454,1,7.099184,1.628253,1,1,1,0,3,0,1,1,4.382251,9,0.053097,1,sidewalk,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.2713,4.3823,0,0.0,0.0,0,0.0,0.0
0039,0005_20230322_084431,1679474689720035,000,person,2.388136,7.325074,5.3215,3,7.262997,1.452599,1,2,1,1,2,1,0,1,0.696487,9,0.020326,5,crosswalk,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,4.7989,2.4566,1,5.7257,2.4293,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,4.9731,0.6965,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
