sample_id,target_id,other_id,other_class_name,distance,dx,dy,other_velocity,relative_velocity
39,0,6,person,0.696487,0.636874,-0.281931,4.973111501351829,-0.34836
39,0,2,person,2.429334,1.98903,-1.394783,5.725691253617862,0.404219
39,0,1,person,2.456574,-0.91176,-2.281107,4.79892854764458,-0.522543
40,1,0,person,2.2912,0.971749,2.074921,4.9702608363826135,0.189164
40,1,6,person,2.483516,1.656808,1.850092,4.838899375837396,0.057803
40,1,2,person,3.016842,2.968133,0.539924,5.559569383333101,0.778473
41,2,6,person,1.927408,-0.959425,1.671648,5.052809312639853,-1.136509
41,2,0,person,2.64741,-2.016024,1.715933,6.087042007360352,-0.102277
41,2,1,person,2.885104,-2.877572,-0.208342,5.338121494672966,-0.851197
44,6,0,person,0.872985,-0.634906,0.599165,5.35736236879572,0.367868
44,6,2,person,1.264718,1.23962,-0.250706,5.5422496254239,0.552755
44,6,1,person,2.436966,-1.483315,-1.93354,5.846573996131677,0.857079
45,0,1,person,0.370858,-0.360336,0.08771,0.1017029329027249,-0.195096
45,0,4,person,1.745372,1.611074,-0.67139,0.290000108965167,-0.006799
46,1,0,person,0.217141,0.212126,0.046396,0.5349658440840505,0.396017
46,1,4,person,2.08121,1.534733,-1.405712,0.6888810370854144,0.549933
47,2,3,person,1.168327,0.772712,-0.876301,0.0319710399611531,-0.133138
48,3,2,person,1.146583,-0.774521,0.84544,0.058514623462311,-0.059862
49,4,0,person,1.768858,-0.659281,1.641404,0.258377180490017,-1.177596
49,4,1,person,2.105806,-1.036962,1.832792,0.0593795242269069,-1.376593
49,4,5,person,2.292169,1.836077,1.372174,2.7696799566093437,1.333707
50,5,0,person,1.082321,-1.07493,-0.126268,8.846248653155387,3.127385
50,5,8,person,1.343149,-1.308986,-0.301009,5.277511118107897,-0.441352
50,5,11,person,1.566876,-1.309923,-0.859769,8.97852398623324,3.259661
50,5,1,person,1.83921,-1.837058,0.088943,5.724802998982355,0.00594
52,7,3,person,4.765566,2.574027,4.010612,6.664731582473985,0.970096
52,7,2,person,4.90917,2.154362,4.411199,6.580036186528507,0.885401
53,9,0,person,0.539958,0.37256,-0.390837,0.9787465355969474,0.379924
53,9,1014,truck,3.984161,-0.273556,-3.974759,31.07977282141484,30.480951
55,11,0,person,0.62484,-0.035854,-0.623811,8.23339217654402,-0.114433
55,11,4,person,1.315634,0.771905,-1.06539,6.921712352154564,-1.426112
57,0,1,person,2.030014,1.273687,-1.580721,0.0084802325247881,-0.040802
57,0,3,person,3.247275,1.724926,-2.75126,1.5615832723318297,1.512301
58,1,3,person,1.293105,0.665551,-1.108676,0.2781848893681353,0.160954
58,1,0,person,1.997996,-1.063817,1.691236,0.1159210795342255,-0.00131
59,3,1,person,1.682359,-1.10248,1.270776,0.050824043709447,0.000141
59,3,0,person,3.425935,-2.272862,2.563421,0.0288914575521915,-0.021792
61,5,6,person,0.558298,0.029355,0.557525,1.9862947196582728,-1.000061
61,5,3,person,3.700271,-2.095375,-3.049822,6.883969507934302,3.897614
61,5,1035,car,4.639681,3.031602,-3.512269,0.77279738456569,-2.213558
62,6,5,person,0.558298,-0.029355,-0.557525,2.986355625993838,1.000061
62,6,3,person,4.186578,-2.12473,-3.607347,6.883969507934302,4.897675
64,0,1,person,1.259649,1.049186,-0.697084,0.0525869168021545,-0.154068
65,2,3,person,1.440345,0.287055,-1.41145,0.3872594206075974,0.182193
66,3,2,person,1.406567,-0.415952,1.343658,0.1910637618674623,-0.17189
68,5,0,person,2.446307,1.758271,1.700853,0.1058400205573326,-0.432222
68,5,1,person,2.666621,2.110578,1.629824,0.0695917036309196,-0.46847
72,9,0,person,0.904684,0.814712,0.393314,4.562788808202051,0.163738
72,9,1,person,1.18822,1.061949,0.533038,4.65328334083858,0.254232
72,9,5,person,4.704866,2.438497,-4.023617,6.182633765297563,1.783583
75,12,1,person,0.831708,0.568767,0.606829,4.554803173452414,-1.677068
75,12,0,person,1.202806,-0.582468,1.052366,4.834909322176958,-1.396962
75,12,2,person,2.874221,-1.595158,-2.390945,5.425392567629636,-0.806479
75,12,3,person,4.221676,-1.618775,-3.898989,5.119572650010731,-1.112299
82,0,2,bicycle,3.896666,3.859364,-0.537879,0.0261443311292262,0.00202
85,4,6,person,0.766005,0.765493,0.027991,4.684169316285224,-0.400252
85,4,5,person,0.964911,0.627449,-0.733049,4.7085089059098815,-0.375912
86,5,4,person,0.783992,-0.628281,0.468942,5.262109688140873,0.54345
86,5,6,person,1.27613,0.711006,1.059706,4.234926750616074,-0.483733
87,6,5,person,1.299005,-0.738246,-1.068834,4.7184252838318885,0.358452
87,6,4,person,1.512488,-1.380897,-0.617044,5.159752825419527,0.79978
91,2,7,person,0.644273,0.527885,-0.369358,3.0337546778105176,-0.359242
94,5,10,person,0.587977,-0.391267,-0.438893,5.32864048415999,-0.169976
96,7,2,person,0.281822,-0.249082,0.13184,2.6538323163144666,-0.375935
96,7,1,person,2.578224,0.427646,2.54251,0.0083176801137051,-3.02145
96,7,4,person,4.737997,2.574511,-3.977501,5.043238998057827,2.013472
99,10,5,person,0.539123,0.475572,0.253938,5.86960896987876,-0.043635
101,1,2,person,1.614079,1.519205,0.54522,0.0813267513073559,0.062053
101,1,3,bicycle,1.672912,-1.163492,1.202049,0.0309467404429692,0.011673
102,2,4,person,1.179681,1.035831,-0.564536,2.04800054500966,2.042863
102,2,1,person,1.469247,-1.346883,-0.587021,0.1733950151092548,0.168257
102,2,3,bicycle,2.531223,-2.469039,0.557617,0.0303104783938442,0.025173
104,4,1,person,2.111936,-2.026088,-0.596024,4.70696613381816,-1.14467
104,4,2,person,2.117504,-1.479555,1.51484,5.014624827298489,-0.837012
105,5,8,bicycle,0.727024,-0.61235,-0.391909,4.513802470601396,-0.417204
106,6,9,person,0.707994,0.515487,-0.485313,4.320978555176649,1.502456
106,6,0,person,4.82386,-3.863624,-2.888258,3.257330792248582,0.438808
106,6,1017,car,4.997638,3.852375,-3.183646,10.06515078137172,7.246628
107,7,11,person,0.217831,-0.188085,0.109884,5.999601725100088,0.829983
109,9,6,person,0.371345,-0.359467,0.093168,1.304033498483565,0.623
109,9,0,person,1.795627,-1.765845,0.325677,0.2777844557974393,-0.403249
109,9,1018,car,4.205274,-1.458329,-3.944313,13.583520706935952,12.902488
111,11,7,person,0.578034,0.202121,0.541544,5.637424382876036,0.229496
119,1,3,person,4.456637,-3.843813,2.255374,4.427773102313462,3.891407
122,0,8,person,1.687338,-1.683295,-0.116728,0.1554613509978157,0.021533
122,0,4,person,1.830964,-0.819928,1.637116,1.1011482335207063,0.96722
122,0,3,person,2.129863,-0.017204,-2.129794,0.5074082307682043,0.37348
122,0,6,person,2.451586,0.770077,-2.3275,0.8790838801243802,0.745155
122,0,1,person,3.883048,-2.9907,2.476646,0.01511557813508,-0.118813
122,0,5,person,4.189657,-3.159885,-2.751064,3.491504956427591,3.357576
123,1,4,person,2.327458,2.170772,-0.83953,1.1011482335207063,1.086033
123,1,8,person,2.904289,1.307405,-2.593374,0.1554613509978157,0.140346
123,1,0,person,3.883048,2.9907,-2.476646,0.1339286072954536,0.118813
125,3,6,person,0.786652,0.761796,-0.196184,0.9162192102619998,0.541278
125,3,0,person,2.124845,0.03654,2.12453,0.1081836397235124,-0.266758
125,3,8,person,2.590046,-1.63977,2.004867,0.1443641530597262,-0.230577
125,3,5,person,3.017887,-2.977561,-0.491706,3.4408381700670065,3.065897
125,3,4,person,3.785112,-0.77828,3.704235,1.1157906135410058,0.740849
126,4,0,person,1.670565,0.906125,-1.40347,0.1010942461433346,-0.891277
126,4,8,person,1.718149,-0.704115,-1.567245,1.1031867899878527,0.110815
126,4,1,person,2.305393,-2.030749,1.091282,0.0384474684656601,-0.953924
126,4,3,person,3.887243,1.036976,-3.746377,0.0731205193247055,-0.919251
127,5,8,person,1.4348,0.129365,1.428957,0.3264754771878002,0.306383
127,5,3,person,1.636405,1.513453,-0.622319,0.712300113284779,0.692208
127,5,6,person,2.402236,2.300663,-0.691149,0.5137072589239565,0.493615
127,5,0,person,2.69714,2.018821,1.788554,0.0390746616593045,0.018983
127,5,10,person,2.816298,2.108464,1.86706,0.0148541406872803,-0.005238
127,5,4,person,3.426286,0.970607,3.285933,0.104846396439988,0.084754
127,5,1,person,4.242707,-0.933142,4.138818,0.1479028066504616,0.127811
128,6,3,person,0.812057,-0.793774,0.171347,0.4467210842375482,-0.260048
128,6,12,person,2.895579,-2.23659,1.839033,4.808754660885677,4.101986
128,6,5,person,4.892071,-0.479365,4.868528,5.85925588308214,5.152487
130,9,4,person,1.154182,0.891565,0.732971,0.2661857846543465,-5.748478
130,9,1,person,1.946246,-0.890802,1.730417,0.0568995900439589,-5.957764
130,9,0,person,2.14549,2.00205,-0.771311,0.3528364569528912,-5.661828
130,9,11,person,2.278136,-1.381032,1.811809,0.0727746786755383,-5.941889
131,10,4,person,1.599609,0.228636,1.583185,5.698286912408867,0.0959
131,10,13,person,3.230247,-2.037105,-2.50693,5.00158248015259,-0.600804
131,10,0,person,3.240644,-2.089323,-2.477197,5.285937239841573,-0.316449
131,10,5,person,3.773294,-3.517464,-1.365721,6.730295683479981,1.127909
132,11,1,person,0.448214,0.443187,-0.06694,0.2034424632346859,0.186478
132,11,4,person,2.506448,2.29037,-1.01808,0.0691379064160068,0.052174
132,11,0,person,4.341053,2.969954,-3.166088,0.2464344034125717,0.22947
133,12,3,person,3.416975,3.20583,1.182528,0.1298209227560703,-4.963229
133,12,5,person,3.637578,2.19544,2.900348,4.173220695606489,-0.919829
133,12,6,person,4.103765,3.996032,0.934138,0.4791671941215827,-4.613883
134,13,0,person,0.044731,-0.013989,0.042487,5.570791863347728,0.009572
134,13,5,person,2.070384,-0.963227,1.832671,6.465747973315821,0.904528
134,13,10,person,3.218343,2.379999,2.16641,5.268242036800496,-0.292978
134,13,4,person,4.51441,2.990409,3.381915,5.267091585115853,-0.294129
136,0,8,person,1.072653,-1.072596,0.011017,0.1961289403427491,0.137335
136,0,4,person,1.539769,0.197981,-1.526988,0.0423969343911396,-0.016397
136,0,2,person,1.901451,-1.396577,1.290383,0.4240342349358896,0.36524
136,0,1,person,3.123249,-2.05836,2.349008,0.0358472244150537,-0.022947
137,1,2,person,1.170691,0.607234,-1.000892,0.0270445883399403,-0.054964
137,1,8,person,2.458256,0.953136,-2.265956,0.1212506775686859,0.039242
137,1,0,person,3.116569,2.063019,-2.336013,0.0279829489095593,-0.054026
137,1,4,person,4.480594,2.260701,-3.868456,0.0120727489881893,-0.069936
138,2,1,person,1.165975,-0.604693,0.996917,0.0365507725078182,0.004941
138,2,8,person,1.321621,0.327648,-1.280363,0.187814414596651,0.156205
138,2,0,person,1.966156,1.449558,-1.328364,0.0126665579302762,-0.018943
138,2,4,person,3.303233,1.650195,-2.861504,0.0314349046132111,-0.000175
140,4,0,person,1.679178,-0.321705,1.648073,0.0079134118505639,-0.01257
140,4,12,person,1.949311,-1.265549,-1.482633,2.2683398030800244,2.247857
140,4,5,person,1.968376,-1.418326,-1.364864,2.1301853469198067,2.109702
140,4,8,person,2.159562,-1.414986,1.631418,0.1352750908323592,0.114792
140,4,2,person,3.348852,-1.651302,2.913419,0.0352126381024627,0.01473
140,4,1,person,4.646448,-2.365913,3.998992,0.0159620010762052,-0.004521
141,5,10,person,0.214705,0.185459,-0.108181,2.150831772664868,-0.294311
141,5,7,person,1.673755,1.673242,0.041419,4.059058970947862,1.613916
141,5,4,person,3.11998,1.61553,2.669146,3.8359548997041006,1.390812
141,5,0,person,4.476682,1.327516,4.275322,7.468474649151748,5.023332
142,7,5,person,1.541154,-1.436533,-0.558149,3.69049202155684,-1.057683
142,7,4,person,2.433254,0.452695,2.390772,3.665912678636885,-1.082262
142,7,6,person,2.670135,-1.464825,2.232467,4.603673500851592,-0.144501
142,7,17,person,3.783444,-1.023387,3.642406,5.268457603964673,0.520283
142,7,0,person,4.392698,1.030035,4.270226,6.131377996981693,1.383203
143,8,0,person,1.115949,1.113796,-0.069282,0.029214539558202,-0.087743
143,8,2,person,1.30939,-0.339545,1.2646,0.0399009331669228,-0.077057
143,8,4,person,2.071452,1.313242,-1.60197,0.015515712194134,-0.101442
143,8,1,person,2.453125,-0.946944,2.262989,0.0702200580830153,-0.046738
144,9,19,person,1.20249,-0.604775,-1.039341,4.987390117211812,0.257567
144,9,1093,car,4.873764,3.879427,-2.95019,0.1430505156164546,-4.586773
145,10,5,person,2.844793,2.437723,1.466408,0.105774353755073,-3.411442
145,10,4,person,4.120832,3.212427,2.581001,0.1537449202531716,-3.363471
145,10,0,person,4.805598,2.256498,4.242875,0.6208841488438294,-2.896332
147,12,5,person,0.233781,-0.191511,0.134078,2.7146472135294824,0.189643
147,12,4,person,2.285125,1.469603,1.749876,0.025286187411185,-2.499718
147,12,8,person,3.375517,0.067568,3.374841,0.0930291253652031,-2.431975
147,12,0,person,3.580981,1.144322,3.393221,0.0551481656426131,-2.469856
147,12,2,person,4.66736,-0.180344,4.663874,0.0152044068297709,-2.509799
150,16,6,person,1.579731,1.421067,-0.690013,5.1274149787015135,-1.725574
150,16,17,person,2.31983,2.251516,0.558826,5.651300751729023,-1.201688
150,16,1,person,2.746397,1.631537,2.209249,5.460707038279406,-1.392281
150,16,4,person,3.211223,2.975995,-1.206402,5.901903517988418,-0.951085
150,16,7,person,3.4129,2.151953,-2.64896,5.967615702281974,-0.885373
150,16,5,person,4.02048,0.746703,-3.950531,4.376569299973317,-2.476419
150,16,2,person,4.226865,3.103553,2.869555,5.789388902960667,-1.0636
150,16,0,person,4.821554,4.67754,1.169618,6.131287982945473,-0.721701
151,17,1,person,1.420608,0.28326,1.392082,5.534783774235601,0.410705
151,17,6,person,1.597071,-1.080445,-1.176127,4.757373846257684,-0.366705
151,17,4,person,1.673974,1.144046,-1.222026,6.06985914305167,0.94578
151,17,22,person,1.687051,-1.005906,-1.35436,5.168578014446059,0.044499
151,17,16,person,1.963673,-1.819419,-0.738734,7.161836408314964,2.037758
151,17,7,person,2.949298,-0.613867,-2.884706,4.414590105431527,-0.709489
151,17,2,person,2.972212,1.912,2.275587,5.878802285890992,0.754723
151,17,0,person,3.356256,3.272751,0.744013,5.586688313742523,0.462609
151,17,15,person,4.571028,-2.396402,-3.8925,5.187605260866247,0.063526
151,17,5,person,4.623337,-2.061243,-4.138421,5.371031278449851,0.246952
153,19,9,person,1.667136,-1.447798,-0.826573,4.785944631958193,3.844988
154,20,21,person,4.02011,2.372174,3.245624,7.017049341280868,2.037031
154,20,1093,car,4.563887,3.118865,-3.331929,2.518784654698927,-2.461234
154,20,19,person,4.680018,-2.690057,-3.829643,2.265417582607516,-2.714601
155,21,20,person,3.808215,-2.25041,-3.072158,5.120432778563973,-1.144711
156,22,16,person,0.703305,-0.351877,-0.608951,1.8900027530501609,-3.556392
156,22,7,person,1.031062,0.365519,-0.964098,6.458116442128604,1.011722
156,22,6,person,1.371945,-1.36508,0.137073,4.890862092291769,-0.555532
156,22,17,person,1.83127,0.798484,1.648021,5.337977793331997,-0.108417
156,22,4,person,2.43304,2.325542,0.715218,6.412192824023049,0.965798
156,22,5,person,2.998565,-1.811715,-2.389368,5.394626347048435,-0.051768
156,22,15,person,3.075788,-1.581428,-2.638097,5.483539799172166,0.037145
156,22,1,person,3.142494,1.394367,2.816205,5.228607891632238,-0.217786
156,22,2,person,4.902279,3.256637,3.66424,5.825510985357097,0.379117
156,22,0,person,4.991779,4.519044,2.120401,5.647177600133218,0.200783
160,2,0,person,0.948469,-0.427124,0.846852,0.0043751411797855,-0.083177
161,3,4,person,2.75156,1.804271,-2.077424,0.2265516170996544,0.073888
162,4,5,person,1.890236,0.250977,-1.8735,3.756199998054753,3.692106
162,4,3,person,2.764648,-1.823668,2.077862,0.0974809810342978,0.033387
163,5,4,person,1.646248,-1.285727,1.028124,0.1623476741222332,0.119921
163,5,9,person,2.515898,-2.435143,-0.632315,3.545201625735735,3.502775
163,5,3,person,4.403546,-3.146293,3.080918,0.623582755786595,0.581156
167,9,4,person,1.305628,1.226502,0.447613,0.0555749624585442,-0.026142
167,9,3,person,2.486632,-0.840815,2.340165,0.0624856977625206,-0.019232
167,9,5,person,2.565347,2.489534,-0.619056,0.0094596548475346,-0.072258
175,2,3,person,2.528703,-1.783025,-1.793087,0.0174946815440646,-0.021014
176,3,2,person,2.529551,1.785689,1.791631,0.0264845154959719,-0.008882
179,2,1,person,3.034608,2.679917,1.423689,6.968827615588393,2.832468
189,4,6,person,0.531396,0.527936,0.060539,0.1864829174776648,-0.479082
190,5,2,person,3.641796,1.562167,3.289729,4.289125358704343,-2.617049
191,6,4,person,0.785448,-0.699903,0.356462,5.778348960691544,-0.281051
191,6,2,person,2.656667,2.479095,0.954971,5.557554240449809,-0.501846
198,0,1,person,1.970097,0.865957,-1.769576,0.0607839374564507,-0.005209
199,1,0,person,2.197054,-0.728406,2.072793,4.333744079269603,1.915996
201,1,2,person,0.505199,-0.251241,0.438297,0.1026554316918587,-1.210838
202,2,1,person,0.6081,0.067866,-0.604302,0.9339942887495828,0.848444
203,0,1,person,0.061589,-0.02252,-0.057324,0.020566099153173,-0.030421
204,1,0,person,0.089617,-0.005869,0.089424,0.0490712919010186,-0.00361
206,3,1032,car,4.364691,2.097509,3.82766,7.314158547291221,1.037159
209,0,1032,car,4.756902,4.630411,-1.089682,0.3058676453262543,-0.167314
210,1,3,person,1.611555,-0.755905,1.423277,0.1532695514762339,0.109567
210,1,13,person,2.207036,-1.288444,1.791904,0.6862062332403358,0.642504
212,3,13,person,0.66958,-0.53229,0.406208,0.0429733195227166,-0.1284
212,3,1,person,1.572202,0.776117,-1.367283,0.0889436150690647,-0.08243
213,4,5,person,0.664717,-0.555965,0.364352,3.827090423829032,-0.034185
214,5,4,person,0.626579,0.533111,-0.329231,4.361703307815859,0.821028
215,6,9,person,1.345362,0.093229,-1.342128,6.187821555516659,-1.484586
215,6,8,person,2.026492,1.371449,1.491911,6.028038511105736,-1.644369
215,6,14,person,2.243622,1.887467,1.212974,5.731114051885546,-1.941294
215,6,7,person,2.56388,2.490702,-0.608182,5.242903691232674,-2.429504
215,6,10,person,3.289104,-2.724617,-1.842463,5.4005388602255895,-2.271869
215,6,2,person,3.91859,3.733511,-1.19006,5.1539985410837375,-2.518409
215,6,1,person,4.22643,4.072501,1.130238,5.788829671752469,-1.883578
216,7,3,person,1.725901,-0.778361,1.540418,5.386953662803196,0.18407
216,7,1,person,2.140629,0.855431,1.962277,5.806195607417517,0.603312
216,7,14,person,3.2075,-2.267262,2.268828,7.112642553088385,1.909759
216,7,8,person,3.22481,-2.256143,2.304174,5.976922757629137,0.774039
216,7,6,person,3.712907,-3.474324,1.309484,4.386673227970477,-0.81621
216,7,9,person,4.310198,-4.299445,0.304271,5.208140442578116,0.005257
217,9,6,person,1.197185,0.848375,0.844697,3.244828840547114,1.138352
217,9,14,person,2.096926,1.748239,1.157911,7.3795025952500195,5.273026
217,9,8,person,2.327784,1.878581,1.374594,6.034519106853922,3.928043
217,9,10,person,2.602691,-2.333955,1.151804,3.8617813656621,1.755305
217,9,3,person,3.602992,3.542623,0.656791,4.832136118593442,2.72566
217,9,7,person,4.484312,4.37471,-0.985373,5.495125795732576,3.388649
218,10,9,person,3.080431,2.869946,1.119136,5.59702899744536,0.27805
218,10,6,person,3.116656,2.598645,1.720637,4.152459259993748,-1.16652
218,10,7,person,4.358727,4.161545,1.296166,5.148597769456468,-0.170381
219,11,3,person,0.742883,0.319492,-0.670672,1.270147003517215,0.301684
219,11,12,person,1.525298,-1.188735,0.955742,1.0497015375439351,0.081238
219,11,15,person,1.827715,-1.777604,0.425048,2.35793938420466,1.389476
219,11,1,person,2.138196,1.453573,-1.568123,0.0861999898179026,-0.882263
220,13,3,person,0.692256,0.581428,-0.375713,0.2011792816108462,0.146876
220,13,1,person,2.19704,1.314046,-1.760757,0.0476330605027669,-0.00667
221,14,8,person,0.822561,-0.609013,0.55291,5.937243676901652,0.445633
221,14,7,person,1.681862,0.340567,-1.64702,5.1667637227158965,-0.324847
221,14,6,person,1.795926,-1.644265,-0.722317,7.310725642074226,1.819115
221,14,1,person,2.037762,2.032407,0.147635,5.55633656315401,0.064726
221,14,9,person,2.923801,-1.845263,-2.267954,6.1128025050385,0.621192
221,14,2,person,3.857796,-0.023338,-3.857726,5.173400277422625,-0.31821
222,15,12,person,0.751068,0.477968,0.579352,0.9069635160942732,0.666859
222,15,11,person,1.551642,1.524538,-0.288751,0.0935476295006867,-0.146557
222,15,3,person,2.063629,2.02297,-0.407624,0.881331111998875,0.641226
222,15,1,person,3.297079,2.800084,-1.740765,0.064500070702564,-0.175605
223,0,2,person,2.399697,1.991221,-1.339248,0.0421978067277946,-0.05728
224,1,5,person,0.131422,-0.013391,0.130738,6.603359987004705,-0.54654
225,2,0,person,2.575767,-2.072847,1.529013,0.0614808952879727,0.029761
226,3,4,person,0.785732,0.515932,-0.592612,0.2522656511982774,-0.111524
227,5,1,person,0.077064,0.076282,-0.010952,6.1628290923004245,0.166998
233,11,1026,car,4.548983,2.297983,-3.925879,13.673343320285856,8.752043
234,0,1,person,0.184461,-0.184219,0.009446,0.1899817896257523,0.184222
235,1,0,person,0.116324,0.113532,0.025333,3.986566163417719,-0.005368
239,0,1,person,0.324825,-0.088754,-0.312465,0.1449445468625926,-0.231239
240,1,0,person,0.266171,0.045311,0.262286,0.1737630536864493,0.034936
241,2,1006,car,4.029459,0.040661,-4.029253,24.144520839887235,23.486749
253,3,5,bicycle,0.726199,-0.471871,0.552,4.216515456075991,0.586348
253,3,1028,car,4.703922,2.550976,-3.95214,12.394275739344096,8.764108
258,1,3,person,4.914225,0.136375,-4.912332,4.154051726774235,3.862154
260,3,1,person,1.923152,-0.057265,1.922299,0.0125932854567286,-0.147498
269,0,1007,car,3.486058,2.907741,-1.922926,6.2071817458881,3.627214
270,1,2,person,0.499961,0.453172,-0.211179,4.094809223383371,0.341046
271,0,1,person,2.428832,-2.428377,0.047016,0.1002955037441456,0.01051
272,1,0,person,2.518371,2.508934,0.217815,0.4184430506721479,0.366991
273,2,3,person,0.518904,0.391592,0.340466,0.1366586109584133,0.046983
274,3,2,person,0.519169,-0.3288,-0.40178,5.023676087818529,0.085607
278,1,3,person,0.657465,0.264875,-0.601748,5.388355751309538,-0.311429
278,1,0,person,3.739827,-0.350395,-3.723376,4.573474170042961,-1.126311
279,2,3,person,4.218524,0.874885,4.126805,5.369784131416726,-1.237325
279,2,1,person,4.646465,0.479452,4.621662,5.17470212673226,-1.432407
280,3,1,person,0.643503,-0.392747,0.509751,5.199037379665463,-0.192184
280,3,2,person,3.530958,-0.367263,-3.511806,6.569778487624987,1.178557
282,5,1018,truck,3.951888,-0.763953,-3.877344,31.618128206757888,23.385809
288,2,1,person,1.313725,-0.687821,1.119275,0.1837885787058129,-0.18987
291,5,12,person,0.336297,0.279166,0.187516,5.292267124244879,0.354655
291,5,7,person,0.863983,0.711918,-0.48953,4.944227124894967,0.006615
292,6,11,person,0.878344,-0.540471,0.692373,5.326476820973981,0.361265
292,6,9,person,1.007878,0.125906,-0.999983,4.879753208445516,-0.085459
293,7,12,person,0.826269,-0.538275,0.626881,5.421614004252652,0.335272
293,7,5,person,0.865222,-0.729077,0.465892,5.29793301987062,0.211591
