sample_id,scene_path,timestamp,target_id,target_class_name,target_x_world,target_y_world,target_velocity,map_label_name,is_crosswalk,is_sidewalk,is_road,nearest_map_dist,f1_state,f2_state,f3_state,n_ped_green,n_ped_red,has_green,red_only,is_moving,displacement,avg_speed,neighbor_count_within_5m,person_neighbors,scooter_neighbors,vehicle_neighbors,avg_neighbor_velocity,nearest_neighbor_dist,nearest_neighbor_type,nearest_neighbor_class
0023,0002_20230322_083625,1679474233920035,005,person,-6.350585,-6.805323,3.069624,sidewalk,0,1,0,0.079465,1,2,1,1,2,1,0,1,7.335553,1.467111,1,1,0,0,4.269989,0.811677,vrus,person
0024,0002_20230322_083625,1679474191360035,006,person,9.759788,-9.667697,5.087537,crosswalk,1,0,0,0.015058,2,1,2,2,1,1,0,1,6.462759,1.292552,1,0,0,0,4.579095,2.780221,vrus,bicycle
0028,0003_20230322_083935,1679474424840035,003,person,10.075792,-10.476671,0.102899,sidewalk,0,1,0,0.022082,1,2,1,1,2,1,0,0,0.038352,0.00767,1,1,0,0,0.273908,0.39298,vrus,person
0029,0003_20230322_083935,1679474426400035,004,person,6.558072,8.160094,6.48071,crosswalk,1,0,0,0.032336,1,1,1,0,3,0,1,1,8.980081,1.796016,2,2,0,0,6.665012,3.712814,vrus,person
0030,0003_20230322_083935,1679474426080035,007,person,19.878568,15.682279,0.344217,road,0,0,1,0.018233,1,1,1,0,3,0,1,1,1.547494,0.309499,1,0,0,1,0.143193,2.176507,vehicles,car
0031,0004_20230322_084251,1679474596640035,000,person,-4.245382,1.991517,1.590695,sidewalk,0,1,0,0.049785,1,2,1,1,2,1,0,1,5.418962,1.083792,2,2,0,0,5.771389,3.583051,vrus,person
0033,0004_20230322_084251,1679474594480035,002,person,-0.876967,1.055991,3.189464,sidewalk,0,1,0,0.001858,1,2,1,1,2,1,0,1,8.833608,1.766722,4,4,0,0,1.706631,1.136747,vrus,person
0034,0004_20230322_084251,1679474593880035,003,person,-1.418575,-1.898329,0.685244,sidewalk,0,1,0,0.007843,1,2,1,1,2,1,0,1,6.126305,1.225261,3,3,0,0,0.975128,2.734697,vrus,person
0035,0004_20230322_084251,1679474593040035,004,person,-3.156431,2.663859,0.121067,sidewalk,0,1,0,0.032633,1,2,1,1,2,1,0,1,4.637678,0.927536,4,4,0,0,0.166972,1.397987,vrus,person
0036,0004_20230322_084251,1679474590840035,005,person,-1.621847,1.408489,0.013738,sidewalk,0,1,0,0.036487,1,1,1,0,3,0,1,1,2.777408,0.555482,4,4,0,0,0.165199,0.792991,vrus,person
0037,0004_20230322_084251,1679474617280035,006,person,33.442685,3.013684,5.945395,sidewalk,0,1,0,0.053097,1,1,1,0,3,0,1,1,7.099184,1.628253,1,0,0,1,0.27126,4.382251,vehicles,car
0039,0005_20230322_084431,1679474689720035,000,person,2.388136,7.325074,5.321472,crosswalk,1,0,0,0.020326,1,2,1,1,2,1,0,1,7.262997,1.452599,3,3,0,0,5.165911,0.696487,vrus,person
0040,0005_20230322_084431,1679474688880035,001,person,0.632074,4.317266,4.781096,crosswalk,1,0,0,0.018375,1,2,1,1,2,1,0,1,7.099098,1.41982,3,3,0,0,5.12291,2.2912,vrus,person
0041,0005_20230322_084431,1679474687000035,002,person,1.697258,2.56427,6.189319,crosswalk,1,0,0,0.051948,1,2,1,1,2,1,0,1,7.801292,1.560258,3,3,0,0,5.492657,1.927408,vrus,person
0044,0005_20230322_084431,1679474693320035,006,person,6.726579,10.35946,4.989495,crosswalk,1,0,0,0.031073,1,2,1,1,2,1,0,1,6.731641,1.346328,3,3,0,0,5.582062,0.872985,vrus,person
0045,0006_20230322_113007,1679484644000035,000,person,10.91712,16.41692,0.296799,sidewalk,0,1,0,0.01534,2,1,2,2,1,1,0,0,0.071908,0.014382,2,2,0,0,0.195851,0.370858,vrus,person
0046,0006_20230322_113007,1679484652680035,001,person,10.525095,16.509356,0.138948,sidewalk,0,1,0,0.023382,1,1,1,0,3,0,1,0,0.039184,0.007837,2,2,0,0,0.611924,0.217141,vrus,person
0047,0006_20230322_113007,1679484649080035,002,person,-3.144474,3.499617,0.165109,sidewalk,0,1,0,0.011505,1,1,1,0,3,0,1,0,0.019998,0.004,1,1,0,0,0.031971,1.168327,vrus,person
0048,0006_20230322_113007,1679484655440035,003,person,-2.366154,2.692929,0.118377,sidewalk,0,1,0,0.013759,1,1,1,0,3,0,1,0,0.157595,0.031519,1,1,0,0,0.058515,1.146583,vrus,person
0049,0006_20230322_113007,1679484656920035,004,person,11.595287,14.659653,1.435973,sidewalk,0,1,0,0.024535,1,2,1,1,2,1,0,1,4.984035,0.996807,3,3,0,0,1.029146,1.768858,vrus,person
0050,0006_20230322_113007,1679484665360035,005,person,7.458205,10.083968,5.718863,crosswalk,1,0,0,0.062569,1,2,1,1,2,1,0,1,7.472401,1.49448,4,4,0,0,7.206772,1.082321,vrus,person
0052,0006_20230322_113007,1679484670560035,007,person,6.797488,10.023417,5.694635,crosswalk,1,0,0,0.027835,1,2,1,1,2,1,0,1,7.367272,1.473454,2,2,0,0,6.622384,4.765566,vrus,person
0053,0006_20230322_113007,1679484614680035,009,person,10.883547,16.064913,0.598822,sidewalk,0,1,0,0.02816,2,1,2,2,1,1,0,0,0.431541,0.086308,2,1,0,1,16.02926,0.539958,vrus,person
0055,0006_20230322_113007,1679484669720035,011,person,-1.397958,0.226709,8.347825,sidewalk,0,1,0,0.028731,1,2,1,1,2,1,0,1,7.750787,1.550157,2,2,0,0,7.577552,0.62484,vrus,person
0057,0007_20230322_114343,1679485465520035,000,person,-2.668381,2.35873,0.049283,sidewalk,0,1,0,0.015555,2,1,1,1,2,1,0,0,0.287962,0.057592,2,2,0,0,0.785031,2.030014,vrus,person
0058,0007_20230322_114343,1679485471280035,001,person,-1.35653,0.753223,0.117231,sidewalk,0,1,0,0.015864,1,1,1,0,3,0,1,0,0.406424,0.081285,2,2,0,0,0.197053,1.293105,vrus,person
0059,0007_20230322_114343,1679485475480035,003,person,-0.166875,-0.117395,0.050683,sidewalk,0,1,0,0.012479,1,2,1,1,2,1,0,1,5.518256,1.103651,2,2,0,0,0.039858,1.682359,vrus,person
0061,0007_20230322_114343,1679485485680035,005,person,11.306301,14.999294,2.986356,sidewalk,0,1,0,0.022957,1,2,1,1,2,1,0,1,7.841265,1.568253,3,2,0,1,3.214354,0.558298,vrus,person
0062,0007_20230322_114343,1679485485680035,006,person,11.335656,15.55682,1.986295,sidewalk,0,1,0,0.013556,1,2,1,1,2,1,0,1,5.803738,1.160748,2,2,0,0,4.935163,0.558298,vrus,person
0064,0008_20230322_114623,1679485650080035,000,person,-2.61245,3.293048,0.206655,sidewalk,0,1,0,0.050374,2,1,1,1,2,1,0,0,0.234216,0.046843,1,1,0,0,0.052587,1.259649,vrus,person
0065,0008_20230322_114623,1679485646320035,002,person,11.337132,16.264576,0.205066,sidewalk,0,1,0,0.066139,2,1,1,1,2,1,0,0,0.036528,0.007306,1,1,0,0,0.387259,1.440345,vrus,person
0066,0008_20230322_114623,1679485665600035,003,person,11.720903,14.844183,0.362953,sidewalk,0,1,0,0.013046,1,2,1,1,2,1,0,1,5.516646,1.103329,1,1,0,0,0.191064,1.406567,vrus,person
0068,0008_20230322_114623,1679485687000035,005,person,15.145223,13.891231,0.538062,sidewalk,0,1,0,0.023431,1,1,1,0,3,0,1,1,2.692798,0.53856,2,2,0,0,0.087716,2.446307,vrus,person
0072,0008_20230322_114623,1679485697280035,009,person,22.550783,11.1251,4.399051,crosswalk,1,0,0,0.017748,1,1,2,1,2,1,0,1,5.466795,1.093359,3,3,0,0,5.132902,0.904684,vrus,person
0075,0008_20230322_114623,1679485673920035,012,person,6.869677,10.591919,6.231871,crosswalk,1,0,0,0.037983,1,2,1,1,2,1,0,1,7.299573,1.533524,4,4,0,0,4.983669,0.831708,vrus,person
0082,0010_20230322_115554,1679486192800035,000,person,9.067973,16.024669,0.024124,sidewalk,0,1,0,0.030701,1,1,1,0,3,0,1,1,1.15754,0.231508,1,0,0,0,0.026144,3.896666,vrus,bicycle
0085,0010_20230322_115554,1679486214680035,004,person,-2.505423,0.146873,5.084421,sidewalk,0,1,0,0.080705,1,1,1,0,3,0,1,1,6.629923,1.325985,2,2,0,0,4.696339,0.766005,vrus,person
0086,0010_20230322_115554,1679486216120035,005,person,-1.982138,-2.352741,4.71866,sidewalk,0,1,0,0.047963,1,1,1,0,3,0,1,1,7.031744,1.406349,2,2,0,0,4.748518,0.783992,vrus,person
0087,0010_20230322_115554,1679486216280035,006,person,-1.330204,-1.475029,4.359973,sidewalk,0,1,0,0.021717,1,1,1,0,3,0,1,1,6.657083,1.331417,2,2,0,0,4.939089,1.299005,vrus,person
0091,0011_20230322_115737,1679486277800035,002,person,-3.684397,-3.60183,3.392997,sidewalk,0,1,0,0.042777,2,1,1,1,2,1,0,1,4.644126,0.928825,1,1,0,0,3.033755,0.644273,vrus,person
0094,0011_20230322_115737,1679486272680035,005,person,25.193313,10.364862,5.498617,crosswalk,1,0,0,0.016084,2,1,1,1,2,1,0,1,7.325707,1.465141,1,1,0,0,5.32864,0.587977,vrus,person
0096,0011_20230322_115737,1679486273760035,007,person,-1.658623,-0.603752,3.029767,sidewalk,0,1,0,0.037749,2,1,1,1,2,1,0,1,4.54705,0.90941,3,3,0,0,2.568463,0.281822,vrus,person
0099,0011_20230322_115737,1679486268560035,010,person,19.803794,13.910235,5.913244,crosswalk,1,0,0,0.028479,2,1,1,1,2,1,0,1,6.743101,1.546583,1,1,0,0,5.869609,0.539123,vrus,person
0101,0012_20230322_120632,1679486825680035,001,person,12.060285,15.264663,0.019273,sidewalk,0,1,0,0.025764,1,1,1,0,3,0,1,0,0.146905,0.029381,2,1,0,0,0.056137,1.614079,vrus,person
0102,0012_20230322_120632,1679486829440035,002,person,13.397944,15.89855,0.005138,sidewalk,0,1,0,0.010628,1,2,1,1,2,1,0,1,3.707291,0.741458,3,2,0,0,0.750569,1.179681,vrus,person
0104,0012_20230322_120632,1679486836960035,004,person,9.331831,10.022587,5.851636,road,0,0,1,0.042902,1,2,1,1,2,1,0,1,7.636247,1.527249,2,2,0,0,4.860796,2.111936,vrus,person
0105,0012_20230322_120632,1679486808240035,005,person,7.274346,-8.424963,4.931007,crosswalk,1,0,0,0.03039,2,1,1,1,2,1,0,1,3.600449,0.72009,1,0,0,0,4.513802,0.727024,vrus,bicycle
0106,0012_20230322_120632,1679486845520035,006,person,15.715002,18.187448,2.818522,sidewalk,0,1,0,0.044099,1,1,1,0,3,0,1,1,3.11371,0.622742,3,2,0,1,5.881154,0.707994,vrus,person
0107,0012_20230322_120632,1679486805040035,007,person,30.77074,7.957554,5.169619,sidewalk,0,1,0,0.02145,2,1,2,2,1,1,0,1,6.557478,1.311496,1,1,0,0,5.999602,0.217831,vrus,person
0109,0012_20230322_120632,1679486849560035,009,person,14.365671,15.646534,0.681033,sidewalk,0,1,0,0.018267,1,1,1,0,3,0,1,0,0.042266,0.008453,3,2,0,1,5.055113,0.371345,vrus,person
0111,0012_20230322_120632,1679486799520035,011,person,30.811073,15.224415,5.407928,ground,0,0,0,0.039077,2,1,2,2,1,1,0,1,6.312627,1.262525,1,1,0,0,5.637424,0.578034,vrus,person
0119,0014_20230323_082848,1679560169560005,001,person,-2.724251,1.9286,0.536367,sidewalk,0,1,0,0.004434,2,1,1,1,2,1,0,0,0.053105,0.010621,1,1,0,0,4.427773,4.456637,vrus,person
0122,0015_20230323_083456,1679560532920026,000,person,-0.59488,-1.092229,0.133929,sidewalk,0,1,0,0.019562,2,1,1,1,2,1,0,0,0.205589,0.041118,6,6,0,0,1.024954,1.687338,vrus,person
0123,0015_20230323_083456,1679560532920026,001,person,-3.58558,1.384417,0.015116,sidewalk,0,1,0,0.02848,2,1,1,1,2,1,0,0,0.001324,0.000265,3,3,0,0,0.463513,2.327458,vrus,person
0125,0015_20230323_083456,1679560533119996,003,person,-0.635858,-3.221678,0.374942,sidewalk,0,1,0,0.016559,2,1,1,1,2,1,0,0,0.103201,0.02064,5,5,0,0,1.145079,0.786652,vrus,person
0126,0015_20230323_083456,1679560530320011,004,person,-1.535913,0.313777,0.992372,sidewalk,0,1,0,0.035017,2,1,1,1,2,1,0,0,0.329737,0.065947,4,4,0,0,0.328962,1.670565,vrus,person
0127,0015_20230323_083456,1679560544840008,005,person,-2.464315,-2.723883,0.020092,sidewalk,0,1,0,0.068377,1,2,1,1,2,1,0,1,3.491142,0.698228,7,7,0,0,0.265594,1.4348,vrus,person
0128,0015_20230323_083456,1679560550600014,006,person,-0.067086,-3.39412,0.706769,sidewalk,0,1,0,0.034281,1,2,1,1,2,1,0,0,0.155876,0.031175,3,3,0,0,3.704911,0.812057,vrus,person
0130,0015_20230323_083456,1679560518760020,009,person,-2.420007,-0.338343,6.014664,sidewalk,0,1,0,0.018773,2,1,1,1,2,1,0,1,8.742712,1.748542,4,4,0,0,0.187174,1.154182,vrus,person
0131,0015_20230323_083456,1679560556199984,010,person,7.995468,11.727356,5.602387,crosswalk,1,0,0,0.014666,1,2,1,1,2,1,0,1,7.283801,1.45676,4,4,0,0,5.679025,1.599609,vrus,person
0132,0015_20230323_083456,1679560508640023,011,person,-3.804451,1.417545,0.016964,sidewalk,0,1,0,0.02216,2,1,2,2,1,1,0,0,0.016313,0.003263,3,3,0,0,0.173005,0.448214,vrus,person
0133,0015_20230323_083456,1679560548000000,012,person,-4.128882,-4.468204,5.09305,sidewalk,0,1,0,0.040773,1,2,1,1,2,1,0,1,6.490517,1.298103,3,3,0,0,1.59407,3.416975,vrus,person
0134,0015_20230323_083456,1679560558359990,013,person,8.103986,11.563526,5.56122,crosswalk,1,0,0,0.002982,1,1,1,0,3,0,1,1,6.006628,1.201326,4,4,0,0,5.642969,0.044731,vrus,person
0136,0016_20230323_083733,1679560700640023,000,person,-1.077992,-0.040396,0.058794,sidewalk,0,1,0,0.063393,2,1,1,1,2,1,0,0,0.001015,0.000203,4,4,0,0,0.174602,1.072653,vrus,person
0137,0016_20230323_083733,1679560699239993,001,person,-3.145072,2.290598,0.082009,sidewalk,0,1,0,0.018584,2,1,1,1,2,1,0,0,0.031473,0.006295,4,4,0,0,0.047088,1.170691,vrus,person
0138,0016_20230323_083733,1679560698480017,002,person,-2.534166,1.283586,0.03161,sidewalk,0,1,0,0.057359,2,1,1,1,2,1,0,0,0.154502,0.0309,4,4,0,0,0.067117,1.165975,vrus,person
0140,0016_20230323_083733,1679560706239993,004,person,-0.754354,-1.681376,0.020483,sidewalk,0,1,0,0.058596,2,1,1,1,2,1,0,0,0.08196,0.016392,6,6,0,0,0.765481,1.679178,vrus,person
0141,0016_20230323_083733,1679560726840008,005,person,-1.529894,-2.738764,2.445143,sidewalk,0,1,0,0.033336,1,2,1,1,2,1,0,1,5.804732,1.160946,4,4,0,0,4.37858,0.214705,vrus,person
0142,0016_20230323_083733,1679560727960035,007,person,0.384472,-1.293642,4.748175,sidewalk,0,1,0,0.010836,1,2,1,1,2,1,0,1,7.397501,1.4795,5,5,0,0,4.671983,1.541154,vrus,person
0143,0016_20230323_083733,1679560699079987,008,person,-2.197043,0.024327,0.116958,sidewalk,0,1,0,0.036538,2,1,1,1,2,1,0,0,0.047382,0.009476,4,4,0,0,0.038713,1.115949,vrus,person
0144,0016_20230323_083733,1679560663160005,009,person,18.392532,21.214161,4.729823,sidewalk,0,1,0,0.016946,1,1,2,1,2,1,0,1,6.385645,1.277129,2,1,0,1,2.565221,1.20249,vrus,person
0145,0016_20230323_083733,1679560719000000,010,person,-3.991194,-4.269577,3.517216,sidewalk,0,1,0,0.068872,1,1,1,0,3,0,1,1,2.711088,0.542218,3,3,0,0,0.293468,2.844793,vrus,person
0147,0016_20230323_083733,1679560705720011,012,person,-2.221769,-3.431446,2.525004,sidewalk,0,1,0,0.026458,2,1,1,1,2,1,0,1,0.705902,0.14118,5,5,0,0,0.580663,0.233781,vrus,person
0150,0016_20230323_083733,1679560729800029,016,person,-1.124595,3.964813,6.852989,crosswalk,1,0,0,0.023451,1,2,1,1,2,1,0,1,7.654321,1.530864,8,8,0,0,5.550774,1.579731,vrus,person
0151,0016_20230323_083733,1679560733680002,017,person,4.516267,9.121083,5.124079,crosswalk,1,0,0,0.000866,1,2,1,1,2,1,0,1,7.373492,1.474698,10,10,0,0,5.513115,1.420608,vrus,person
0153,0016_20230323_083733,1679560659800029,019,person,17.009298,18.721901,0.940957,sidewalk,0,1,0,0.016071,1,1,2,1,2,1,0,1,3.436177,0.687235,1,1,0,0,4.785945,1.667136,vrus,person
0154,0016_20230323_083733,1679560658800029,020,person,19.557773,22.1719,4.980019,sidewalk,0,1,0,0.035966,1,1,2,1,2,1,0,1,6.818686,1.363737,3,2,0,1,3.933751,4.02011,vrus,person
0155,0016_20230323_083733,1679560658320011,021,person,21.370859,24.732536,6.265144,sidewalk,0,1,0,0.054364,1,1,1,0,3,0,1,1,7.471125,1.556489,1,1,0,0,5.120433,3.808215,vrus,person
0156,0016_20230323_083733,1679560735760020,022,person,5.7322,9.85555,5.446394,crosswalk,1,0,0,0.001573,1,2,1,1,2,1,0,1,6.382273,1.424623,10,10,0,0,5.256862,0.703305,vrus,person
3499,0016_20230323_083733,1679560700640023,000,person,-1.077992,-0.040396,0.058794,sidewalk,0,1,0,0.063393,2,1,1,1,2,1,0,0,0.001015,0.000203,4,4,0,0,0.174602,1.072653,vrus,person
3500,0016_20230323_083733,1679560698480017,002,person,-2.534166,1.283586,0.03161,sidewalk,0,1,0,0.057359,2,1,1,1,2,1,0,0,0.154502,0.0309,4,4,0,0,0.067117,1.165975,vrus,person
3502,0016_20230323_083733,1679560706239993,004,person,-0.754354,-1.681376,0.020483,sidewalk,0,1,0,0.058596,2,1,1,1,2,1,0,0,0.08196,0.016392,6,6,0,0,0.765481,1.679178,vrus,person
3503,0016_20230323_083733,1679560726840008,005,person,-1.529894,-2.738764,2.445143,sidewalk,0,1,0,0.033336,1,2,1,1,2,1,0,1,5.804732,1.160946,4,4,0,0,4.37858,0.214705,vrus,person
3505,0016_20230323_083733,1679560699079987,008,person,-2.197043,0.024327,0.116958,sidewalk,0,1,0,0.036538,2,1,1,1,2,1,0,0,0.047382,0.009476,4,4,0,0,0.038713,1.115949,vrus,person
3506,0016_20230323_083733,1679560663160005,009,person,18.392532,21.214161,4.729823,sidewalk,0,1,0,0.016946,1,1,2,1,2,1,0,1,6.385645,1.277129,2,1,0,1,2.565221,1.20249,vrus,person
3507,0016_20230323_083733,1679560719000000,010,person,-3.991194,-4.269577,3.517216,sidewalk,0,1,0,0.068872,1,1,1,0,3,0,1,1,2.711088,0.542218,3,3,0,0,0.293468,2.844793,vrus,person
3509,0016_20230323_083733,1679560705720011,012,person,-2.221769,-3.431446,2.525004,sidewalk,0,1,0,0.026458,2,1,1,1,2,1,0,1,0.705902,0.14118,5,5,0,0,0.580663,0.233781,vrus,person
3512,0016_20230323_083733,1679560739440008,015,person,7.689914,11.3126,5.207893,crosswalk,1,0,0,0.017408,1,1,1,0,3,0,1,1,6.110566,1.222113,5,5,0,0,4.939281,0.40614,vrus,person
3513,0016_20230323_083733,1679560729800029,016,person,-1.124595,3.964813,6.852989,crosswalk,1,0,0,0.023451,1,2,1,1,2,1,0,1,7.654321,1.530864,8,8,0,0,5.550774,1.579731,vrus,person
3514,0016_20230323_083733,1679560733680002,017,person,4.516267,9.121083,5.124079,crosswalk,1,0,0,0.000866,1,2,1,1,2,1,0,1,7.373492,1.474698,10,10,0,0,5.513115,1.420608,vrus,person
3516,0016_20230323_083733,1679560659800029,019,person,17.009298,18.721901,0.940957,sidewalk,0,1,0,0.016071,1,1,2,1,2,1,0,1,3.436177,0.687235,1,1,0,0,4.785945,1.667136,vrus,person
3517,0016_20230323_083733,1679560658800029,020,person,19.557773,22.1719,4.980019,sidewalk,0,1,0,0.035966,1,1,2,1,2,1,0,1,6.818686,1.363737,3,2,0,1,3.933751,4.02011,vrus,person
0160,0017_20230323_084041,1679560902440008,002,person,-2.685079,1.442735,0.087552,sidewalk,0,1,0,0.03125,1,2,1,1,2,1,0,1,2.128996,0.425799,1,1,0,0,0.004375,0.948469,vrus,person
0161,0017_20230323_084041,1679560935680002,003,person,-2.986249,2.356589,0.152663,sidewalk,0,1,0,0.044095,1,1,2,1,2,1,0,0,0.038515,0.007703,1,1,0,0,0.226552,2.75156,vrus,person
0162,0017_20230323_084041,1679560939480017,004,person,-1.186013,0.257252,0.064094,sidewalk,0,1,0,0.024154,1,1,2,1,2,1,0,0,0.047294,0.009459,2,2,0,0,1.926841,1.890236,vrus,person
0163,0017_20230323_084041,1679560942680002,005,person,0.074784,-0.782177,0.042427,sidewalk,0,1,0,0.007682,2,1,2,2,1,1,0,0,0.046741,0.009348,3,3,0,0,1.443711,1.646248,vrus,person
0167,0017_20230323_084041,1679560948199984,009,person,-2.428999,-0.207546,0.081717,sidewalk,0,1,0,0.009036,2,1,2,2,1,1,0,0,0.044845,0.008969,3,3,0,0,0.042507,1.305628,vrus,person
0175,0018_20230323_085243,1679561623600014,002,person,26.721516,9.035145,0.038509,sidewalk,0,1,0,0.0159,1,2,1,1,2,1,0,0,0.005582,0.001116,1,1,0,0,0.017495,2.528703,vrus,person
0176,0018_20230323_085243,1679561623920026,003,person,24.93804,7.244135,0.035367,sidewalk,0,1,0,0.008045,1,2,1,1,2,1,0,0,0.018343,0.003669,1,1,0,0,0.026485,2.529551,vrus,person
0179,0019_20230323_103917,1679568023960035,002,person,-6.328824,4.104558,4.13636,sidewalk,0,1,0,0.043372,1,2,1,1,2,1,0,1,5.161182,1.032236,1,1,0,0,6.968828,3.034608,vrus,person
0189,0020_20230323_110950,1679569902800029,004,person,-2.656785,2.470783,0.665565,sidewalk,0,1,0,0.020256,1,2,1,1,2,1,0,1,3.963729,0.792746,1,1,0,0,0.186483,0.531396,vrus,person
0190,0020_20230323_110950,1679569879640023,005,person,13.507041,14.306352,6.906174,sidewalk,0,1,0,0.022867,2,1,1,1,2,1,0,1,9.305316,1.861063,1,1,0,0,4.289125,3.641796,vrus,person
0191,0020_20230323_110950,1679569909039978,006,person,2.218106,6.331201,6.0594,crosswalk,1,0,0,0.030117,1,2,1,1,2,1,0,1,7.786826,1.557365,2,2,0,0,5.667952,0.785448,vrus,person
0198,0022_20230323_112653,1679570868480017,000,person,-1.734895,3.012732,0.065993,sidewalk,0,1,0,0.033411,2,1,2,2,1,1,0,0,0.004025,0.000805,1,1,0,0,0.060784,1.970097,vrus,person
0199,0022_20230323_112653,1679570879560005,001,person,-0.64368,1.571998,2.417748,sidewalk,0,1,0,0.032802,1,2,1,1,2,1,0,1,6.819222,1.363844,1,1,0,0,4.333744,2.197054,vrus,person
0201,0023_20230323_113346,1679571252640023,001,person,-2.52814,1.934689,1.313493,sidewalk,0,1,0,0.050455,1,2,1,1,2,1,0,1,3.043649,0.60873,1,1,0,0,0.102655,0.505199,vrus,person
0202,0023_20230323_113346,1679571249760020,002,person,-2.7509,2.392105,0.085551,sidewalk,0,1,0,0.022873,1,1,1,0,3,0,1,0,0.037292,0.007458,1,1,0,0,0.933994,0.6081,vrus,person
0203,0024_20230323_113536,1679571392760020,000,person,10.600647,15.770235,0.050987,sidewalk,0,1,0,0.012644,2,1,2,2,1,1,0,0,0.089475,0.017895,1,1,0,0,0.020566,0.061589,vrus,person
0204,0024_20230323_113536,1679571394600014,001,person,10.592867,15.756462,0.052682,sidewalk,0,1,0,0.001915,2,1,2,2,1,1,0,0,0.004451,0.00089,1,1,0,0,0.049071,0.089617,vrus,person
0206,0024_20230323_113536,1679571389359990,003,person,0.194355,-1.71475,6.277,sidewalk,0,1,0,0.056611,2,1,2,2,1,1,0,1,8.193255,1.638651,1,0,0,1,7.314159,4.364691,vehicles,car
0209,0025_20230523_092441,1684833934560005,000,person,0.673529,-4.519797,0.473181,sidewalk,0,1,0,0.020363,1,1,1,0,3,0,1,0,0.190811,0.038162,1,0,0,1,0.305868,4.756902,vehicles,car
0210,0025_20230523_092441,1684833907280002,001,person,-1.99864,1.970673,0.043702,sidewalk,0,1,0,0.037731,1,1,1,0,3,0,1,0,0.01174,0.002348,2,2,0,0,0.419738,1.611555,vrus,person
0212,0025_20230523_092441,1684833902199984,003,person,-2.755568,3.344387,0.171373,sidewalk,0,1,0,0.029404,2,1,1,1,2,1,0,0,0.049446,0.009889,2,2,0,0,0.065959,0.66958,vrus,person
