sample_id,src_info,archive,scene_path,target_type,target_id,other_type,other_id,target_class_name,other_class_name,ts_min_dist,ax,ay,az,bx,by,bz,avx,avy,bvx,bvy,speed_a,speed_b,dx_global,dy_global,dvx_global,dvy_global,dist_xy,theta_global,rel_x_local,rel_y_local,rel_vx_local,rel_vy_local,theta_local,closing_speed,heading_a,heading_b,heading_diff,heading_a_source,heading_b_source,Rga_11,Rga_12,Rga_21,Rga_22,Rba_11,Rba_12,Rba_21,Rba_22
0000,20230322_081506/000,imptc_set_01.tar.gz,0000_20230322_081506,vrus,000,vehicles,1031,person,car,1679472968160035,-1.1684552342703731,1.457822549789822,1.7791209049967114,1.0622885767837011,3.9415562243412556,0.7600916022658478,0.2565967878673414,-0.40051755985648085,8.301953065741039,-7.029331480505318,0.47566398570548424,10.878139811961884,2.230743811054074,2.4837336745514333,8.045356277873697,-6.628813920648837,3.338435399503309,0.839009076285388,-0.887974004520927,3.2181754277776546,9.9216444721837,3.1984218921362038,1.8400219959991602,-0.44419621471830517,-1.001012919713772,-0.7025798797171737,0.2984330399965983,velocity,velocity,0.5394496862880384,-0.8420178358940724,0.8420178358940724,0.5394496862880384,0.9557983844311355,-0.2940228704009794,0.2940228704009794,0.9557983844311355
0000,20230322_081506/000,imptc_set_01.tar.gz,0000_20230322_081506,vrus,000,vehicles,1033,person,car,1679472970600035,-0.4861464058703254,0.7695436468726843,1.8003876296393813,1.7530903420691875,3.772605148290192,0.7168551054975408,-0.03456787795511132,-0.03678779775081603,7.9781240330122625,-6.342585812040241,0.05048049375426528,10.192097814935941,2.239236747939513,3.0030615014175077,8.012691910967375,-6.305798014289425,3.746005818818052,0.9300841928586538,-3.7218669586984348,-0.424577362052625,-0.8915391018584993,10.157336180660547,-3.028007219710343,0.26545209045763407,-2.32509389461059,-0.6716829663778869,1.653410928232703,velocity,velocity,-0.6847769382642094,-0.7287527322909295,0.7287527322909295,-0.6847769382642094,-0.0825206570203545,-0.9965893543305231,0.9965893543305231,-0.0825206570203545
0000,20230322_081506/000,imptc_set_01.tar.gz,0000_20230322_081506,vrus,000,vehicles,1050,person,car,1679472987600035,12.056136930139044,14.646196670644125,1.7736813262615063,9.029102034043081,10.687159910406587,0.6718416991548681,1.040912619480694,1.1043324144901945,-2.916043280410374,4.161653364494877,1.517580035150668,5.081600844166927,-3.0270348960959623,-3.959036760237538,-3.956955899891068,3.0573209500046827,4.983664548411624,-2.223569031275882,-4.957215615120017,-0.512762787558831,-0.48929656896899676,4.976474681199075,-3.038521547695983,0.025323220775372857,0.8149525164201014,2.181987546573945,1.3670350301538439,velocity,velocity,0.6859029477001193,0.7276930302925042,-0.7276930302925042,0.6859029477001193,0.20235423790950013,-0.979312392651122,0.979312392651122,0.20235423790950013
0001,20230322_081506/002,imptc_set_01.tar.gz,0000_20230322_081506,vrus,002,vrus,001,person,scooter,1679472926160035,10.118743599664267,16.059575189971433,1.7062108805425227,10.429450023066094,16.906859273149404,1.811606630384053,-1.1362222745605832,0.5765311922574679,0.0338643452553411,0.1400173090962742,1.274122942597551,0.14405429783985804,0.3107064234018271,0.8472840831779713,1.1700866198159243,-0.43651388316119366,0.902457089921671,1.2193145035140038,0.10631167449274087,-0.8961733242048886,-1.2409652924642758,-0.14018634371355115,-1.452719675079355,0.006978544072267723,2.672034178593359,1.3334950178797438,-1.338539160713615,velocity,velocity,-0.8917681619045095,0.4524925915564281,-0.4524925915564281,-0.8917681619045095,0.23017466768076536,0.9731493319928084,-0.9731493319928084,0.23017466768076536
0001,20230322_081506/002,imptc_set_01.tar.gz,0000_20230322_081506,vrus,002,vehicles,1010,person,car,1679472925000035,11.446975101381328,15.563494886101402,1.6826553894226768,9.27803247956482,13.03831079391532,0.7118090310025346,-1.0924556888380899,0.3499111700388857,-6.319597040932501,5.215124643942914,1.1471256509174081,8.193584796145307,-2.168942621816509,-2.525184092186082,-5.227141352094411,4.865213473904029,3.3287935947069354,-2.280448791350873,1.295310225621844,3.0664373816468853,6.462075745294959,-3.038895510461539,1.17111693484366,0.28484493664082944,2.8316195809850533,2.451655433663768,-0.37996414732128514,velocity,velocity,-0.9523417839749322,0.3050329924703942,-0.3050329924703942,-0.9523417839749322,0.9286779334720665,0.3708871740597832,-0.3708871740597832,0.9286779334720665
0001,20230322_081506/002,imptc_set_01.tar.gz,0000_20230322_081506,vrus,002,vehicles,1015,person,car,1679472927880035,8.516872679307857,17.53206623248813,1.7009892634062094,6.959955020084184,14.208058603533754,0.819928486139422,-0.7164438488816538,1.0527299209400098,-7.548468826585319,4.163505312687832,1.273393919823209,8.620565997352504,-1.5569176592236733,-3.3240076289543765,-6.832024977703665,3.110775391747822,3.670561171667,-2.008834176061646,-1.872035174000254,3.1572937180844067,6.415586312861176,3.8979149677871288,2.105996629160669,-0.08082121180833779,2.168354501957271,2.6375452370741748,0.46919073511690357,velocity,velocity,-0.5626254670519558,0.8267119110213477,-0.8267119110213477,-0.5626254670519558,0.8919345011737954,-0.45216462225151244,0.45216462225151244,0.8919345011737954
0001,20230322_081506/002,imptc_set_01.tar.gz,0000_20230322_081506,vrus,002,vehicles,1002,person,car,1679472932920035,4.220901478663899,21.701334723810305,1.6348427681824136,2.1703408218966103,19.353243489254794,0.8092625107067231,-0.9301684732117455,0.8340487678046404,-7.543954241244963,6.2498765463527395,1.2493401200767982,9.796540330067952,-2.050560656767289,-2.348091234555511,-6.6137857680332175,5.415827778548099,3.117423848769737,-2.2886560583663886,-0.04086615383604264,3.1171559810745704,8.539707741623937,0.38307231690655286,1.5839056524262156,-0.2710927979455926,2.410623596386982,2.4497363844482742,0.039112788061292036,velocity,velocity,-0.744527817736748,0.6675914383933902,-0.6675914383933902,-0.744527817736748,0.9992351924133644,-0.03910281630044554,0.03910281630044554,0.9992351924133644
0001,20230322_081506/002,imptc_set_01.tar.gz,0000_20230322_081506,vrus,002,vehicles,1009,person,car,1679472922280035,14.434005129364447,14.546553626152187,1.6935867669123617,11.48818766833834,11.433813649605545,0.7318035214259823,-1.1514706533024555,0.4400336545803407,-5.770073939279219,4.973809996520329,1.2326858004293364,7.617909105931545,-2.945817461026108,-3.112739976546642,-4.618603285976763,4.533776341939988,4.2856727214380115,-2.32864993024624,1.6405737845077883,3.9592307753986367,5.932736722768391,-2.5863602243858965,1.1779664561945664,0.11827890085013415,2.77656892073878,2.4301724701307394,-0.3463964506080406,velocity,velocity,-0.934115289477177,0.3569714637964354,-0.3569714637964354,-0.934115289477177,0.9406022602210498,0.3395105124544049,-0.3395105124544049,0.9406022602210498
0001,20230322_081506/002,imptc_set_01.tar.gz,0000_20230322_081506,vrus,002,vehicles,1001,person,car,1679472938840035,-1.482561758848869,26.53551717305467,1.7201277745640788,-4.2032639251908455,23.54375334552942,0.9276509793914149,-0.9090941154346083,0.8789955709267883,-6.689433601043532,5.847442242500156,1.2645494551130625,8.884880566566187,-2.7207021663419764,-2.9917638275252507,-5.780339485608923,4.968446671573368,4.043868330896354,-2.3087791539544296,-0.12365892353969565,4.041977183044885,7.609125282822576,0.44609340666318475,1.6013804590479783,-0.21320257217566896,2.3730256941771786,2.423254961671287,0.0502292674941085,velocity,velocity,-0.718907522168302,0.6951057290584163,-0.6951057290584163,-0.718907522168302,0.9987387755472239,-0.05020814892457115,0.05020814892457115,0.9987387755472239
0001,20230322_081506/002,imptc_set_01.tar.gz,0000_20230322_081506,vrus,002,vehicles,1014,person,car,1679472936200035,1.1670890182690952,24.41430295991455,1.6726762122715353,-1.9340175037462553,21.41334116344466,0.9275484442018137,-0.8975855117969223,0.6447002591905004,-6.955011048206616,6.592382536730712,1.105123601769522,9.582885066161868,-3.1011065220153506,-3.000961796469891,-6.057425536409694,5.947682277540212,4.3153949257000725,-2.3726046204553994,0.7680475155321231,4.2464969538012,8.389586188673741,-1.2969858081447927,1.3918645569873402,-0.21688734432373913,2.518716129736847,2.382955500669887,-0.13576062906696018,velocity,velocity,-0.8122037302974162,0.5833738942487587,-0.5833738942487587,-0.8122037302974162,0.9907986712655085,0.13534398035562184,-0.13534398035562184,0.9907986712655085
