sample_id,split,track_id_A,track_id_B,class_A,class_B,ts,ax,ay,bx,by,avx,avy,bvx,bvy,speed_a,speed_b,rel_x,rel_y,rel_vx,rel_vy,dist_xy,theta_global,theta_local,heading_a,heading_b,heading_diff,closing_speed
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472921440035,-3.0015,2.3384,-7.7775,5.5942,-0.0161,-0.0032,1.0516,-0.9039,0.0164,1.3867,4.0531,-4.1211,-0.8725,1.0908,5.7802,2.5433,-0.7937,-2.9462,-0.71,2.2362,1.3895
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472921560035,-3.0037,2.3381,-7.651,5.4856,-0.0198,-0.0005,1.0589,-0.907,0.0198,1.3943,4.5634,-3.2679,-1.0546,0.9344,5.6128,2.5463,-0.6215,-3.1154,-0.7083,2.4072,1.4014
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472921680035,-3.0062,2.3382,-7.5234,5.3765,-0.0197,0.0019,1.0697,-0.912,0.0198,1.4057,4.7832,-2.5993,-1.1706,0.8072,5.4439,2.5495,-0.4978,3.0473,-0.706,2.53,1.414
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472921800035,-3.0085,2.3386,-7.3943,5.2667,-0.0152,0.0036,1.0829,-0.919,0.0156,1.4203,4.9463,-1.8286,-1.2824,0.6421,5.2735,2.5529,-0.3541,2.907,-0.7037,2.6725,1.4255
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472921920035,-3.0099,2.3391,-7.2635,5.1559,-0.0068,0.0037,1.0979,-0.928,0.0078,1.4376,5.0835,-0.4313,-1.4162,0.2876,5.1018,2.5567,-0.0846,2.6413,-0.7017,2.9401,1.4355
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472922040035,-3.0101,2.3395,-7.1308,5.044,0.0045,0.001,1.1155,-0.9389,0.0046,1.458,-3.4414,3.5286,0.8824,-1.1571,4.929,2.5608,2.3437,0.2171,-0.6997,-0.9168,1.4445
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472922160035,-3.0088,2.3393,-6.9958,4.9306,0.0173,-0.0056,1.1382,-0.9508,0.0182,1.4831,-4.5935,1.229,1.3586,-0.5515,4.7551,2.5653,2.8802,-0.3149,-0.6959,-0.381,1.455
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472922280035,-3.0059,2.3381,-6.8576,4.8158,0.0295,-0.0164,1.1644,-0.9641,0.0338,1.5118,-4.5701,0.2972,1.4522,-0.2779,4.5798,2.57,3.0766,-0.5067,-0.6916,-0.1849,1.4672
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472922400035,-3.0017,2.3354,-6.7163,4.6992,0.0409,-0.0299,1.186,-0.9806,0.0506,1.5389,-4.3937,-0.2858,1.4856,-0.091,4.403,2.5749,-3.0766,-0.6317,-0.6909,-0.0592,1.4765
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472922520035,-2.9961,2.331,-6.573,4.5805,0.0515,-0.045,1.1986,-0.9981,0.0684,1.5597,-4.1739,-0.6576,1.4909,0.0363,4.2254,2.5802,-2.9853,-0.7177,-0.6944,0.0233,1.4784
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472922640035,-2.9893,2.3246,-6.4287,4.4597,0.0611,-0.0609,1.2033,-1.0128,0.0863,1.5728,-3.9425,-0.9188,1.4809,0.1334,4.0481,2.586,-2.9126,-0.7845,-0.6996,0.0849,1.4725
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472922760035,-2.9815,2.3163,-6.2842,4.3374,0.071,-0.0748,1.2036,-1.0235,0.1031,1.5799,-3.7391,-1.0058,1.4677,0.1691,3.872,2.5924,-2.8788,-0.8119,-0.7047,0.1072,1.4612
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472922880035,-2.9723,2.3067,-6.1398,4.214,0.084,-0.0827,1.2016,-1.0299,0.1179,1.5826,-3.5955,-0.8625,1.461,0.1088,3.6975,2.5996,-2.9062,-0.7774,-0.7086,0.0688,1.4461
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472923000035,-2.9613,2.2965,-5.9958,4.0902,0.1014,-0.0846,1.2003,-1.0325,0.132,1.5833,-3.4791,-0.5666,1.4511,-0.0239,3.525,2.6077,-2.9801,-0.6953,-0.7104,-0.0151,1.4284
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472923120035,-2.948,2.2864,-5.8518,3.9662,0.1224,-0.0824,1.1971,-1.0302,0.1475,1.5793,-3.3469,-0.2281,1.4208,-0.1861,3.3547,2.6171,-3.0736,-0.5925,-0.7106,-0.1181,1.4049
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472923240035,-2.932,2.2767,-5.7085,3.843,0.1463,-0.0765,1.189,-1.0249,0.1651,1.5697,-3.1862,0.1015,1.3634,-0.3574,3.1878,2.628,3.1098,-0.4818,-0.7114,-0.2297,1.3741
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472923360035,-2.9129,2.268,-5.5664,3.7203,0.1732,-0.068,1.1805,-1.0231,0.1861,1.5621,-3.0006,0.3829,1.2865,-0.5214,3.025,2.6408,3.0147,-0.3738,-0.7141,-0.3403,1.3421
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472923480035,-2.8904,2.2604,-5.4252,3.5974,0.2015,-0.0592,1.1743,-1.0257,0.21,1.5592,-2.8089,0.5682,1.2058,-0.653,2.8658,2.6562,2.942,-0.2858,-0.7179,-0.4322,1.3114
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472923600035,-2.8645,2.2538,-5.2846,3.4741,0.2305,-0.0531,1.1674,-1.0295,0.2365,1.5565,-2.6323,0.6458,1.1322,-0.7411,2.7103,2.6746,2.901,-0.2264,-0.7227,-0.4963,1.2762
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472923720035,-2.8351,2.2477,-5.145,3.3503,0.2604,-0.0516,1.1583,-1.0319,0.2654,1.5513,-2.4802,0.6328,1.0713,-0.7871,2.5596,2.6962,2.8918,-0.1956,-0.7277,-0.5321,1.2327
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472923840035,-2.802,2.2414,-5.0066,3.2264,0.2911,-0.0548,1.1505,-1.0333,0.2962,1.5464,-2.3487,0.5603,1.0255,-0.8027,2.4146,2.7214,2.9074,-0.186,-0.7318,-0.5458,1.1838
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472923960035,-2.7652,2.2345,-4.8689,3.1024,0.3209,-0.0614,1.1467,-1.0345,0.3267,1.5444,-2.2294,0.4567,0.9941,-0.8004,2.2757,2.7503,2.9395,-0.1892,-0.734,-0.5448,1.1345
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472924080035,-2.725,2.2267,-4.7314,2.9782,0.3464,-0.0691,1.1456,-1.0321,0.3533,1.542,-2.1146,0.3445,0.9721,-0.7881,2.1425,2.7832,2.9801,-0.1969,-0.7333,-0.5365,1.0862
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472924200035,-2.6821,2.2179,-4.5939,2.8546,0.3662,-0.075,1.144,-1.025,0.3739,1.536,-2.0008,0.2402,0.9525,-0.7746,2.0151,2.8201,3.0221,-0.202,-0.7306,-0.5286,1.0381
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472924320035,-2.6371,2.2087,-4.4568,2.7322,0.3797,-0.0798,1.1417,-1.0167,0.388,1.5288,-1.8885,0.138,0.9384,-0.7601,1.8935,2.8615,3.0686,-0.2072,-0.7275,-0.5204,0.9913
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472924440035,-2.5909,2.1988,-4.3199,2.6106,0.3883,-0.0863,1.1417,-1.0101,0.3978,1.5244,-1.7772,0.0268,0.9359,-0.7382,1.7774,2.9077,3.1265,-0.2188,-0.7243,-0.5055,0.9469
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472924560035,-2.5439,2.1879,-4.1828,2.4897,0.3919,-0.0935,1.1426,-1.0053,0.4029,1.5219,-1.6642,-0.0866,0.9417,-0.7128,1.6664,2.9595,-3.0896,-0.2341,-0.7216,-0.4875,0.9034
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472924680035,-2.4969,2.1764,-4.0457,2.3694,0.3873,-0.0987,1.1396,-1.0019,0.3997,1.5174,-1.5486,-0.1953,0.952,-0.6896,1.5608,3.0176,-3.0161,-0.2495,-0.7212,-0.4717,0.8583
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472924800035,-2.451,2.1643,-3.9093,2.2493,0.373,-0.103,1.1317,-0.9984,0.387,1.5092,-1.4283,-0.3063,0.9696,-0.6611,1.4608,3.0834,-2.9304,-0.2695,-0.7229,-0.4535,0.8095
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472924920035,-2.4073,2.1516,-3.7741,2.1298,0.3486,-0.1077,1.1202,-0.9931,0.3649,1.4971,-1.2994,-0.4245,0.9986,-0.6181,1.3669,-3.1256,-2.8258,-0.2997,-0.7254,-0.4256,0.7573
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472925040035,-2.3673,2.1384,-3.6404,2.0109,0.3129,-0.1121,1.1083,-0.9898,0.3324,1.486,-1.1555,-0.5495,1.0449,-0.5578,1.2795,-3.0418,-2.6977,-0.3441,-0.7289,-0.3848,0.704
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472925160035,-2.3322,2.1247,-3.5081,1.8922,0.2679,-0.1143,1.0972,-0.9964,0.2912,1.4821,-0.9904,-0.6751,1.1089,-0.4861,1.1986,-2.9464,-2.5433,-0.4031,-0.7373,-0.3342,0.6424
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472925280035,-2.303,2.111,-3.3771,1.7718,0.2174,-0.1126,1.0819,-1.0104,0.2449,1.4803,-0.7977,-0.7952,1.1805,-0.3995,1.1264,-2.8357,-2.3578,-0.4779,-0.7512,-0.2733,0.554
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472925400035,-2.2801,2.0977,-3.2485,1.6497,0.1641,-0.1065,1.0627,-1.0221,0.1957,1.4745,-0.5684,-0.903,1.2522,-0.2787,1.067,-2.7083,-2.1326,-0.5758,-0.7659,-0.1902,0.4312
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472925520035,-2.2636,2.0854,-3.1221,1.5265,0.1109,-0.0951,1.0449,-1.0318,0.1461,1.4684,-0.2879,-0.9831,1.3187,-0.1032,1.0244,-2.5644,-1.8557,-0.7088,-0.7791,-0.0703,0.2716
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472925640035,-2.2534,2.0749,-2.9977,1.4021,0.0622,-0.0773,1.0273,-1.0422,0.0992,1.4634,0.0578,-1.0016,1.3567,0.1474,1.0033,-2.4066,-1.5131,-0.8935,-0.7926,0.1009,0.0689
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472925760035,-2.2487,2.0669,-2.8755,1.2764,0.0206,-0.0546,1.0057,-1.0561,0.0583,1.4583,0.5187,-0.8653,1.2845,0.5688,1.0089,-2.2412,-1.0307,-1.2105,-0.8098,0.4007,-0.1726
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472925880035,-2.2485,2.0618,-2.7563,1.1486,-0.0143,-0.0317,0.9767,-1.0726,0.0348,1.4507,1.0413,-0.0864,0.54,1.3319,1.0448,-2.0783,-0.0828,-1.9955,-0.8322,1.1633,-0.428
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472926000035,-2.2521,2.0593,-2.6411,1.0189,-0.0438,-0.011,0.9383,-1.0872,0.0452,1.4362,0.6299,0.9148,-0.6915,1.2825,1.1107,-1.9286,0.9678,-2.8964,-0.8588,2.0376,-0.6642
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472926120035,-2.259,2.0591,-2.5311,0.8877,-0.0668,0.0073,0.8937,-1.1023,0.0672,1.4191,0.1424,1.1942,-1.0761,0.998,1.2026,-1.799,1.4521,3.032,-0.8896,2.3616,-0.8636
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472926240035,-2.2682,2.061,-2.4266,0.7544,-0.0815,0.0215,0.8471,-1.1214,0.0843,1.4054,-0.1799,1.3039,-1.1893,0.8684,1.3162,-1.6915,1.7079,2.8838,-0.9239,2.4755,-1.0228
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472926360035,-2.2786,2.0643,-2.3278,0.6186,-0.0881,0.0302,0.7958,-1.1436,0.0931,1.3933,-0.4227,1.3834,-1.2171,0.8233,1.4466,-1.6048,1.8673,2.811,-0.9628,2.5094,-1.1431
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472926480035,-2.2893,2.0683,-2.2356,0.4799,-0.0861,0.0334,0.7329,-1.1663,0.0923,1.3774,-0.6253,1.4611,-1.1979,0.8216,1.5893,-1.537,1.9752,2.771,-1.0098,2.5025,-1.2267
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472926600035,-2.2992,2.0723,-2.1519,0.3387,-0.0768,0.0318,0.6562,-1.1895,0.0832,1.3585,-0.7997,1.5453,-1.1447,0.8477,1.7399,-1.486,2.0484,2.7488,-1.0667,2.4677,-1.279
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472926720035,-2.3077,2.0759,-2.0781,0.1944,-0.0625,0.027,0.5691,-1.2156,0.0681,1.3423,-0.956,1.6367,-1.0722,0.8908,1.8954,-1.4494,2.0995,2.7344,-1.1329,2.4159,-1.31
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472926840035,-2.3142,2.0788,-2.0153,0.0469,-0.0464,0.021,0.4747,-1.2401,0.051,1.3279,-1.11,1.7279,-0.9947,0.9341,2.0538,-1.4247,2.1418,2.7166,-1.2052,2.3613,-1.3235
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472926960035,-2.3189,2.081,-1.9642,-0.1032,-0.0314,0.016,0.3733,-1.2581,0.0352,1.3123,-1.3076,1.7851,-0.939,0.9515,2.2127,-1.4098,2.203,2.6704,-1.2823,2.3305,-1.3224
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472927080035,-2.3218,2.0826,-1.9257,-0.255,-0.0176,0.0129,0.2633,-1.2723,0.0218,1.2993,-1.6966,1.6562,-0.9838,0.8733,2.371,-1.403,2.3683,2.5119,-1.3668,2.4045,-1.3141
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472927200035,-2.3231,2.084,-1.901,-0.4085,-0.0064,0.0106,0.1493,-1.2881,0.0124,1.2967,-2.3494,0.9336,-1.1907,0.5413,2.5281,-1.4031,2.7633,2.1168,-1.4554,2.711,-1.3064
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472927320035,-2.3233,2.0852,-1.8899,-0.5642,0.0027,0.0079,0.0399,-1.3093,0.0084,1.3099,-2.3689,-1.263,-1.2352,-0.4592,2.6846,-1.4086,-2.6518,1.2431,-1.5403,-2.7834,-1.306
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472927440035,-2.3225,2.0859,-1.8914,-0.7228,0.0096,0.0066,-0.0641,-1.3349,0.0117,1.3365,-1.2312,-2.561,-0.8187,-1.0652,2.8416,-1.4185,-2.0189,0.6004,-1.6188,-2.2192,-1.3148
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472927560035,-2.321,2.0867,-1.9053,-0.8846,0.0137,0.0074,-0.1631,-1.3628,0.0155,1.3725,-1.0413,-2.8137,-0.8047,-1.123,3.0002,-1.4318,-1.9252,0.4935,-1.6899,-2.1833,-1.3324
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472927680035,-2.3192,2.0877,-1.9306,-1.0499,0.016,0.0084,-0.25,-1.3921,0.018,1.4143,-1.1185,-2.9571,-0.888,-1.1151,3.1615,-1.4476,-1.9324,0.4848,-1.7485,-2.2333,-1.3572
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472927800035,-2.3172,2.0888,-1.9653,-1.2186,0.0161,0.0092,-0.3178,-1.4225,0.0185,1.4575,-1.3407,-3.0439,-1.002,-1.0757,3.3261,-1.4648,-1.9857,0.5209,-1.7906,-2.3115,-1.3883
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472927920035,-2.3153,2.0899,-2.0068,-1.3912,0.0138,0.0102,-0.3734,-1.4493,0.0171,1.4966,-1.8197,-2.9837,-1.1784,-0.9441,3.4948,-1.4824,-2.1185,0.636,-1.823,-2.459,-1.4196
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472928040035,-2.3139,2.0912,-2.0549,-1.5665,0.0113,0.0118,-0.4371,-1.463,0.0163,1.5269,-2.4629,-2.7166,-1.3753,-0.6961,3.6668,-1.5001,-2.3072,0.8071,-1.8611,-2.6682,-1.4395
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472928160035,-2.3126,2.0927,-2.1117,-1.7424,0.0097,0.0134,-0.5112,-1.4629,0.0166,1.5496,-2.9914,-2.4083,-1.5018,-0.4421,3.8404,-1.5185,-2.4638,0.9453,-1.907,-2.8523,-1.4471
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472928280035,-2.3115,2.0944,-2.1776,-1.9176,0.0078,0.0144,-0.588,-1.4551,0.0164,1.5694,-3.4568,-2.0407,-1.5752,-0.1815,4.0142,-1.5374,-2.6083,1.0709,-1.9548,-3.0257,-1.4488
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472928400035,-2.3107,2.0962,-2.2529,-2.0916,0.0053,0.0139,-0.6745,-1.4467,0.0148,1.5963,-3.8937,-1.5428,-1.6069,0.1162,4.1882,-1.557,-2.7643,1.2073,-2.0071,3.0687,-1.4511
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472928520035,-2.3103,2.0978,-2.3395,-2.2648,0.0022,0.0112,-0.7666,-1.4465,0.0114,1.6371,-4.2854,-0.8173,-1.5792,0.4716,4.3626,-1.5775,-2.9531,1.3756,-2.0581,2.8494,-1.4629
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472928640035,-2.3102,2.0989,-2.4369,-2.4388,-0.0014,0.0059,-0.8419,-1.4514,0.0061,1.6779,-4.3825,1.1832,-1.2206,1.1577,4.5394,-1.5987,2.8779,1.8066,-2.0964,2.3802,-1.4802
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472928760035,-2.3106,2.0992,-2.5416,-2.6131,-0.0056,-0.0019,-0.8959,-1.4483,0.0059,1.703,1.7176,4.3942,1.304,1.0882,4.718,-1.6198,1.1982,-2.8179,-2.1247,0.6932,-1.4883
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472928880035,-2.3116,2.0984,-2.6519,-2.7864,-0.0094,-0.0089,-0.9355,-1.4361,0.013,1.7139,3.6051,3.3136,1.6536,0.3998,4.8966,-1.6404,0.7433,-2.3836,-2.1482,0.2355,-1.4881
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472929000035,-2.3129,2.097,-2.7661,-2.9578,-0.0121,-0.0128,-0.9627,-1.4215,0.0176,1.7168,3.9936,3.1317,1.6775,0.2721,5.0751,-1.6602,0.665,-2.3252,-2.1661,0.1592,-1.488
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472929120035,-2.3145,2.0953,-2.8829,-3.1275,-0.0134,-0.0144,-0.9814,-1.4089,0.0196,1.717,4.2119,3.1404,1.6804,0.2407,5.2537,-1.6792,0.6407,-2.3199,-2.1793,0.1406,-1.4911
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472929240035,-2.3161,2.0936,-3.0016,-3.2959,-0.0133,-0.0143,-0.9962,-1.3986,0.0195,1.7171,4.4168,3.1636,1.6832,0.2212,5.4329,-1.6973,0.6216,-2.3189,-2.1897,0.1292,-1.4972
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472929360035,-2.3176,2.0919,-3.122,-3.4632,-0.0125,-0.0131,-1.0126,-1.3866,0.0181,1.717,4.582,3.2421,1.6846,0.2205,5.613,-1.7146,0.6158,-2.3304,-2.2016,0.1288,-1.5026
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472929480035,-2.3191,2.0904,-3.2447,-3.6287,-0.0115,-0.0116,-1.0339,-1.3706,0.0163,1.7168,4.7195,3.3603,1.6854,0.2275,5.7935,-1.7312,0.6187,-2.35,-2.2171,0.1329,-1.5049
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472929600035,-2.3204,2.0891,-3.3701,-3.7921,-0.0105,-0.01,-1.054,-1.3535,0.0145,1.7154,4.8206,3.5288,1.6824,0.2511,5.9742,-1.7474,0.6319,-2.3793,-2.2324,0.1469,-1.5059
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472929720035,-2.3216,2.088,-3.4976,-3.9535,-0.0098,-0.008,-1.0606,-1.3376,0.0127,1.707,4.7444,3.9209,1.656,0.36,6.1549,-1.763,0.6906,-2.4537,-2.2412,0.2125,-1.5058
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472929840035,-2.3227,2.0872,-3.6247,-4.1132,-0.0097,-0.0058,-1.0611,-1.3196,0.0113,1.6933,4.2872,4.6646,1.5752,0.5921,6.3356,-1.7778,0.8275,-2.6053,-2.2481,0.3572,-1.5019
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472929960035,-2.3239,2.0866,-3.7523,-4.2702,-0.0107,-0.0034,-1.0701,-1.3007,0.0112,1.6844,3.2716,5.6344,1.4002,0.9193,6.5154,-1.7918,1.0447,-2.8365,-2.2592,0.5773,-1.4981
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472930080035,-2.3253,2.0864,-3.8815,-4.4253,-0.0128,-0.0011,-1.0757,-1.2897,0.0128,1.6795,2.0861,6.3618,1.1653,1.197,6.6951,-1.8054,1.2539,-3.0593,-2.266,0.7933,-1.5005
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472930200035,-2.327,2.0864,-4.0105,-4.5798,-0.0135,0.0006,-1.0677,-1.2846,0.0135,1.6704,1.377,6.7361,0.9944,1.3321,6.8754,-1.8182,1.3691,3.0959,-2.2643,0.9231,-1.5042
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472930320035,-2.3286,2.0865,-4.1378,-4.7336,-0.0107,0.0018,-1.0514,-1.2795,0.0108,1.6561,0.6814,7.0231,0.8196,1.4328,7.056,-1.8301,1.4741,2.979,-2.2586,1.0456,-1.5053
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472930440035,-2.3296,2.0868,-4.2628,-4.8869,-0.0052,0.0021,-1.033,-1.2757,0.0057,1.6415,-0.8599,7.1854,0.4655,1.5725,7.2367,-1.8412,1.6899,2.7521,-2.2514,1.2797,-1.506
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472930560035,-2.3298,2.087,-4.3857,-5.0398,0.0008,0.0003,-1.0161,-1.2724,0.0009,1.6283,-4.4121,-5.9626,-1.3969,-0.8382,7.4175,-1.8516,-2.2078,0.3562,-2.2447,-2.6009,-1.5046
0000,train,train/0000,train/0002,pedestrian,pedestrian,1679472930680035,-2.3294,2.0869,-4.5067,-5.1922,0.0053,-0.0032,-1.0039,-1.2639,0.0062,1.6141,1.9282,-7.349,-0.2059,-1.6017,7.5978,-1.8614,-1.3142,-0.5472,-2.2421,-1.6948,-1.497
