sample_id,scene_path,timestamp,target_id,target_class_name,target_x_ego,target_y_ego,target_velocity,other_type,other_id,other_class_name,other_velocity,dx,dy,dz,distance
0011,0001_20230322_083454,1679474151920035,007,person,0.0,0.0,6.47855,vrus,004,person,6.001061,1.199578,4.10359,0.033092,4.275329
0011,0001_20230322_083454,1679474151920035,007,person,0.0,0.0,6.47855,vrus,002,person,5.929084,2.495014,4.196143,-0.143058,4.881876
0011,0001_20230322_083454,1679474151920035,007,person,0.0,0.0,6.47855,vrus,009,person,6.087727,-4.398814,-2.264817,-0.092273,4.947622
0013,0001_20230322_083454,1679474158480035,009,person,0.0,0.0,1.844046,vrus,014,person,1.129996,-1.083096,-0.67924,-0.051312,1.278462
0013,0001_20230322_083454,1679474158480035,009,person,0.0,0.0,1.844046,vrus,004,person,2.821161,-0.196045,3.73504,-0.044105,3.740181
0016,0001_20230322_083454,1679474109240035,012,person,0.0,0.0,4.505658,vrus,011,person,5.58285,1.735897,-3.867554,0.167639,4.239258
0017,0001_20230322_083454,1679474128200035,013,person,0.0,0.0,0.054433,vrus,000,person,0.034982,-0.615528,0.51091,-0.314277,0.79994
0017,0001_20230322_083454,1679474128200035,013,person,0.0,0.0,0.054433,vrus,003,person,0.118794,1.063919,0.076617,-0.147125,1.066674
0017,0001_20230322_083454,1679474128200035,013,person,0.0,0.0,0.054433,vrus,008,scooter,0.187269,-1.026854,-0.920181,-0.123797,1.378826
0017,0001_20230322_083454,1679474128200035,013,person,0.0,0.0,0.054433,vrus,001,person,0.047184,-1.468634,2.224712,-0.242474,2.665751
0017,0001_20230322_083454,1679474128200035,013,person,0.0,0.0,0.054433,vrus,002,person,5.058775,3.143057,-3.780088,-0.14128,4.916083
0017,0001_20230322_083454,1679474128200035,013,person,0.0,0.0,0.054433,vrus,005,person,5.161933,3.20069,-3.784696,-0.131081,4.956646
0019,0002_20230322_083625,1679474215760035,000,person,0.0,0.0,0.04209,vrus,002,person,4.97147,-3.679452,1.653937,0.016362,4.034089
0020,0002_20230322_083625,1679474206080035,001,person,0.0,0.0,4.494972,vrus,000,person,0.078808,-0.154942,1.843835,-0.102024,1.850334
0021,0002_20230322_083625,1679474226960035,003,person,0.0,0.0,0.240999,vrus,000,person,0.065618,-1.697969,0.872287,-0.038006,1.908922
0022,0002_20230322_083625,1679474232920035,004,person,0.0,0.0,4.627599,vrus,005,person,2.365471,-0.013446,0.422163,-0.004143,0.422377
0023,0002_20230322_083625,1679474233920035,005,person,0.0,0.0,3.069624,vrus,004,person,4.269989,0.774473,-0.242924,0.085482,0.811678
0024,0002_20230322_083625,1679474191360035,006,person,0.0,0.0,5.087537,vrus,007,bicycle,4.579095,2.043331,-1.88532,0.058218,2.780222
0028,0003_20230322_083935,1679474424840035,003,person,0.0,0.0,0.102899,vrus,001,person,0.273908,-0.257216,-0.297108,-0.174912,0.39298
0029,0003_20230322_083935,1679474426400035,004,person,0.0,0.0,6.48071,vrus,005,person,7.301136,-1.488935,3.401185,0.073044,3.712814
0029,0003_20230322_083935,1679474426400035,004,person,0.0,0.0,6.48071,vrus,002,person,6.028888,1.15741,3.74078,-0.027996,3.915742
0031,0004_20230322_084251,1679474596640035,000,person,0.0,0.0,1.590695,vrus,004,person,6.250866,2.753261,2.292991,-0.034776,3.583051
0031,0004_20230322_084251,1679474596640035,000,person,0.0,0.0,1.590695,vrus,003,person,5.291913,3.873227,-1.41023,0.019619,4.12197
0033,0004_20230322_084251,1679474594480035,002,person,0.0,0.0,3.189464,vrus,005,person,4.157682,-0.451562,1.043209,0.021292,1.136747
0033,0004_20230322_084251,1679474594480035,002,person,0.0,0.0,3.189464,vrus,004,person,0.449742,-2.263477,1.58469,-0.054309,2.763073
0033,0004_20230322_084251,1679474594480035,002,person,0.0,0.0,3.189464,vrus,003,person,2.108504,-0.477601,-2.72971,0.056608,2.771177
0033,0004_20230322_084251,1679474594480035,002,person,0.0,0.0,3.189464,vrus,000,person,0.110597,-3.620967,1.072271,0.005795,3.776396
0034,0004_20230322_084251,1679474593880035,003,person,0.0,0.0,0.685244,vrus,002,person,0.637269,0.338028,2.713726,-0.041513,2.734698
0034,0004_20230322_084251,1679474593880035,003,person,0.0,0.0,0.685244,vrus,005,person,2.125652,-0.126115,3.507616,-0.015325,3.509882
0034,0004_20230322_084251,1679474593880035,003,person,0.0,0.0,0.685244,vrus,004,person,0.162462,-1.735281,4.541388,-0.131024,4.861626
0035,0004_20230322_084251,1679474593040035,004,person,0.0,0.0,0.121067,vrus,000,person,0.142338,-1.308662,-0.4917,0.085481,1.397986
0035,0004_20230322_084251,1679474593040035,004,person,0.0,0.0,0.121067,vrus,005,person,0.163788,1.528458,-1.283053,0.154791,1.995597
0035,0004_20230322_084251,1679474593040035,004,person,0.0,0.0,0.121067,vrus,002,person,0.231695,2.066722,-1.842475,0.100659,2.768764
0035,0004_20230322_084251,1679474593040035,004,person,0.0,0.0,0.121067,vrus,003,person,0.130067,1.728563,-4.594819,0.150493,4.909205
0036,0004_20230322_084251,1679474590840035,005,person,0.0,0.0,0.013738,vrus,002,person,0.147268,0.52151,-0.597379,-0.053434,0.792991
0036,0004_20230322_084251,1679474590840035,005,person,0.0,0.0,0.013738,vrus,004,person,0.106722,-1.530685,1.261617,-0.154562,1.983601
0036,0004_20230322_084251,1679474590840035,005,person,0.0,0.0,0.013738,vrus,000,person,0.249306,-2.875114,0.820909,-0.066775,2.990012
0036,0004_20230322_084251,1679474590840035,005,person,0.0,0.0,0.013738,vrus,003,person,0.157499,0.145779,-3.28775,-0.017172,3.29098
0039,0005_20230322_084431,1679474689720035,000,person,0.0,0.0,5.321472,vrus,006,person,4.973112,0.636874,-0.281931,-0.230514,0.696487
0039,0005_20230322_084431,1679474689720035,000,person,0.0,0.0,5.321472,vrus,002,person,5.725691,1.98903,-1.394783,-0.168152,2.429333
0039,0005_20230322_084431,1679474689720035,000,person,0.0,0.0,5.321472,vrus,001,person,4.798929,-0.91176,-2.281107,-0.153326,2.456574
0040,0005_20230322_084431,1679474688880035,001,person,0.0,0.0,4.781096,vrus,000,person,4.970261,0.971749,2.074921,0.164695,2.291199
0040,0005_20230322_084431,1679474688880035,001,person,0.0,0.0,4.781096,vrus,006,person,4.838899,1.656808,1.850092,-0.052129,2.483516
0040,0005_20230322_084431,1679474688880035,001,person,0.0,0.0,4.781096,vrus,002,person,5.559569,2.968133,0.539924,-0.005254,3.016841
0041,0005_20230322_084431,1679474687000035,002,person,0.0,0.0,6.189319,vrus,006,person,5.052809,-0.959425,1.671648,-0.081188,1.927408
0041,0005_20230322_084431,1679474687000035,002,person,0.0,0.0,6.189319,vrus,000,person,6.087042,-2.016024,1.715933,0.160447,2.64741
0041,0005_20230322_084431,1679474687000035,002,person,0.0,0.0,6.189319,vrus,001,person,5.338121,-2.877572,-0.208342,-0.000227,2.885104
0044,0005_20230322_084431,1679474693320035,006,person,0.0,0.0,4.989495,vrus,000,person,5.357362,-0.634906,0.599165,0.219685,0.872986
0044,0005_20230322_084431,1679474693320035,006,person,0.0,0.0,4.989495,vrus,002,person,5.54225,1.23962,-0.250706,0.034369,1.264718
0044,0005_20230322_084431,1679474693320035,006,person,0.0,0.0,4.989495,vrus,001,person,5.846574,-1.483315,-1.93354,0.06869,2.436965
0045,0006_20230322_113007,1679484644000035,000,person,0.0,0.0,0.296799,vrus,001,person,0.101703,-0.360336,0.08771,0.045473,0.370857
0045,0006_20230322_113007,1679484644000035,000,person,0.0,0.0,0.296799,vrus,004,person,0.29,1.611074,-0.67139,0.074627,1.745372
0046,0006_20230322_113007,1679484652680035,001,person,0.0,0.0,0.138948,vrus,000,person,0.534966,0.212126,0.046396,-0.01223,0.217141
0046,0006_20230322_113007,1679484652680035,001,person,0.0,0.0,0.138948,vrus,004,person,0.688881,1.534733,-1.405712,0.019659,2.081209
0047,0006_20230322_113007,1679484649080035,002,person,0.0,0.0,0.165109,vrus,003,person,0.031971,0.772712,-0.876301,-0.020429,1.168327
0048,0006_20230322_113007,1679484655440035,003,person,0.0,0.0,0.118377,vrus,002,person,0.058515,-0.774521,0.84544,0.019559,1.146583
0049,0006_20230322_113007,1679484656920035,004,person,0.0,0.0,1.435973,vrus,000,person,0.258377,-0.659281,1.641404,-0.047129,1.768858
0049,0006_20230322_113007,1679484656920035,004,person,0.0,0.0,1.435973,vrus,001,person,0.05938,-1.036962,1.832792,-0.032277,2.105805
0049,0006_20230322_113007,1679484656920035,004,person,0.0,0.0,1.435973,vrus,005,person,2.76968,1.836077,1.372174,-0.143258,2.292169
0050,0006_20230322_113007,1679484665360035,005,person,0.0,0.0,5.718863,vrus,000,person,8.846249,-1.07493,-0.126268,0.128761,1.082321
0050,0006_20230322_113007,1679484665360035,005,person,0.0,0.0,5.718863,vrus,008,person,5.277511,-1.308986,-0.301009,0.109655,1.34315
0050,0006_20230322_113007,1679484665360035,005,person,0.0,0.0,5.718863,vrus,011,person,8.978524,-1.309923,-0.859769,-0.435799,1.566876
0050,0006_20230322_113007,1679484665360035,005,person,0.0,0.0,5.718863,vrus,001,person,5.724803,-1.837058,0.088943,0.167451,1.83921
0052,0006_20230322_113007,1679484670560035,007,person,0.0,0.0,5.694635,vrus,003,person,6.664732,2.574027,4.010612,-0.062134,4.765566
0052,0006_20230322_113007,1679484670560035,007,person,0.0,0.0,5.694635,vrus,002,person,6.580036,2.154362,4.411199,0.006481,4.90917
0053,0006_20230322_113007,1679484614680035,009,person,0.0,0.0,0.598822,vrus,000,person,0.978747,0.37256,-0.390837,-0.006002,0.539958
0055,0006_20230322_113007,1679484669720035,011,person,0.0,0.0,8.347825,vrus,000,person,8.233392,-0.035854,-0.623811,0.58731,0.624841
0055,0006_20230322_113007,1679484669720035,011,person,0.0,0.0,8.347825,vrus,004,person,6.921712,0.771905,-1.06539,0.68627,1.315634
0057,0007_20230322_114343,1679485465520035,000,person,0.0,0.0,0.049283,vrus,001,person,0.00848,1.273687,-1.580721,0.028465,2.030014
0057,0007_20230322_114343,1679485465520035,000,person,0.0,0.0,0.049283,vrus,003,person,1.561583,1.724926,-2.75126,0.131219,3.247276
0058,0007_20230322_114343,1679485471280035,001,person,0.0,0.0,0.117231,vrus,003,person,0.278185,0.665551,-1.108676,0.094802,1.293105
0058,0007_20230322_114343,1679485471280035,001,person,0.0,0.0,0.117231,vrus,000,person,0.115921,-1.063817,1.691236,-0.034777,1.997995
0059,0007_20230322_114343,1679485475480035,003,person,0.0,0.0,0.050683,vrus,001,person,0.050824,-1.10248,1.270776,-0.115244,1.68236
0059,0007_20230322_114343,1679485475480035,003,person,0.0,0.0,0.050683,vrus,000,person,0.028891,-2.272862,2.563421,-0.137664,3.425935
0061,0007_20230322_114343,1679485485680035,005,person,0.0,0.0,2.986356,vrus,006,person,1.986295,0.029355,0.557525,-0.052973,0.558297
0061,0007_20230322_114343,1679485485680035,005,person,0.0,0.0,2.986356,vrus,003,person,6.88397,-2.095375,-3.049822,0.097966,3.700272
0062,0007_20230322_114343,1679485485680035,006,person,0.0,0.0,1.986295,vrus,005,person,2.986356,-0.029355,-0.557525,0.052973,0.558297
0062,0007_20230322_114343,1679485485680035,006,person,0.0,0.0,1.986295,vrus,003,person,6.88397,-2.12473,-3.607347,0.150939,4.186577
0064,0008_20230322_114623,1679485650080035,000,person,0.0,0.0,0.206655,vrus,001,person,0.052587,1.049186,-0.697084,-0.09368,1.25965
0065,0008_20230322_114623,1679485646320035,002,person,0.0,0.0,0.205066,vrus,003,person,0.387259,0.287055,-1.41145,-0.035824,1.440344
0066,0008_20230322_114623,1679485665600035,003,person,0.0,0.0,0.362953,vrus,002,person,0.191064,-0.415952,1.343658,0.072143,1.406568
0068,0008_20230322_114623,1679485687000035,005,person,0.0,0.0,0.538062,vrus,000,person,0.10584,1.758271,1.700853,-0.036873,2.446307
0068,0008_20230322_114623,1679485687000035,005,person,0.0,0.0,0.538062,vrus,001,person,0.069592,2.110578,1.629824,-0.084591,2.666621
0072,0008_20230322_114623,1679485697280035,009,person,0.0,0.0,4.399051,vrus,000,person,4.562789,0.814712,0.393314,-0.071915,0.904683
0072,0008_20230322_114623,1679485697280035,009,person,0.0,0.0,4.399051,vrus,001,person,4.653283,1.061949,0.533038,-0.157643,1.188219
0072,0008_20230322_114623,1679485697280035,009,person,0.0,0.0,4.399051,vrus,005,person,6.182634,2.438497,-4.023617,-0.058948,4.704866
0075,0008_20230322_114623,1679485673920035,012,person,0.0,0.0,6.231871,vrus,001,person,4.554803,0.568767,0.606829,-0.134432,0.831707
0075,0008_20230322_114623,1679485673920035,012,person,0.0,0.0,6.231871,vrus,000,person,4.834909,-0.582468,1.052366,-0.010053,1.202806
0075,0008_20230322_114623,1679485673920035,012,person,0.0,0.0,6.231871,vrus,002,person,5.425393,-1.595158,-2.390945,-0.109154,2.874221
0075,0008_20230322_114623,1679485673920035,012,person,0.0,0.0,6.231871,vrus,003,person,5.119573,-1.618775,-3.898989,-0.093245,4.221676
0082,0010_20230322_115554,1679486192800035,000,person,0.0,0.0,0.024124,vrus,002,bicycle,0.026144,3.859364,-0.537879,-0.06859,3.896666
0085,0010_20230322_115554,1679486214680035,004,person,0.0,0.0,5.084421,vrus,006,person,4.684169,0.765493,0.027991,0.006697,0.766005
0085,0010_20230322_115554,1679486214680035,004,person,0.0,0.0,5.084421,vrus,005,person,4.708509,0.627449,-0.733049,0.086646,0.964911
0086,0010_20230322_115554,1679486216120035,005,person,0.0,0.0,4.71866,vrus,004,person,5.26211,-0.628281,0.468942,-0.237483,0.783992
0086,0010_20230322_115554,1679486216120035,005,person,0.0,0.0,4.71866,vrus,006,person,4.234927,0.711006,1.059706,0.072807,1.276129
0087,0010_20230322_115554,1679486216280035,006,person,0.0,0.0,4.359973,vrus,005,person,4.718425,-0.738246,-1.068834,-0.085763,1.299005
0087,0010_20230322_115554,1679486216280035,006,person,0.0,0.0,4.359973,vrus,004,person,5.159753,-1.380897,-0.617044,-0.318649,1.512488
0091,0011_20230322_115737,1679486277800035,002,person,0.0,0.0,3.392997,vrus,007,person,3.033755,0.527885,-0.369358,0.096196,0.644273
0094,0011_20230322_115737,1679486272680035,005,person,0.0,0.0,5.498617,vrus,010,person,5.32864,-0.391267,-0.438893,0.083704,0.587977
0096,0011_20230322_115737,1679486273760035,007,person,0.0,0.0,3.029767,vrus,002,person,2.653832,-0.249082,0.13184,-0.059228,0.281822
0096,0011_20230322_115737,1679486273760035,007,person,0.0,0.0,3.029767,vrus,001,person,0.008318,0.427646,2.54251,0.018621,2.578224
0096,0011_20230322_115737,1679486273760035,007,person,0.0,0.0,3.029767,vrus,004,person,5.043239,2.574511,-3.977501,-0.065975,4.737998
0099,0011_20230322_115737,1679486268560035,010,person,0.0,0.0,5.913244,vrus,005,person,5.869609,0.475572,0.253938,-0.068438,0.539123
0101,0012_20230322_120632,1679486825680035,001,person,0.0,0.0,0.019273,vrus,002,person,0.081327,1.519205,0.54522,0.0566,1.614078
0101,0012_20230322_120632,1679486825680035,001,person,0.0,0.0,0.019273,vrus,003,bicycle,0.030947,-1.163492,1.202049,-0.00084,1.672912
0102,0012_20230322_120632,1679486829440035,002,person,0.0,0.0,0.005138,vrus,004,person,2.048001,1.035831,-0.564536,-0.049371,1.179681
0102,0012_20230322_120632,1679486829440035,002,person,0.0,0.0,0.005138,vrus,001,person,0.173395,-1.346883,-0.587021,-0.038339,1.469247
0102,0012_20230322_120632,1679486829440035,002,person,0.0,0.0,0.005138,vrus,003,bicycle,0.03031,-2.469039,0.557617,-0.038507,2.531223
0104,0012_20230322_120632,1679486836960035,004,person,0.0,0.0,5.851636,vrus,001,person,4.706966,-2.026088,-0.596024,0.02211,2.111937
0104,0012_20230322_120632,1679486836960035,004,person,0.0,0.0,5.851636,vrus,002,person,5.014625,-1.479555,1.51484,0.070811,2.117504
0105,0012_20230322_120632,1679486808240035,005,person,0.0,0.0,4.931007,vrus,008,bicycle,4.513802,-0.61235,-0.391909,0.011336,0.727025
0106,0012_20230322_120632,1679486845520035,006,person,0.0,0.0,2.818522,vrus,009,person,4.320979,0.515487,-0.485313,-0.084646,0.707994
0106,0012_20230322_120632,1679486845520035,006,person,0.0,0.0,2.818522,vrus,000,person,3.257331,-3.863624,-2.888258,0.080056,4.82386
0107,0012_20230322_120632,1679486805040035,007,person,0.0,0.0,5.169619,vrus,011,person,5.999602,-0.188085,0.109884,0.171907,0.217831
0109,0012_20230322_120632,1679486849560035,009,person,0.0,0.0,0.681033,vrus,006,person,1.304033,-0.359467,0.093168,0.025564,0.371345
0109,0012_20230322_120632,1679486849560035,009,person,0.0,0.0,0.681033,vrus,000,person,0.277784,-1.765845,0.325677,0.090336,1.795626
0111,0012_20230322_120632,1679486799520035,011,person,0.0,0.0,5.407928,vrus,007,person,5.637424,0.202121,0.541544,-0.137557,0.578034
0119,0014_20230323_082848,1679560169560005,001,person,0.0,0.0,0.536367,vrus,003,person,4.427773,-3.843813,2.255374,-0.261823,4.456637
0122,0015_20230323_083456,1679560532920026,000,person,0.0,0.0,0.133929,vrus,008,person,0.155461,-1.683295,-0.116728,-0.119772,1.687337
0122,0015_20230323_083456,1679560532920026,000,person,0.0,0.0,0.133929,vrus,004,person,1.101148,-0.819928,1.637116,-0.086465,1.830964
0122,0015_20230323_083456,1679560532920026,000,person,0.0,0.0,0.133929,vrus,003,person,0.507408,-0.017204,-2.129794,0.04541,2.129863
0122,0015_20230323_083456,1679560532920026,000,person,0.0,0.0,0.133929,vrus,006,person,0.879084,0.770077,-2.3275,0.142993,2.451586
0122,0015_20230323_083456,1679560532920026,000,person,0.0,0.0,0.133929,vrus,001,person,0.015116,-2.9907,2.476646,-0.079504,3.883048
0122,0015_20230323_083456,1679560532920026,000,person,0.0,0.0,0.133929,vrus,005,person,3.491505,-3.159885,-2.751064,-0.149013,4.189657
0123,0015_20230323_083456,1679560532920026,001,person,0.0,0.0,0.015116,vrus,004,person,1.101148,2.170772,-0.83953,-0.006961,2.327458
0123,0015_20230323_083456,1679560532920026,001,person,0.0,0.0,0.015116,vrus,008,person,0.155461,1.307405,-2.593374,-0.040268,2.904289
0123,0015_20230323_083456,1679560532920026,001,person,0.0,0.0,0.015116,vrus,000,person,0.133929,2.9907,-2.476646,0.079504,3.883048
0125,0015_20230323_083456,1679560533119996,003,person,0.0,0.0,0.374942,vrus,006,person,0.916219,0.761796,-0.196184,0.102213,0.786652
0125,0015_20230323_083456,1679560533119996,003,person,0.0,0.0,0.374942,vrus,000,person,0.108184,0.03654,2.12453,-0.04162,2.124844
0125,0015_20230323_083456,1679560533119996,003,person,0.0,0.0,0.374942,vrus,008,person,0.144364,-1.63977,2.004867,-0.152499,2.590046
0125,0015_20230323_083456,1679560533119996,003,person,0.0,0.0,0.374942,vrus,005,person,3.440838,-2.977561,-0.491706,-0.180447,3.017887
0125,0015_20230323_083456,1679560533119996,003,person,0.0,0.0,0.374942,vrus,004,person,1.115791,-0.77828,3.704235,-0.134963,3.785113
0126,0015_20230323_083456,1679560530320011,004,person,0.0,0.0,0.992372,vrus,000,person,0.101094,0.906125,-1.40347,0.098476,1.670566
0126,0015_20230323_083456,1679560530320011,004,person,0.0,0.0,0.992372,vrus,008,person,1.103187,-0.704115,-1.567245,-0.051757,1.718149
0126,0015_20230323_083456,1679560530320011,004,person,0.0,0.0,0.992372,vrus,001,person,0.038447,-2.030749,1.091282,0.020715,2.305393
0126,0015_20230323_083456,1679560530320011,004,person,0.0,0.0,0.992372,vrus,003,person,0.073121,1.036976,-3.746377,0.153184,3.887243
0127,0015_20230323_083456,1679560544840008,005,person,0.0,0.0,0.020092,vrus,008,person,0.326475,0.129365,1.428957,-0.030042,1.434801
0127,0015_20230323_083456,1679560544840008,005,person,0.0,0.0,0.020092,vrus,003,person,0.7123,1.513453,-0.622319,0.125564,1.636405
0127,0015_20230323_083456,1679560544840008,005,person,0.0,0.0,0.020092,vrus,006,person,0.513707,2.300663,-0.691149,0.219267,2.402236
0127,0015_20230323_083456,1679560544840008,005,person,0.0,0.0,0.020092,vrus,000,person,0.039075,2.018821,1.788554,0.095909,2.69714
0127,0015_20230323_083456,1679560544840008,005,person,0.0,0.0,0.020092,vrus,010,person,0.014854,2.108464,1.86706,0.161817,2.816298
0127,0015_20230323_083456,1679560544840008,005,person,0.0,0.0,0.020092,vrus,004,person,0.104846,0.970607,3.285933,0.005744,3.426286
0127,0015_20230323_083456,1679560544840008,005,person,0.0,0.0,0.020092,vrus,001,person,0.147903,-0.933142,4.138818,0.001621,4.242708
0128,0015_20230323_083456,1679560550600014,006,person,0.0,0.0,0.706769,vrus,003,person,0.446721,-0.793774,0.171347,-0.084403,0.812057
0128,0015_20230323_083456,1679560550600014,006,person,0.0,0.0,0.706769,vrus,012,person,4.808755,-2.23659,1.839033,-0.171619,2.895579
0128,0015_20230323_083456,1679560550600014,006,person,0.0,0.0,0.706769,vrus,005,person,5.859256,-0.479365,4.868528,-0.226366,4.892071
0130,0015_20230323_083456,1679560518760020,009,person,0.0,0.0,6.014664,vrus,004,person,0.266186,0.891565,0.732971,-0.078741,1.154181
0130,0015_20230323_083456,1679560518760020,009,person,0.0,0.0,6.014664,vrus,001,person,0.0569,-0.890802,1.730417,-0.0584,1.946245
0130,0015_20230323_083456,1679560518760020,009,person,0.0,0.0,6.014664,vrus,000,person,0.352836,2.00205,-0.771311,0.105748,2.145489
0130,0015_20230323_083456,1679560518760020,009,person,0.0,0.0,6.014664,vrus,011,person,0.072775,-1.381032,1.811809,-0.004371,2.278135
0131,0015_20230323_083456,1679560556199984,010,person,0.0,0.0,5.602387,vrus,004,person,5.698287,0.228636,1.583185,0.068498,1.599609
0131,0015_20230323_083456,1679560556199984,010,person,0.0,0.0,5.602387,vrus,013,person,5.001582,-2.037105,-2.50693,0.259969,3.230247
0131,0015_20230323_083456,1679560556199984,010,person,0.0,0.0,5.602387,vrus,000,person,5.285937,-2.089323,-2.477197,0.15842,3.240644
0131,0015_20230323_083456,1679560556199984,010,person,0.0,0.0,5.602387,vrus,005,person,6.730296,-3.517464,-1.365721,0.103214,3.773294
0132,0015_20230323_083456,1679560508640023,011,person,0.0,0.0,0.016964,vrus,001,person,0.203442,0.443187,-0.06694,-0.033134,0.448214
0132,0015_20230323_083456,1679560508640023,011,person,0.0,0.0,0.016964,vrus,004,person,0.069138,2.29037,-1.01808,-0.034342,2.506448
0132,0015_20230323_083456,1679560508640023,011,person,0.0,0.0,0.016964,vrus,000,person,0.246434,2.969954,-3.166088,0.055791,4.341053
0133,0015_20230323_083456,1679560548000000,012,person,0.0,0.0,5.09305,vrus,003,person,0.129821,3.20583,1.182528,0.110479,3.416975
0133,0015_20230323_083456,1679560548000000,012,person,0.0,0.0,5.09305,vrus,005,person,4.173221,2.19544,2.900348,-0.048462,3.637578
0133,0015_20230323_083456,1679560548000000,012,person,0.0,0.0,5.09305,vrus,006,person,0.479167,3.996032,0.934138,0.176863,4.103765
0134,0015_20230323_083456,1679560558359990,013,person,0.0,0.0,5.56122,vrus,000,person,5.570792,-0.013989,0.042487,-0.10383,0.044731
0134,0015_20230323_083456,1679560558359990,013,person,0.0,0.0,5.56122,vrus,005,person,6.465748,-0.963227,1.832671,-0.161236,2.070384
0134,0015_20230323_083456,1679560558359990,013,person,0.0,0.0,5.56122,vrus,010,person,5.268242,2.379999,2.16641,-0.275573,3.218342
0134,0015_20230323_083456,1679560558359990,013,person,0.0,0.0,5.56122,vrus,004,person,5.267092,2.990409,3.381915,-0.221622,4.51441
0136,0016_20230323_083733,1679560700640023,000,person,0.0,0.0,0.058794,vrus,008,person,0.196129,-1.072596,0.011017,-0.046785,1.072653
0136,0016_20230323_083733,1679560700640023,000,person,0.0,0.0,0.058794,vrus,004,person,0.042397,0.197981,-1.526988,0.006304,1.539769
0136,0016_20230323_083733,1679560700640023,000,person,0.0,0.0,0.058794,vrus,002,person,0.424034,-1.396577,1.290383,-0.028728,1.901451
0136,0016_20230323_083733,1679560700640023,000,person,0.0,0.0,0.058794,vrus,001,person,0.035847,-2.05836,2.349008,-0.114922,3.123249
0137,0016_20230323_083733,1679560699239993,001,person,0.0,0.0,0.082009,vrus,002,person,0.027045,0.607234,-1.000892,0.076104,1.170691
0137,0016_20230323_083733,1679560699239993,001,person,0.0,0.0,0.082009,vrus,008,person,0.121251,0.953136,-2.265956,0.069789,2.458256
0137,0016_20230323_083733,1679560699239993,001,person,0.0,0.0,0.082009,vrus,000,person,0.027983,2.063019,-2.336013,0.11748,3.116569
0137,0016_20230323_083733,1679560699239993,001,person,0.0,0.0,0.082009,vrus,004,person,0.012073,2.260701,-3.868456,0.119761,4.480594
0138,0016_20230323_083733,1679560698480017,002,person,0.0,0.0,0.03161,vrus,001,person,0.036551,-0.604693,0.996917,-0.076728,1.165975
0138,0016_20230323_083733,1679560698480017,002,person,0.0,0.0,0.03161,vrus,008,person,0.187814,0.327648,-1.280363,-0.007222,1.321621
0138,0016_20230323_083733,1679560698480017,002,person,0.0,0.0,0.03161,vrus,000,person,0.012667,1.449558,-1.328364,0.037527,1.966156
